REF_DATE,GEO,DGUID,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1952-07,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,240,,,t,0
1952-07,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4717,,,,0
1952-07,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1302,,,,0
1952-07,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1839,,,t,0
1952-07,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,4346,,,,0
1952-07,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1048,,,,0
1952-07,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1532,,,t,0
1952-07,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,32232,,,,0
1952-07,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,8407,,,,0
1952-07,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,15746,,,t,0
1952-07,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,32072,,,,0
1952-07,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,10264,,,,0
1952-07,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,14711,,,t,0
1952-07,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,5485,,,,0
1952-07,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1557,,,,0
1952-07,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,2333,,,t,0
1952-07,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,6027,,,,0
1952-07,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1565,,,,0
1952-07,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2094,,,t,0
1952-07,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,7667,,,,0
1952-07,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,1744,,,,0
1952-07,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,2817,,,t,0
1952-07,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,7752,,,,0
1952-07,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,2785,,,,0
1952-07,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,3361,,,t,0
1952-07,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,97,,,,0
1952-07,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,24,,,,0
1952-07,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,22,,,t,0
1952-07,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,144,,,t,0
1952-07,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,85,,,t,0
1952-07,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,34,,,t,0
1952-10,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,96439,,,,0
1952-10,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,32180,,,,0
1952-10,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,32046,,,t,0
1952-10,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2975,,,,0
1952-10,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,693,,,,0
1952-10,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,791,,,t,0
1952-10,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,604,,,,0
1952-10,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,259,,,,0
1952-10,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,169,,,t,0
1952-10,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4428,,,,0
1952-10,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1433,,,,0
1952-10,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1382,,,t,0
1952-10,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,3959,,,,0
1952-10,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1185,,,,0
1952-10,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1146,,,t,0
1952-10,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,29307,,,,0
1952-10,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,8613,,,,0
1952-10,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,7206,,,t,0
1952-10,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,30172,,,,0
1952-10,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,11443,,,,0
1952-10,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,11502,,,t,0
1952-10,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4921,,,,0
1952-10,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1682,,,,0
1952-10,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,1883,,,t,0
1952-10,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,5428,,,,0
1952-10,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1719,,,,0
1952-10,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2369,,,t,0
1952-10,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,7064,,,,0
1952-10,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,1895,,,,0
1952-10,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,2755,,,t,0
1952-10,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,7323,,,,0
1952-10,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,3153,,,,0
1952-10,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,2807,,,t,0
1952-10,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,113,,,,0
1952-10,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,25,,,,0
1952-10,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,23,,,t,0
1952-10,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,145,,,t,0
1952-10,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,80,,,t,0
1952-10,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,13,,,t,0
1953-01,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,99549,,,,0
1953-01,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,34469,,,,0
1953-01,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,16154,,,t,0
1953-01,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,3237,,,,0
1953-01,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,787,,,,0
1953-01,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,520,,,t,0
1953-01,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,624,,,,0
1953-01,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,257,,,,0
1953-01,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,73,,,t,0
1953-01,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4234,,,,0
1953-01,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1600,,,,0
1953-01,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,779,,,t,0
1953-01,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,3935,,,,0
1953-01,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1288,,,,0
1953-01,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,518,,,t,0
1953-01,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,30856,,,,0
1953-01,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,9494,,,,0
1953-01,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,2931,,,t,0
1953-01,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,31044,,,,0
1953-01,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,12126,,,,0
1953-01,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,6415,,,t,0
1953-01,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4902,,,,0
1953-01,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1921,,,,0
1953-01,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,853,,,t,0
1953-01,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,5506,,,,0
1953-01,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1728,,,,0
1953-01,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,763,,,t,0
1953-01,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,7428,,,,0
1953-01,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,2019,,,,0
1953-01,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,1423,,,t,0
1953-01,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,7493,,,,0
1953-01,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,3152,,,,0
1953-01,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,1847,,,t,0
1953-01,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,102,,,,0
1953-01,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,28,,,,0
1953-01,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,15,,,t,0
1953-01,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,188,,,t,0
1953-01,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,69,,,t,0
1953-01,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,17,,,t,0
1953-04,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,107886,,,,0
1953-04,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,31840,,,,0
1953-04,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,37142,,,t,0
1953-04,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,3129,,,,0
1953-04,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,639,,,,0
1953-04,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,699,,,t,0
1953-04,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,749,,,,0
1953-04,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,252,,,,0
1953-04,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,157,,,t,0
1953-04,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4569,,,,0
1953-04,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1374,,,,0
1953-04,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1437,,,t,0
1953-04,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,4132,,,,0
1953-04,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1169,,,,0
1953-04,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1113,,,t,0
1953-04,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,34535,,,,0
1953-04,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,8696,,,,0
1953-04,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,10192,,,t,0
1953-04,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,32602,,,,0
1953-04,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,11282,,,,0
1953-04,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,13407,,,t,0
1953-04,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,5572,,,,0
1953-04,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1730,,,,0
1953-04,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,2134,,,t,0
1953-04,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,6082,,,,0
1953-04,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1671,,,,0
1953-04,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,1933,,,t,0
1953-04,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,8170,,,,0
1953-04,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,1813,,,,0
1953-04,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,2776,,,t,0
1953-04,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,8092,,,,0
1953-04,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,3056,,,,0
1953-04,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,3248,,,t,0
1953-04,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,99,,,,0
1953-04,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,40,,,,0
1953-04,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,23,,,t,0
1953-04,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,155,,,t,0
1953-04,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,118,,,t,0
1953-04,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,23,,,t,0
1953-07,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,108888,,,,0
1953-07,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,29944,,,,0
1953-07,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,46002,,,t,0
1953-07,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,3468,,,,0
1953-07,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,617,,,,0
1953-07,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,799,,,t,0
1953-07,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,722,,,,0
1953-07,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,205,,,,0
1953-07,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,261,,,t,0
1953-07,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4983,,,,0
1953-07,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1372,,,,0
1953-07,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1841,,,t,0
1953-07,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,4376,,,,0
1953-07,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,969,,,,0
1953-07,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1525,,,t,0
1953-07,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,32734,,,,0
1953-07,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,8095,,,,0
1953-07,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,15690,,,t,0
1953-07,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,34029,,,,0
1953-07,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,10553,,,,0
1953-07,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,14738,,,t,0
1953-07,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,5687,,,,0
1953-07,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1664,,,,0
1953-07,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,2312,,,t,0
1953-07,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,6315,,,,0
1953-07,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1643,,,,0
1953-07,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2218,,,t,0
1953-07,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,8112,,,,0
1953-07,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,1844,,,,0
1953-07,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,3102,,,t,0
1953-07,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,8199,,,,0
1953-07,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,2884,,,,0
1953-07,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,3452,,,t,0
1953-07,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,100,,,,0
1953-07,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,29,,,,0
1953-07,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,24,,,t,0
1953-07,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,163,,,t,0
1953-07,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,69,,,t,0
1953-07,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,40,,,t,0
1953-10,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,101561,,,,0
1953-10,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,31538,,,,0
1953-10,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,31736,,,t,0
1953-10,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2963,,,,0
1953-10,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,690,,,,0
1953-10,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,753,,,t,0
1953-10,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,642,,,,0
1953-10,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,212,,,,0
1953-10,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,156,,,t,0
1953-10,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4490,,,,0
1953-10,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1462,,,,0
1953-10,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1321,,,t,0
1953-10,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,4015,,,,0
1953-10,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1211,,,,0
1953-10,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1076,,,t,0
1953-10,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,30594,,,,0
1953-10,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,8184,,,,0
1953-10,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,7155,,,t,0
1953-10,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,32096,,,,0
1953-10,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,11281,,,,0
1953-10,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,11394,,,t,0
1953-10,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,5081,,,,0
1953-10,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1700,,,,0
1953-10,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,1978,,,t,0
1953-10,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,5800,,,,0
1953-10,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1645,,,,0
1953-10,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2272,,,t,0
1953-10,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,7666,,,,0
1953-10,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,1970,,,,0
1953-10,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,2825,,,t,0
1953-10,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,7962,,,,0
1953-10,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,3126,,,,0
1953-10,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,2751,,,t,0
1953-10,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,82,,,,0
1953-10,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,19,,,,0
1953-10,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,32,,,t,0
1953-10,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,170,,,t,0
1953-10,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,38,,,t,0
1953-10,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,23,,,t,0
1954-01,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,105338,,,,0
1954-01,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,31854,,,,0
1954-01,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,16659,,,t,0
1954-01,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,3513,,,,0
1954-01,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,755,,,,0
1954-01,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,520,,,t,0
1954-01,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,640,,,,0
1954-01,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,255,,,,0
1954-01,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,71,,,t,0
1954-01,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4490,,,,0
1954-01,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1500,,,,0
1954-01,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,809,,,t,0
1954-01,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,3780,,,,0
1954-01,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1086,,,,0
1954-01,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,520,,,t,0
1954-01,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,32578,,,,0
1954-01,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,8563,,,,0
1954-01,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,3261,,,t,0
1954-01,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,32688,,,,0
1954-01,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,11367,,,,0
1954-01,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,6560,,,t,0
1954-01,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,5426,,,,0
1954-01,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1624,,,,0
1954-01,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,881,,,t,0
1954-01,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,5964,,,,0
1954-01,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1565,,,,0
1954-01,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,766,,,t,0
1954-01,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,8051,,,,0
1954-01,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,1973,,,,0
1954-01,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,1455,,,t,0
1954-01,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,7915,,,,0
1954-01,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,3082,,,,0
1954-01,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,1759,,,t,0
1954-01,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,115,,,,0
1954-01,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,16,,,,0
1954-01,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,26,,,t,0
1954-01,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,178,,,t,0
1954-01,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,68,,,t,0
1954-01,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,31,,,t,0
1954-04,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,112916,,,,0
1954-04,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,31612,,,,0
1954-04,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,35499,,,t,0
1954-04,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,3478,,,,0
1954-04,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,712,,,,0
1954-04,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,742,,,t,0
1954-04,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,752,,,,0
1954-04,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,238,,,,0
1954-04,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,153,,,t,0
1954-04,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,4870,,,,0
1954-04,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1394,,,,0
1954-04,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1368,,,t,0
1954-04,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,4347,,,,0
1954-04,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1096,,,,0
1954-04,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1134,,,t,0
1954-04,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,35392,,,,0
1954-04,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,8494,,,,0
1954-04,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,9662,,,t,0
1954-04,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,34356,,,,0
1954-04,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,11206,,,,0
1954-04,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,12717,,,t,0
1954-04,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,5693,,,,0
1954-04,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,1736,,,,0
1954-04,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,1941,,,t,0
1954-04,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,6519,,,,0
1954-04,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1610,,,,0
1954-04,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,1746,,,t,0
1954-04,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,8719,,,,0
1954-04,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,1831,,,,0
1954-04,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,2810,,,t,0
1954-04,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,8532,,,,0
1954-04,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,3186,,,,0
1954-04,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,3162,,,t,0
1954-04,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,111,,,,0
1954-04,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,26,,,,0
