REF_DATE,GEO,DGUID,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1984-10,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5321,,,,0
1984-10,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,6070,,,t,0
1984-10,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,124,,,,0
1984-10,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,31,,,,0
1984-10,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,57,,,t,0
1984-10,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,392,,,t,0
1984-10,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,60,,,t,0
1984-10,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,67,,,t,0
1985-01,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,90060,,,,0
1985-01,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,47473,,,,0
1985-01,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,17009,,,t,0
1985-01,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2015,,,,0
1985-01,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,874,,,,0
1985-01,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,360,,,t,0
1985-01,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,481,,,,0
1985-01,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,297,,,,0
1985-01,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,77,,,t,0
1985-01,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,2944,,,,0
1985-01,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1892,,,,0
1985-01,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,613,,,t,0
1985-01,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2456,,,,0
1985-01,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1349,,,,0
1985-01,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,439,,,t,0
1985-01,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,20665,,,,0
1985-01,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,12204,,,,0
1985-01,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,2200,,,t,0
1985-01,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,31269,,,,0
1985-01,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,17943,,,,0
1985-01,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,6979,,,t,0
1985-01,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4180,,,,0
1985-01,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,2178,,,,0
1985-01,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,748,,,t,0
1985-01,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,4439,,,,0
1985-01,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1911,,,,0
1985-01,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,626,,,t,0
1985-01,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,10631,,,,0
1985-01,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,3320,,,,0
1985-01,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,2198,,,t,0
1985-01,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,10491,,,,0
1985-01,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5415,,,,0
1985-01,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,2715,,,t,0
1985-01,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,140,,,,0
1985-01,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,29,,,,0
1985-01,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,22,,,t,0
1985-01,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,349,,,t,0
1985-01,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,61,,,t,0
1985-01,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,32,,,t,0
1985-04,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,97636,,,,0
1985-04,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,44405,,,,0
1985-04,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,51968,,,t,0
1985-04,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2192,,,,0
1985-04,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,916,,,,0
1985-04,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,826,,,t,0
1985-04,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,487,,,,0
1985-04,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,279,,,,0
1985-04,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,202,,,t,0
1985-04,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,3388,,,,0
1985-04,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1848,,,,0
1985-04,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1728,,,t,0
1985-04,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2547,,,,0
1985-04,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1316,,,,0
1985-04,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1416,,,t,0
1985-04,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,22725,,,,0
1985-04,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,11122,,,,0
1985-04,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,10339,,,t,0
1985-04,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,34107,,,,0
1985-04,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,16210,,,,0
1985-04,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,20943,,,t,0
1985-04,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4357,,,,0
1985-04,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,2165,,,,0
1985-04,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,2353,,,t,0
1985-04,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,4753,,,,0
1985-04,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,2101,,,,0
1985-04,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2119,,,t,0
1985-04,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,11358,,,,0
1985-04,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,3269,,,,0
1985-04,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,5846,,,t,0
1985-04,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,11229,,,,0
1985-04,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5099,,,,0
1985-04,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,6090,,,t,0
1985-04,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,105,,,,0
1985-04,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,35,,,,0
1985-04,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,39,,,t,0
1985-04,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,388,,,t,0
1985-04,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,45,,,t,0
1985-04,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,67,,,t,0
1985-07,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,97339,,,,0
1985-07,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,42895,,,,0
1985-07,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,69683,,,t,0
1985-07,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2196,,,,0
1985-07,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,897,,,,0
1985-07,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,1314,,,t,0
1985-07,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,543,,,,0
1985-07,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,246,,,,0
1985-07,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,472,,,t,0
1985-07,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,3247,,,,0
1985-07,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1667,,,,0
1985-07,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,2788,,,t,0
1985-07,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2566,,,,0
1985-07,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1254,,,,0
1985-07,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,2316,,,t,0
1985-07,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,22268,,,,0
1985-07,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,11002,,,,0
1985-07,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,15769,,,t,0
1985-07,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,34378,,,,0
1985-07,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,15475,,,,0
1985-07,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,26371,,,t,0
1985-07,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4439,,,,0
1985-07,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,2177,,,,0
1985-07,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,3066,,,t,0
1985-07,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,4681,,,,0
1985-07,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1887,,,,0
1985-07,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2700,,,t,0
1985-07,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,11406,,,,0
1985-07,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,3153,,,,0
1985-07,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,7137,,,t,0
1985-07,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,11134,,,,0
1985-07,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5056,,,,0
1985-07,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,7607,,,t,0
1985-07,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,110,,,,0
1985-07,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,28,,,,0
1985-07,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,78,,,t,0
1985-07,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,371,,,t,0
1985-07,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,53,,,t,0
1985-07,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,65,,,t,0
1985-10,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,90692,,,,0
1985-10,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,46550,,,,0
1985-10,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,45436,,,t,0
1985-10,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2097,,,,0
1985-10,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,870,,,,0
1985-10,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,720,,,t,0
1985-10,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,497,,,,0
1985-10,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,288,,,,0
1985-10,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,205,,,t,0
1985-10,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,2871,,,,0
1985-10,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1908,,,,0
1985-10,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1678,,,t,0
1985-10,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2552,,,,0
1985-10,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1311,,,,0
1985-10,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1141,,,t,0
1985-10,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,20682,,,,0
1985-10,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,11379,,,,0
1985-10,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,8718,,,t,0
1985-10,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,32454,,,,0
1985-10,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,17119,,,,0
1985-10,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,18598,,,t,0
1985-10,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4121,,,,0
1985-10,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,2236,,,,0
1985-10,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,2129,,,t,0
1985-10,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,4289,,,,0
1985-10,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,2132,,,,0
1985-10,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,1687,,,t,0
1985-10,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,10418,,,,0
1985-10,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,3489,,,,0
1985-10,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,4569,,,t,0
1985-10,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,10273,,,,0
1985-10,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5732,,,,0
1985-10,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,5880,,,t,0
1985-10,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,109,,,,0
1985-10,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,31,,,,0
1985-10,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,46,,,t,0
1985-10,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,329,,,t,0
1985-10,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,55,,,t,0
1985-10,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,65,,,t,0
1986-01,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,89502,,,,0
1986-01,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,49461,,,,0
1986-01,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,16528,,,t,0
1986-01,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,1923,,,,0
1986-01,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,869,,,,0
1986-01,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,330,,,t,0
1986-01,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,497,,,,0
1986-01,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,293,,,,0
1986-01,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,62,,,t,0
1986-01,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,2978,,,,0
1986-01,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1894,,,,0
1986-01,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,593,,,t,0
1986-01,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2412,,,,0
1986-01,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1502,,,,0
1986-01,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,368,,,t,0
1986-01,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,20368,,,,0
1986-01,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,13030,,,,0
1986-01,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,2136,,,t,0
1986-01,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,31637,,,,0
1986-01,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,18349,,,,0
1986-01,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,6700,,,t,0
1986-01,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4154,,,,0
1986-01,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,2324,,,,0
1986-01,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,718,,,t,0
1986-01,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,4361,,,,0
1986-01,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,2161,,,,0
1986-01,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,638,,,t,0
1986-01,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,10631,,,,0
1986-01,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,3471,,,,0
1986-01,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,2240,,,t,0
1986-01,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,10058,,,,0
1986-01,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5485,,,,0
1986-01,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,2675,,,t,0
1986-01,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,118,,,,0
1986-01,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,21,,,,0
1986-01,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,20,,,t,0
1986-01,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,365,,,t,0
1986-01,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,62,,,t,0
1986-01,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,48,,,t,0
1986-04,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,97848,,,,0
1986-04,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,44447,,,,0
1986-04,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,50275,,,t,0
1986-04,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2130,,,,0
1986-04,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,939,,,,0
1986-04,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,820,,,t,0
1986-04,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,518,,,,0
1986-04,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,264,,,,0
1986-04,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,199,,,t,0
1986-04,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,3220,,,,0
1986-04,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1801,,,,0
1986-04,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1616,,,t,0
1986-04,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2574,,,,0
1986-04,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1327,,,,0
1986-04,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,1313,,,t,0
1986-04,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,22266,,,,0
1986-04,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,11143,,,,0
1986-04,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,9393,,,t,0
1986-04,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,35012,,,,0
1986-04,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,16206,,,,0
1986-04,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,21000,,,t,0
1986-04,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4377,,,,0
1986-04,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,2170,,,,0
1986-04,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,2259,,,t,0
1986-04,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,4580,,,,0
1986-04,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1948,,,,0
1986-04,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2021,,,t,0
1986-04,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,11716,,,,0
1986-04,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,3381,,,,0
1986-04,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,5543,,,t,0
1986-04,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,10936,,,,0
1986-04,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5171,,,,0
1986-04,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,5983,,,t,0
1986-04,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,125,,,,0
1986-04,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,29,,,,0
1986-04,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,54,,,t,0
1986-04,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,394,,,t,0
1986-04,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,68,,,t,0
1986-04,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,74,,,t,0
1986-07,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,96335,,,,0
1986-07,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,43679,,,,0
1986-07,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,71873,,,t,0
1986-07,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2041,,,,0
1986-07,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,814,,,,0
1986-07,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,1560,,,t,0
1986-07,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,487,,,,0
1986-07,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,297,,,,0
1986-07,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,494,,,t,0
1986-07,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,3266,,,,0
1986-07,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1733,,,,0
1986-07,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,2853,,,t,0
1986-07,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2471,,,,0
1986-07,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1288,,,,0
1986-07,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,2311,,,t,0
1986-07,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,21905,,,,0
1986-07,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,11070,,,,0
1986-07,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,15705,,,t,0
1986-07,Ontario,2016A000235,Births,Number,223,units,0,v73,7.1,34946,,,,0
1986-07,Ontario,2016A000235,Deaths,Number,223,units,0,v88,7.2,15937,,,,0
1986-07,Ontario,2016A000235,Marriages,Number,223,units,0,v103,7.3,27296,,,t,0
1986-07,Manitoba,2016A000246,Births,Number,223,units,0,v74,8.1,4441,,,,0
1986-07,Manitoba,2016A000246,Deaths,Number,223,units,0,v89,8.2,2169,,,,0
1986-07,Manitoba,2016A000246,Marriages,Number,223,units,0,v104,8.3,3076,,,t,0
1986-07,Saskatchewan,2016A000247,Births,Number,223,units,0,v75,9.1,4369,,,,0
1986-07,Saskatchewan,2016A000247,Deaths,Number,223,units,0,v90,9.2,1907,,,,0
1986-07,Saskatchewan,2016A000247,Marriages,Number,223,units,0,v105,9.3,2732,,,t,0
1986-07,Alberta,2016A000248,Births,Number,223,units,0,v76,10.1,11140,,,,0
1986-07,Alberta,2016A000248,Deaths,Number,223,units,0,v91,10.2,3255,,,,0
1986-07,Alberta,2016A000248,Marriages,Number,223,units,0,v106,10.3,7353,,,t,0
1986-07,British Columbia,2016A000259,Births,Number,223,units,0,v64,11.1,10771,,,,0
1986-07,British Columbia,2016A000259,Deaths,Number,223,units,0,v79,11.2,5120,,,,0
1986-07,British Columbia,2016A000259,Marriages,Number,223,units,0,v94,11.3,8355,,,t,0
1986-07,Yukon,2016A000260,Births,Number,223,units,0,v65,12.1,128,,,,0
1986-07,Yukon,2016A000260,Deaths,Number,223,units,0,v80,12.2,34,,,,0
1986-07,Yukon,2016A000260,Marriages,Number,223,units,0,v95,12.3,63,,,t,0
1986-07,Northwest Territories including Nunavut,,Births,Number,223,units,0,v66,13.1,370,,,t,0
1986-07,Northwest Territories including Nunavut,,Deaths,Number,223,units,0,v81,13.2,55,,,t,0
1986-07,Northwest Territories including Nunavut,,Marriages,Number,223,units,0,v96,13.3,75,,,t,0
1986-10,Canada,2016A000011124,Births,Number,223,units,0,v62,1.1,89228,,,,0
1986-10,Canada,2016A000011124,Deaths,Number,223,units,0,v77,1.2,46637,,,,0
1986-10,Canada,2016A000011124,Marriages,Number,223,units,0,v92,1.3,36842,,,t,0
1986-10,Newfoundland and Labrador,2016A000210,Births,Number,223,units,0,v63,2.1,2006,,,,0
1986-10,Newfoundland and Labrador,2016A000210,Deaths,Number,223,units,0,v78,2.2,918,,,,0
1986-10,Newfoundland and Labrador,2016A000210,Marriages,Number,223,units,0,v93,2.3,711,,,t,0
1986-10,Prince Edward Island,2016A000211,Births,Number,223,units,0,v69,3.1,426,,,,0
1986-10,Prince Edward Island,2016A000211,Deaths,Number,223,units,0,v84,3.2,267,,,,0
1986-10,Prince Edward Island,2016A000211,Marriages,Number,223,units,0,v99,3.3,215,,,t,0
1986-10,Nova Scotia,2016A000212,Births,Number,223,units,0,v70,4.1,2894,,,,0
1986-10,Nova Scotia,2016A000212,Deaths,Number,223,units,0,v85,4.2,1827,,,,0
1986-10,Nova Scotia,2016A000212,Marriages,Number,223,units,0,v100,4.3,1383,,,t,0
1986-10,New Brunswick,2016A000213,Births,Number,223,units,0,v71,5.1,2331,,,,0
1986-10,New Brunswick,2016A000213,Deaths,Number,223,units,0,v86,5.2,1341,,,,0
1986-10,New Brunswick,2016A000213,Marriages,Number,223,units,0,v101,5.3,970,,,t,0
1986-10,Quebec,2016A000224,Births,Number,223,units,0,v72,6.1,20095,,,,0
1986-10,Quebec,2016A000224,Deaths,Number,223,units,0,v87,6.2,11649,,,,0
1986-10,Quebec,2016A000224,Marriages,Number,223,units,0,v102,6.3,5849,,,t,0
