ref_date,region,birth_or_death,num_people,growth_from_births
"1959-07-01 00:00:00","British Columbia",Deaths,3399,7090
"1959-07-01 00:00:00","British Columbia",Births,10489,7090
"1959-07-01 00:00:00",Canada,Births,123674,90866
"1959-07-01 00:00:00",Canada,Deaths,32808,90866
"1959-07-01 00:00:00",Manitoba,Births,5902,4152
"1959-07-01 00:00:00",Manitoba,Deaths,1750,4152
"1959-07-01 00:00:00","New Brunswick",Births,4308,3233
"1959-07-01 00:00:00","New Brunswick",Deaths,1075,3233
"1959-07-01 00:00:00","Newfoundland and Labrador",Births,3909,3209
"1959-07-01 00:00:00","Newfoundland and Labrador",Deaths,700,3209
"1959-07-01 00:00:00","Northwest Territories including Nunavut",Deaths,80,165
"1959-07-01 00:00:00","Northwest Territories including Nunavut",Births,245,165
"1959-07-01 00:00:00","Nova Scotia",Births,4920,3504
"1959-07-01 00:00:00","Nova Scotia",Deaths,1416,3504
"1959-07-01 00:00:00",Ontario,Deaths,11728,28709
"1959-07-01 00:00:00",Ontario,Births,40437,28709
"1959-07-01 00:00:00","Prince Edward Island",Deaths,242,433
"1959-07-01 00:00:00","Prince Edward Island",Births,675,433
"1959-07-01 00:00:00",Quebec,Deaths,8755,27703
"1959-07-01 00:00:00",Quebec,Births,36458,27703
"1959-07-01 00:00:00",Saskatchewan,Deaths,1637,4739
"1959-07-01 00:00:00",Saskatchewan,Births,6376,4739
"1959-07-01 00:00:00",Yukon,Births,146,119
"1959-07-01 00:00:00",Yukon,Deaths,27,119
"1959-10-01 00:00:00",Alberta,Deaths,2169,7070
"1959-10-01 00:00:00",Alberta,Births,9239,7070
"1959-10-01 00:00:00","British Columbia",Deaths,3709,6073
"1959-10-01 00:00:00","British Columbia",Births,9782,6073
"1959-10-01 00:00:00",Canada,Births,114604,79905
"1959-10-01 00:00:00",Canada,Deaths,34699,79905
"1959-10-01 00:00:00",Manitoba,Deaths,1849,3641
"1959-10-01 00:00:00",Manitoba,Births,5490,3641
"1959-10-01 00:00:00","New Brunswick",Births,4008,2856
"1959-10-01 00:00:00","New Brunswick",Deaths,1152,2856
"1959-10-01 00:00:00","Newfoundland and Labrador",Deaths,768,2881
"1959-10-01 00:00:00","Newfoundland and Labrador",Births,3649,2881
"1959-10-01 00:00:00","Northwest Territories including Nunavut",Births,233,174
"1959-10-01 00:00:00","Northwest Territories including Nunavut",Deaths,59,174
"1959-10-01 00:00:00","Nova Scotia",Deaths,1513,3042
"1959-10-01 00:00:00","Nova Scotia",Births,4555,3042
"1959-10-01 00:00:00",Ontario,Births,38046,25324
"1959-10-01 00:00:00",Ontario,Deaths,12722,25324
"1959-10-01 00:00:00","Prince Edward Island",Deaths,244,445
"1959-10-01 00:00:00","Prince Edward Island",Births,689,445
"1959-10-01 00:00:00",Quebec,Deaths,8813,24264
"1959-10-01 00:00:00",Quebec,Births,33077,24264
"1959-10-01 00:00:00",Saskatchewan,Births,5706,4026
"1959-10-01 00:00:00",Saskatchewan,Deaths,1680,4026
"1959-10-01 00:00:00",Yukon,Births,130,109
"1959-10-01 00:00:00",Yukon,Deaths,21,109
"1960-01-01 00:00:00",Alberta,Births,9402,7154
"1960-01-01 00:00:00",Alberta,Deaths,2248,7154
"1960-01-01 00:00:00","British Columbia",Births,9883,5919
"1960-01-01 00:00:00","British Columbia",Deaths,3964,5919
"1960-01-01 00:00:00",Canada,Births,114856,78828
"1960-01-01 00:00:00",Canada,Deaths,36028,78828
"1960-01-01 00:00:00",Manitoba,Births,5485,3540
"1960-01-01 00:00:00",Manitoba,Deaths,1945,3540
"1960-01-01 00:00:00","New Brunswick",Births,3804,2625
"1960-01-01 00:00:00","New Brunswick",Deaths,1179,2625
"1960-01-01 00:00:00","Newfoundland and Labrador",Deaths,748,2726
"1960-01-01 00:00:00","Newfoundland and Labrador",Births,3474,2726
"1960-01-01 00:00:00","Northwest Territories including Nunavut",Births,270,184
"1960-01-01 00:00:00","Northwest Territories including Nunavut",Deaths,86,184
"1960-01-01 00:00:00","Nova Scotia",Births,4510,2916
"1960-01-01 00:00:00","Nova Scotia",Deaths,1594,2916
"1960-01-01 00:00:00",Ontario,Births,38320,24770
"1960-01-01 00:00:00",Ontario,Deaths,13550,24770
"1960-01-01 00:00:00","Prince Edward Island",Deaths,235,366
"1960-01-01 00:00:00","Prince Edward Island",Births,601,366
"1960-01-01 00:00:00",Quebec,Deaths,8780,24385
"1960-01-01 00:00:00",Quebec,Births,33165,24385
"1960-01-01 00:00:00",Saskatchewan,Deaths,1675,4135
"1960-01-01 00:00:00",Saskatchewan,Births,5810,4135
"1960-01-01 00:00:00",Yukon,Births,132,108
"1960-01-01 00:00:00",Yukon,Deaths,24,108
"1960-04-01 00:00:00",Alberta,Deaths,2293,7935
"1960-04-01 00:00:00",Alberta,Births,10228,7935
"1960-04-01 00:00:00","British Columbia",Deaths,3632,6800
"1960-04-01 00:00:00","British Columbia",Births,10432,6800
"1960-04-01 00:00:00",Canada,Births,123188,88528
"1960-04-01 00:00:00",Canada,Deaths,34660,88528
"1960-04-01 00:00:00",Manitoba,Deaths,1855,4288
"1960-04-01 00:00:00",Manitoba,Births,6143,4288
"1960-04-01 00:00:00","New Brunswick",Births,4224,3029
"1960-04-01 00:00:00","New Brunswick",Deaths,1195,3029
"1960-04-01 00:00:00","Newfoundland and Labrador",Births,3916,3201
"1960-04-01 00:00:00","Newfoundland and Labrador",Deaths,715,3201
"1960-04-01 00:00:00","Northwest Territories including Nunavut",Births,266,177
"1960-04-01 00:00:00","Northwest Territories including Nunavut",Deaths,89,177
"1960-04-01 00:00:00","Nova Scotia",Deaths,1488,3541
"1960-04-01 00:00:00","Nova Scotia",Births,5029,3541
"1960-04-01 00:00:00",Ontario,Deaths,12705,26984
"1960-04-01 00:00:00",Ontario,Births,39689,26984
"1960-04-01 00:00:00","Prince Edward Island",Deaths,255,452
"1960-04-01 00:00:00","Prince Edward Island",Births,707,452
"1960-04-01 00:00:00",Quebec,Deaths,8676,27356
"1960-04-01 00:00:00",Quebec,Births,36032,27356
"1960-04-01 00:00:00",Saskatchewan,Births,6393,4668
"1960-04-01 00:00:00",Saskatchewan,Deaths,1725,4668
"1960-04-01 00:00:00",Yukon,Births,129,97
"1960-04-01 00:00:00",Yukon,Deaths,32,97
"1960-07-01 00:00:00",Alberta,Deaths,2129,7987
"1960-07-01 00:00:00",Alberta,Births,10116,7987
"1960-07-01 00:00:00","British Columbia",Deaths,3539,6889
"1960-07-01 00:00:00","British Columbia",Births,10428,6889
"1960-07-01 00:00:00",Canada,Births,125397,92191
"1960-07-01 00:00:00",Canada,Deaths,33206,92191
"1960-07-01 00:00:00",Manitoba,Deaths,1750,4418
"1960-07-01 00:00:00",Manitoba,Births,6168,4418
"1960-07-01 00:00:00","New Brunswick",Births,4280,3201
"1960-07-01 00:00:00","New Brunswick",Deaths,1079,3201
"1960-07-01 00:00:00","Newfoundland and Labrador",Deaths,739,3310
"1960-07-01 00:00:00","Newfoundland and Labrador",Births,4049,3310
"1960-07-01 00:00:00","Northwest Territories including Nunavut",Births,279,210
"1960-07-01 00:00:00","Northwest Territories including Nunavut",Deaths,69,210
"1960-07-01 00:00:00","Nova Scotia",Deaths,1455,3471
"1960-07-01 00:00:00","Nova Scotia",Births,4926,3471
"1960-07-01 00:00:00",Ontario,Births,41807,29877
"1960-07-01 00:00:00",Ontario,Deaths,11930,29877
"1960-07-01 00:00:00","Prince Edward Island",Deaths,228,523
"1960-07-01 00:00:00","Prince Edward Island",Births,751,523
"1960-07-01 00:00:00",Quebec,Births,36187,27662
"1960-07-01 00:00:00",Quebec,Deaths,8525,27662
"1960-07-01 00:00:00",Saskatchewan,Births,6256,4516
"1960-07-01 00:00:00",Saskatchewan,Deaths,1740,4516
"1960-07-01 00:00:00",Yukon,Births,150,127
"1960-07-01 00:00:00",Yukon,Deaths,23,127
"1960-10-01 00:00:00",Alberta,Deaths,2218,7045
"1960-10-01 00:00:00",Alberta,Births,9263,7045
"1960-10-01 00:00:00","British Columbia",Deaths,3561,5812
"1960-10-01 00:00:00","British Columbia",Births,9373,5812
"1960-10-01 00:00:00",Canada,Births,115110,79311
"1960-10-01 00:00:00",Canada,Deaths,35799,79311
"1960-10-01 00:00:00",Manitoba,Deaths,1921,3520
"1960-10-01 00:00:00",Manitoba,Births,5441,3520
"1960-10-01 00:00:00","New Brunswick",Births,4033,2816
"1960-10-01 00:00:00","New Brunswick",Deaths,1217,2816
"1960-10-01 00:00:00","Newfoundland and Labrador",Deaths,813,2921
"1960-10-01 00:00:00","Newfoundland and Labrador",Births,3734,2921
"1960-10-01 00:00:00","Northwest Territories including Nunavut",Births,279,211
"1960-10-01 00:00:00","Northwest Territories including Nunavut",Deaths,68,211
"1960-10-01 00:00:00","Nova Scotia",Deaths,1565,3096
"1960-10-01 00:00:00","Nova Scotia",Births,4661,3096
"1960-10-01 00:00:00",Ontario,Births,39429,26130
"1960-10-01 00:00:00",Ontario,Deaths,13299,26130
"1960-10-01 00:00:00","Prince Edward Island",Deaths,243,432
"1960-10-01 00:00:00","Prince Edward Island",Births,675,432
"1960-10-01 00:00:00",Quebec,Births,32466,23318
"1960-10-01 00:00:00",Quebec,Deaths,9148,23318
"1960-10-01 00:00:00",Saskatchewan,Births,5629,3901
"1960-10-01 00:00:00",Saskatchewan,Deaths,1728,3901
"1960-10-01 00:00:00",Yukon,Births,127,109
"1960-10-01 00:00:00",Yukon,Deaths,18,109
"1961-01-01 00:00:00",Alberta,Deaths,2183,7261
"1961-01-01 00:00:00",Alberta,Births,9444,7261
"1961-01-01 00:00:00","British Columbia",Deaths,3565,5890
"1961-01-01 00:00:00","British Columbia",Births,9455,5890
"1961-01-01 00:00:00",Canada,Births,116011,80099
"1961-01-01 00:00:00",Canada,Deaths,35912,80099
"1961-01-01 00:00:00",Manitoba,Deaths,1738,3810
"1961-01-01 00:00:00",Manitoba,Births,5548,3810
"1961-01-01 00:00:00","New Brunswick",Births,3936,2699
"1961-01-01 00:00:00","New Brunswick",Deaths,1237,2699
"1961-01-01 00:00:00","Newfoundland and Labrador",Births,3564,2750
"1961-01-01 00:00:00","Newfoundland and Labrador",Deaths,814,2750
"1961-01-01 00:00:00","Northwest Territories including Nunavut",Deaths,71,218
"1961-01-01 00:00:00","Northwest Territories including Nunavut",Births,289,218
"1961-01-01 00:00:00","Nova Scotia",Deaths,1695,2972
"1961-01-01 00:00:00","Nova Scotia",Births,4667,2972
"1961-01-01 00:00:00",Ontario,Births,38846,25719
"1961-01-01 00:00:00",Ontario,Deaths,13127,25719
"1961-01-01 00:00:00","Prince Edward Island",Deaths,261,436
"1961-01-01 00:00:00","Prince Edward Island",Births,697,436
"1961-01-01 00:00:00",Quebec,Deaths,9454,24166
"1961-01-01 00:00:00",Quebec,Births,33620,24166
"1961-01-01 00:00:00",Saskatchewan,Births,5818,4072
"1961-01-01 00:00:00",Saskatchewan,Deaths,1746,4072
"1961-01-01 00:00:00",Yukon,Deaths,21,106
"1961-01-01 00:00:00",Yukon,Births,127,106
"1961-04-01 00:00:00",Alberta,Deaths,2242,7711
"1961-04-01 00:00:00",Alberta,Births,9953,7711
"1961-04-01 00:00:00","British Columbia",Births,9676,6071
"1961-04-01 00:00:00","British Columbia",Deaths,3605,6071
"1961-04-01 00:00:00",Canada,Deaths,35642,87259
"1961-04-01 00:00:00",Canada,Births,122901,87259
"1961-04-01 00:00:00",Manitoba,Births,6018,4053
"1961-04-01 00:00:00",Manitoba,Deaths,1965,4053
"1961-04-01 00:00:00","New Brunswick",Births,4261,3102
"1961-04-01 00:00:00","New Brunswick",Deaths,1159,3102
"1961-04-01 00:00:00","Newfoundland and Labrador",Deaths,769,2990
"1961-04-01 00:00:00","Newfoundland and Labrador",Births,3759,2990
"1961-04-01 00:00:00","Northwest Territories including Nunavut",Deaths,71,207
"1961-04-01 00:00:00","Northwest Territories including Nunavut",Births,278,207
"1961-04-01 00:00:00","Nova Scotia",Births,4977,3472
"1961-04-01 00:00:00","Nova Scotia",Deaths,1505,3472
"1961-04-01 00:00:00",Ontario,Births,40405,27540
"1961-04-01 00:00:00",Ontario,Deaths,12865,27540
"1961-04-01 00:00:00","Prince Edward Island",Deaths,230,527
"1961-04-01 00:00:00","Prince Edward Island",Births,757,527
"1961-04-01 00:00:00",Quebec,Births,36580,27139
"1961-04-01 00:00:00",Quebec,Deaths,9441,27139
"1961-04-01 00:00:00",Saskatchewan,Births,6096,4328
"1961-04-01 00:00:00",Saskatchewan,Deaths,1768,4328
"1961-04-01 00:00:00",Yukon,Deaths,22,119
"1961-04-01 00:00:00",Yukon,Births,141,119
"1961-07-01 00:00:00",Alberta,Deaths,2174,7907
"1961-07-01 00:00:00",Alberta,Births,10081,7907
"1961-07-01 00:00:00","British Columbia",Deaths,3412,6626
"1961-07-01 00:00:00","British Columbia",Births,10038,6626
"1961-07-01 00:00:00",Canada,Births,122037,88484
"1961-07-01 00:00:00",Canada,Deaths,33553,88484
"1961-07-01 00:00:00",Manitoba,Deaths,1760,4288
"1961-07-01 00:00:00",Manitoba,Births,6048,4288
"1961-07-01 00:00:00","New Brunswick",Births,4337,3250
"1961-07-01 00:00:00","New Brunswick",Deaths,1087,3250
"1961-07-01 00:00:00","Newfoundland and Labrador",Births,4048,3360
"1961-07-01 00:00:00","Newfoundland and Labrador",Deaths,688,3360
"1961-07-01 00:00:00","Northwest Territories including Nunavut",Deaths,60,218
"1961-07-01 00:00:00","Northwest Territories including Nunavut",Births,278,218
"1961-07-01 00:00:00","Nova Scotia",Births,5024,3620
"1961-07-01 00:00:00","Nova Scotia",Deaths,1404,3620
"1961-07-01 00:00:00",Ontario,Births,40244,28227
"1961-07-01 00:00:00",Ontario,Deaths,12017,28227
"1961-07-01 00:00:00","Prince Edward Island",Deaths,231,508
"1961-07-01 00:00:00","Prince Edward Island",Births,739,508
"1961-07-01 00:00:00",Quebec,Deaths,8980,25806
"1961-07-01 00:00:00",Quebec,Births,34786,25806
"1961-07-01 00:00:00",Saskatchewan,Births,6281,4563
"1961-07-01 00:00:00",Saskatchewan,Deaths,1718,4563
"1961-07-01 00:00:00",Yukon,Births,133,111
"1961-07-01 00:00:00",Yukon,Deaths,22,111
"1961-10-01 00:00:00",Alberta,Deaths,2264,7172
"1961-10-01 00:00:00",Alberta,Births,9436,7172
"1961-10-01 00:00:00","British Columbia",Deaths,3821,5601
"1961-10-01 00:00:00","British Columbia",Births,9422,5601
"1961-10-01 00:00:00",Canada,Deaths,35878,78873
"1961-10-01 00:00:00",Canada,Births,114751,78873
"1961-10-01 00:00:00",Manitoba,Births,5674,3768
"1961-10-01 00:00:00",Manitoba,Deaths,1906,3768
"1961-10-01 00:00:00","New Brunswick",Births,4056,2844
"1961-10-01 00:00:00","New Brunswick",Deaths,1212,2844
"1961-10-01 00:00:00","Newfoundland and Labrador",Deaths,767,3453
"1961-10-01 00:00:00","Newfoundland and Labrador",Births,4220,3453
"1961-10-01 00:00:00","Northwest Territories including Nunavut",Deaths,60,212
"1961-10-01 00:00:00","Northwest Territories including Nunavut",Births,272,212
"1961-10-01 00:00:00","Nova Scotia",Births,4714,3183
"1961-10-01 00:00:00","Nova Scotia",Deaths,1531,3183
"1961-10-01 00:00:00",Ontario,Births,38168,25180
"1961-10-01 00:00:00",Ontario,Deaths,12988,25180
"1961-10-01 00:00:00","Prince Edward Island",Births,645,389
"1961-10-01 00:00:00","Prince Edward Island",Deaths,256,389
"1961-10-01 00:00:00",Quebec,Births,32188,23019
"1961-10-01 00:00:00",Quebec,Deaths,9169,23019
"1961-10-01 00:00:00",Saskatchewan,Births,5799,3924
"1961-10-01 00:00:00",Saskatchewan,Deaths,1875,3924
"1961-10-01 00:00:00",Yukon,Deaths,29,128
"1961-10-01 00:00:00",Yukon,Births,157,128
"1962-01-01 00:00:00",Alberta,Deaths,2399,6862
"1962-01-01 00:00:00",Alberta,Births,9261,6862
"1962-01-01 00:00:00","British Columbia",Deaths,3912,5217
"1962-01-01 00:00:00","British Columbia",Births,9129,5217
"1962-01-01 00:00:00",Canada,Births,113641,76107
"1962-01-01 00:00:00",Canada,Deaths,37534,76107
"1962-01-01 00:00:00",Manitoba,Births,5458,3470
"1962-01-01 00:00:00",Manitoba,Deaths,1988,3470
"1962-01-01 00:00:00","New Brunswick",Births,3950,2682
"1962-01-01 00:00:00","New Brunswick",Deaths,1268,2682
"1962-01-01 00:00:00","Newfoundland and Labrador",Births,3612,2783
"1962-01-01 00:00:00","Newfoundland and Labrador",Deaths,829,2783
"1962-01-01 00:00:00","Northwest Territories including Nunavut",Deaths,54,240
"1962-01-01 00:00:00","Northwest Territories including Nunavut",Births,294,240
"1962-01-01 00:00:00","Nova Scotia",Births,4837,3157
"1962-01-01 00:00:00","Nova Scotia",Deaths,1680,3157
"1962-01-01 00:00:00",Ontario,Births,37977,24206
"1962-01-01 00:00:00",Ontario,Deaths,13771,24206
"1962-01-01 00:00:00","Prince Edward Island",Births,616,340
"1962-01-01 00:00:00","Prince Edward Island",Deaths,276,340
"1962-01-01 00:00:00",Quebec,Deaths,9563,23309
"1962-01-01 00:00:00",Quebec,Births,32872,23309
"1962-01-01 00:00:00",Saskatchewan,Births,5505,3725
"1962-01-01 00:00:00",Saskatchewan,Deaths,1780,3725
"1962-01-01 00:00:00",Yukon,Births,130,116
"1962-01-01 00:00:00",Yukon,Deaths,14,116
"1962-04-01 00:00:00",Alberta,Births,10129,7794
"1962-04-01 00:00:00",Alberta,Deaths,2335,7794
"1962-04-01 00:00:00","British Columbia",Deaths,3786,6082
"1962-04-01 00:00:00","British Columbia",Births,9868,6082
"1962-04-01 00:00:00",Canada,Births,120641,84686
"1962-04-01 00:00:00",Canada,Deaths,35955,84686
"1962-04-01 00:00:00",Manitoba,Births,6027,4223
"1962-04-01 00:00:00",Manitoba,Deaths,1804,4223
"1962-04-01 00:00:00","New Brunswick",Births,4141,2906
"1962-04-01 00:00:00","New Brunswick",Deaths,1235,2906
"1962-04-01 00:00:00","Newfoundland and Labrador",Births,3790,3032
"1962-04-01 00:00:00","Newfoundland and Labrador",Deaths,758,3032
"1962-04-01 00:00:00","Northwest Territories including Nunavut",Deaths,67,234
"1962-04-01 00:00:00","Northwest Territories including Nunavut",Births,301,234
"1962-04-01 00:00:00","Nova Scotia",Births,4954,3409
"1962-04-01 00:00:00","Nova Scotia",Deaths,1545,3409
"1962-04-01 00:00:00",Ontario,Births,38830,25749
"1962-04-01 00:00:00",Ontario,Deaths,13081,25749
"1962-04-01 00:00:00","Prince Edward Island",Births,772,504
"1962-04-01 00:00:00","Prince Edward Island",Deaths,268,504
"1962-04-01 00:00:00",Quebec,Deaths,9277,26211
"1962-04-01 00:00:00",Quebec,Births,35488,26211
"1962-04-01 00:00:00",Saskatchewan,Births,6202,4420
"1962-04-01 00:00:00",Saskatchewan,Deaths,1782,4420
"1962-04-01 00:00:00",Yukon,Births,139,122
"1962-04-01 00:00:00",Yukon,Deaths,17,122
"1962-07-01 00:00:00",Alberta,Deaths,2236,7923
"1962-07-01 00:00:00",Alberta,Births,10159,7923
"1962-07-01 00:00:00","British Columbia",Deaths,3453,6421
"1962-07-01 00:00:00","British Columbia",Births,9874,6421
"1962-07-01 00:00:00",Canada,Births,122008,88038
"1962-07-01 00:00:00",Canada,Deaths,33970,88038
"1962-07-01 00:00:00",Manitoba,Births,6011,4221
"1962-07-01 00:00:00",Manitoba,Deaths,1790,4221
"1962-07-01 00:00:00","New Brunswick",Births,4290,3148
"1962-07-01 00:00:00","New Brunswick",Deaths,1142,3148
"1962-07-01 00:00:00","Newfoundland and Labrador",Births,3845,3107
"1962-07-01 00:00:00","Newfoundland and Labrador",Deaths,738,3107
"1962-07-01 00:00:00","Northwest Territories including Nunavut",Deaths,100,175
"1962-07-01 00:00:00","Northwest Territories including Nunavut",Births,275,175
"1962-07-01 00:00:00","Nova Scotia",Births,4948,3493
"1962-07-01 00:00:00","Nova Scotia",Deaths,1455,3493
"1962-07-01 00:00:00",Ontario,Births,40692,28630
"1962-07-01 00:00:00",Ontario,Deaths,12062,28630
"1962-07-01 00:00:00","Prince Edward Island",Deaths,248,516
"1962-07-01 00:00:00","Prince Edward Island",Births,764,516
"1962-07-01 00:00:00",Quebec,Deaths,8983,26109
"1962-07-01 00:00:00",Quebec,Births,35092,26109
"1962-07-01 00:00:00",Saskatchewan,Deaths,1732,4179
"1962-07-01 00:00:00",Saskatchewan,Births,5911,4179
"1962-07-01 00:00:00",Yukon,Births,147,116
"1962-07-01 00:00:00",Yukon,Deaths,31,116
"1962-10-01 00:00:00",Alberta,Deaths,2294,6961
"1962-10-01 00:00:00",Alberta,Births,9255,6961
"1962-10-01 00:00:00","British Columbia",Deaths,3761,5496
"1962-10-01 00:00:00","British Columbia",Births,9257,5496
"1962-10-01 00:00:00",Canada,Deaths,36240,77163
"1962-10-01 00:00:00",Canada,Births,113403,77163
"1962-10-01 00:00:00",Manitoba,Births,5422,3551
"1962-10-01 00:00:00",Manitoba,Deaths,1871,3551
"1962-10-01 00:00:00","New Brunswick",Births,4086,2943
"1962-10-01 00:00:00","New Brunswick",Deaths,1143,2943
"1962-10-01 00:00:00","Newfoundland and Labrador",Deaths,873,2944
"1962-10-01 00:00:00","Newfoundland and Labrador",Births,3817,2944
"1962-10-01 00:00:00","Northwest Territories including Nunavut",Births,264,176
"1962-10-01 00:00:00","Northwest Territories including Nunavut",Deaths,88,176
"1962-10-01 00:00:00","Nova Scotia",Births,4693,3031
"1962-10-01 00:00:00","Nova Scotia",Deaths,1662,3031
"1962-10-01 00:00:00",Ontario,Births,38554,25312
"1962-10-01 00:00:00",Ontario,Deaths,13242,25312
"1962-10-01 00:00:00","Prince Edward Island",Deaths,264,389
"1962-10-01 00:00:00","Prince Edward Island",Births,653,389
"1962-10-01 00:00:00",Quebec,Births,31548,22229
"1962-10-01 00:00:00",Quebec,Deaths,9319,22229
"1962-10-01 00:00:00",Saskatchewan,Births,5723,4013
"1962-10-01 00:00:00",Saskatchewan,Deaths,1710,4013
"1962-10-01 00:00:00",Yukon,Births,131,118
"1962-10-01 00:00:00",Yukon,Deaths,13,118
"1963-01-01 00:00:00",Alberta,Deaths,2316,7080
"1963-01-01 00:00:00",Alberta,Births,9396,7080
"1963-01-01 00:00:00","British Columbia",Deaths,3860,5386
"1963-01-01 00:00:00","British Columbia",Births,9246,5386
"1963-01-01 00:00:00",Canada,Births,113861,74807
"1963-01-01 00:00:00",Canada,Deaths,39054,74807
"1963-01-01 00:00:00",Manitoba,Deaths,2169,3501
"1963-01-01 00:00:00",Manitoba,Births,5670,3501
"1963-01-01 00:00:00","New Brunswick",Births,3831,2537
"1963-01-01 00:00:00","New Brunswick",Deaths,1294,2537
"1963-01-01 00:00:00","Newfoundland and Labrador",Births,3671,2825
"1963-01-01 00:00:00","Newfoundland and Labrador",Deaths,846,2825
"1963-01-01 00:00:00","Northwest Territories including Nunavut",Births,291,219
"1963-01-01 00:00:00","Northwest Territories including Nunavut",Deaths,72,219
"1963-01-01 00:00:00","Nova Scotia",Deaths,1686,2966
"1963-01-01 00:00:00","Nova Scotia",Births,4652,2966
"1963-01-01 00:00:00",Ontario,Deaths,14528,23062
"1963-01-01 00:00:00",Ontario,Births,37590,23062
"1963-01-01 00:00:00","Prince Edward Island",Deaths,263,452
"1963-01-01 00:00:00","Prince Edward Island",Births,715,452
"1963-01-01 00:00:00",Quebec,Deaths,10128,22996
"1963-01-01 00:00:00",Quebec,Births,33124,22996
"1963-01-01 00:00:00",Saskatchewan,Births,5563,3689
"1963-01-01 00:00:00",Saskatchewan,Deaths,1874,3689
"1963-01-01 00:00:00",Yukon,Births,112,94
"1963-01-01 00:00:00",Yukon,Deaths,18,94
"1963-04-01 00:00:00",Alberta,Deaths,2458,7558
"1963-04-01 00:00:00",Alberta,Births,10016,7558
"1963-04-01 00:00:00","British Columbia",Deaths,3668,6012
"1963-04-01 00:00:00","British Columbia",Births,9680,6012
"1963-04-01 00:00:00",Canada,Births,122139,85376
"1963-04-01 00:00:00",Canada,Deaths,36763,85376
"1963-04-01 00:00:00",Manitoba,Deaths,1950,3980
"1963-04-01 00:00:00",Manitoba,Births,5930,3980
"1963-04-01 00:00:00","New Brunswick",Births,4058,2804
"1963-04-01 00:00:00","New Brunswick",Deaths,1254,2804
"1963-04-01 00:00:00","Newfoundland and Labrador",Births,3889,3092
"1963-04-01 00:00:00","Newfoundland and Labrador",Deaths,797,3092
"1963-04-01 00:00:00","Northwest Territories including Nunavut",Deaths,68,229
"1963-04-01 00:00:00","Northwest Territories including Nunavut",Births,297,229
"1963-04-01 00:00:00","Nova Scotia",Births,4905,3257
"1963-04-01 00:00:00","Nova Scotia",Deaths,1648,3257
"1963-04-01 00:00:00",Ontario,Births,39993,26834
"1963-04-01 00:00:00",Ontario,Deaths,13159,26834
"1963-04-01 00:00:00","Prince Edward Island",Deaths,261,472
"1963-04-01 00:00:00","Prince Edward Island",Births,733,472
"1963-04-01 00:00:00",Quebec,Deaths,9568,26624
"1963-04-01 00:00:00",Quebec,Births,36192,26624
"1963-04-01 00:00:00",Saskatchewan,Births,6310,4397
"1963-04-01 00:00:00",Saskatchewan,Deaths,1913,4397
"1963-04-01 00:00:00",Yukon,Births,136,117
"1963-04-01 00:00:00",Yukon,Deaths,19,117
"1963-07-01 00:00:00",Alberta,Deaths,2265,7651
"1963-07-01 00:00:00",Alberta,Births,9916,7651
"1963-07-01 00:00:00","British Columbia",Deaths,3586,6105
"1963-07-01 00:00:00","British Columbia",Births,9691,6105
"1963-07-01 00:00:00",Canada,Births,120043,85373
"1963-07-01 00:00:00",Canada,Deaths,34670,85373
"1963-07-01 00:00:00",Manitoba,Births,5929,4088
"1963-07-01 00:00:00",Manitoba,Deaths,1841,4088
"1963-07-01 00:00:00","New Brunswick",Births,4088,3004
"1963-07-01 00:00:00","New Brunswick",Deaths,1084,3004
"1963-07-01 00:00:00","Newfoundland and Labrador",Births,4037,3280
"1963-07-01 00:00:00","Newfoundland and Labrador",Deaths,757,3280
"1963-07-01 00:00:00","Northwest Territories including Nunavut",Births,305,234
"1963-07-01 00:00:00","Northwest Territories including Nunavut",Deaths,71,234
"1963-07-01 00:00:00","Nova Scotia",Births,4861,3398
"1963-07-01 00:00:00","Nova Scotia",Deaths,1463,3398
"1963-07-01 00:00:00",Ontario,Births,40151,27657
"1963-07-01 00:00:00",Ontario,Deaths,12494,27657
"1963-07-01 00:00:00","Prince Edward Island",Deaths,198,575
"1963-07-01 00:00:00","Prince Edward Island",Births,773,575
"1963-07-01 00:00:00",Quebec,Deaths,9120,24912
"1963-07-01 00:00:00",Quebec,Births,34032,24912
"1963-07-01 00:00:00",Saskatchewan,Births,6124,4356
"1963-07-01 00:00:00",Saskatchewan,Deaths,1768,4356
"1963-07-01 00:00:00",Yukon,Births,136,113
"1963-07-01 00:00:00",Yukon,Deaths,23,113
"1963-10-01 00:00:00",Alberta,Deaths,2405,6734
"1963-10-01 00:00:00",Alberta,Births,9139,6734
"1963-10-01 00:00:00","British Columbia",Deaths,3915,4946
"1963-10-01 00:00:00","British Columbia",Births,8861,4946
"1963-10-01 00:00:00",Canada,Births,109724,72844
"1963-10-01 00:00:00",Canada,Deaths,36880,72844
"1963-10-01 00:00:00",Manitoba,Births,5222,3254
"1963-10-01 00:00:00",Manitoba,Deaths,1968,3254
"1963-10-01 00:00:00","New Brunswick",Births,3794,2611
"1963-10-01 00:00:00","New Brunswick",Deaths,1183,2611
"1963-10-01 00:00:00","Newfoundland and Labrador",Births,3846,3063
"1963-10-01 00:00:00","Newfoundland and Labrador",Deaths,783,3063
"1963-10-01 00:00:00","Northwest Territories including Nunavut",Deaths,55,213
"1963-10-01 00:00:00","Northwest Territories including Nunavut",Births,268,213
