ref_date,region,population,percent_of_total_pop
"1969-01-01 00:00:00","Nova Scotia",771000,3.69
"1969-01-01 00:00:00","New Brunswick",627000,3.00
"1969-01-01 00:00:00",Quebec,5961000,28.54
"1969-01-01 00:00:00",Ontario,7338000,35.13
"1969-01-01 00:00:00",Manitoba,975000,4.67
"1969-01-01 00:00:00",Saskatchewan,959000,4.59
"1969-01-01 00:00:00",Alberta,1546000,7.40
"1969-01-01 00:00:00","British Columbia",2042000,9.78
"1969-01-01 00:00:00",Yukon,16000,0.08
"1969-01-01 00:00:00","Northwest Territories including Nunavut",31000,0.15
"1969-04-01 00:00:00",Canada,20950000,100.00
"1969-04-01 00:00:00","Newfoundland and Labrador",513000,2.45
"1969-04-01 00:00:00","Prince Edward Island",111000,0.53
"1969-04-01 00:00:00","Nova Scotia",774000,3.69
"1969-04-01 00:00:00","New Brunswick",627000,2.99
"1969-04-01 00:00:00",Quebec,5975000,28.52
"1969-04-01 00:00:00",Ontario,7362000,35.14
"1969-04-01 00:00:00",Manitoba,977000,4.66
"1969-04-01 00:00:00",Saskatchewan,959000,4.58
"1969-04-01 00:00:00",Alberta,1553000,7.41
"1969-04-01 00:00:00","British Columbia",2052000,9.79
"1969-04-01 00:00:00",Yukon,16000,0.08
"1969-04-01 00:00:00","Northwest Territories including Nunavut",31000,0.15
"1969-07-01 00:00:00",Canada,21028000,100.00
"1969-07-01 00:00:00","Newfoundland and Labrador",515000,2.45
"1969-07-01 00:00:00","Prince Edward Island",111000,0.53
"1969-07-01 00:00:00","Nova Scotia",777000,3.70
"1969-07-01 00:00:00","New Brunswick",628000,2.99
"1969-07-01 00:00:00",Quebec,5987000,28.47
"1969-07-01 00:00:00",Ontario,7399000,35.19
"1969-07-01 00:00:00",Manitoba,979000,4.66
"1969-07-01 00:00:00",Saskatchewan,958000,4.56
"1969-07-01 00:00:00",Alberta,1562000,7.43
"1969-07-01 00:00:00","British Columbia",2065000,9.82
"1969-07-01 00:00:00",Yukon,16000,0.08
"1969-07-01 00:00:00","Northwest Territories including Nunavut",31000,0.15
"1969-10-01 00:00:00",Canada,21111000,100.00
"1969-10-01 00:00:00","Newfoundland and Labrador",516000,2.44
"1969-10-01 00:00:00","Prince Edward Island",111000,0.53
"1969-10-01 00:00:00","Nova Scotia",778000,3.69
"1969-10-01 00:00:00","New Brunswick",628000,2.97
"1969-10-01 00:00:00",Quebec,6001000,28.43
"1969-10-01 00:00:00",Ontario,7442000,35.25
"1969-10-01 00:00:00",Manitoba,979000,4.64
"1969-10-01 00:00:00",Saskatchewan,955000,4.52
"1969-10-01 00:00:00",Alberta,1571000,7.44
"1969-10-01 00:00:00","British Columbia",2082000,9.86
"1969-10-01 00:00:00",Yukon,16000,0.08
"1969-10-01 00:00:00","Northwest Territories including Nunavut",32000,0.15
"1970-01-01 00:00:00",Canada,21182000,100.00
"1970-01-01 00:00:00","Newfoundland and Labrador",516000,2.44
"1970-01-01 00:00:00","Prince Edward Island",110000,0.52
"1970-01-01 00:00:00","Nova Scotia",779000,3.68
"1970-01-01 00:00:00","New Brunswick",625000,2.95
"1970-01-01 00:00:00",Quebec,6002000,28.34
"1970-01-01 00:00:00",Ontario,7488000,35.35
"1970-01-01 00:00:00",Manitoba,979000,4.62
"1970-01-01 00:00:00",Saskatchewan,948000,4.48
"1970-01-01 00:00:00",Alberta,1579000,7.45
"1970-01-01 00:00:00","British Columbia",2107000,9.95
"1970-01-01 00:00:00",Yukon,17000,0.08
"1970-01-01 00:00:00","Northwest Territories including Nunavut",32000,0.15
"1970-04-01 00:00:00",Canada,21244000,100.00
"1970-04-01 00:00:00","Newfoundland and Labrador",516000,2.43
"1970-04-01 00:00:00","Prince Edward Island",110000,0.52
"1970-04-01 00:00:00","Nova Scotia",780000,3.67
"1970-04-01 00:00:00","New Brunswick",626000,2.95
"1970-04-01 00:00:00",Quebec,6005000,28.27
"1970-04-01 00:00:00",Ontario,7528000,35.44
"1970-04-01 00:00:00",Manitoba,981000,4.62
"1970-04-01 00:00:00",Saskatchewan,942000,4.43
"1970-04-01 00:00:00",Alberta,1589000,7.48
"1970-04-01 00:00:00","British Columbia",2118000,9.97
"1970-04-01 00:00:00",Yukon,17000,0.08
"1970-04-01 00:00:00","Northwest Territories including Nunavut",32000,0.15
"1970-07-01 00:00:00",Canada,21324000,100.00
"1970-07-01 00:00:00","Newfoundland and Labrador",518000,2.43
"1970-07-01 00:00:00","Prince Edward Island",110000,0.52
"1970-07-01 00:00:00","Nova Scotia",783000,3.67
"1970-07-01 00:00:00","New Brunswick",628000,2.95
"1970-07-01 00:00:00",Quebec,6015000,28.21
"1970-07-01 00:00:00",Ontario,7566000,35.48
"1970-07-01 00:00:00",Manitoba,983000,4.61
"1970-07-01 00:00:00",Saskatchewan,940000,4.41
"1970-07-01 00:00:00",Alberta,1597000,7.49
"1970-07-01 00:00:00","British Columbia",2134000,10.01
"1970-07-01 00:00:00",Yukon,17000,0.08
"1970-07-01 00:00:00","Northwest Territories including Nunavut",33000,0.15
"1970-10-01 00:00:00",Canada,21400000,100.00
"1970-10-01 00:00:00","Newfoundland and Labrador",519000,2.43
"1970-10-01 00:00:00","Prince Edward Island",111000,0.52
"1970-10-01 00:00:00","Nova Scotia",784000,3.66
"1970-10-01 00:00:00","New Brunswick",628000,2.93
"1970-10-01 00:00:00",Quebec,6021000,28.14
"1970-10-01 00:00:00",Ontario,7613000,35.57
"1970-10-01 00:00:00",Manitoba,982000,4.59
"1970-10-01 00:00:00",Saskatchewan,933000,4.36
"1970-10-01 00:00:00",Alberta,1607000,7.51
"1970-10-01 00:00:00","British Columbia",2152000,10.06
"1970-10-01 00:00:00",Yukon,17000,0.08
"1970-10-01 00:00:00","Northwest Territories including Nunavut",33000,0.15
"1971-01-01 00:00:00",Canada,21465000,100.00
"1971-01-01 00:00:00","Newfoundland and Labrador",519000,2.42
"1971-01-01 00:00:00","Prince Edward Island",111000,0.52
"1971-01-01 00:00:00","Nova Scotia",785000,3.66
"1971-01-01 00:00:00","New Brunswick",630000,2.94
"1971-01-01 00:00:00",Quebec,6017000,28.03
"1971-01-01 00:00:00",Ontario,7656000,35.67
"1971-01-01 00:00:00",Manitoba,984000,4.58
"1971-01-01 00:00:00",Saskatchewan,927000,4.32
"1971-01-01 00:00:00",Alberta,1616000,7.53
"1971-01-01 00:00:00","British Columbia",2168000,10.10
"1971-01-01 00:00:00",Yukon,18000,0.08
"1971-01-01 00:00:00","Northwest Territories including Nunavut",34000,0.16
"1971-04-01 00:00:00",Canada,21523000,100.00
"1971-04-01 00:00:00","Newfoundland and Labrador",521000,2.42
"1971-04-01 00:00:00","Prince Edward Island",111000,0.52
"1971-04-01 00:00:00","Nova Scotia",788000,3.66
"1971-04-01 00:00:00","New Brunswick",633000,2.94
"1971-04-01 00:00:00",Quebec,6022000,27.98
"1971-04-01 00:00:00",Ontario,7683000,35.70
"1971-04-01 00:00:00",Manitoba,986000,4.58
"1971-04-01 00:00:00",Saskatchewan,926000,4.30
"1971-04-01 00:00:00",Alberta,1623000,7.54
"1971-04-01 00:00:00","British Columbia",2178000,10.12
"1971-04-01 00:00:00",Yukon,18000,0.08
"1971-04-01 00:00:00","Northwest Territories including Nunavut",34000,0.16
"1971-07-01 00:00:00",Canada,21962032,100.00
"1971-07-01 00:00:00","Newfoundland and Labrador",530854,2.42
"1971-07-01 00:00:00","Prince Edward Island",112591,0.51
"1971-07-01 00:00:00","Nova Scotia",797294,3.63
"1971-07-01 00:00:00","New Brunswick",642471,2.93
"1971-07-01 00:00:00",Quebec,6137305,27.95
"1971-07-01 00:00:00",Ontario,7849027,35.74
"1971-07-01 00:00:00",Manitoba,998876,4.55
"1971-07-01 00:00:00",Saskatchewan,932038,4.24
"1971-07-01 00:00:00",Alberta,1665717,7.58
"1971-07-01 00:00:00","British Columbia",2240470,10.20
"1971-07-01 00:00:00",Yukon,18991,0.09
"1971-07-01 00:00:00","Northwest Territories including Nunavut",36398,0.17
"1971-10-01 00:00:00",Canada,22039243,100.00
"1971-10-01 00:00:00","Newfoundland and Labrador",534471,2.43
"1971-10-01 00:00:00","Prince Edward Island",112874,0.51
"1971-10-01 00:00:00","Nova Scotia",798804,3.62
"1971-10-01 00:00:00","New Brunswick",644717,2.93
"1971-10-01 00:00:00",Quebec,6148121,27.90
"1971-10-01 00:00:00",Ontario,7882241,35.76
"1971-10-01 00:00:00",Manitoba,998957,4.53
"1971-10-01 00:00:00",Saskatchewan,928061,4.21
"1971-10-01 00:00:00",Alberta,1675638,7.60
"1971-10-01 00:00:00","British Columbia",2258651,10.25
"1971-10-01 00:00:00",Yukon,19462,0.09
"1971-10-01 00:00:00","Northwest Territories including Nunavut",37246,0.17
"1972-01-01 00:00:00",Canada,22092498,100.00
"1972-01-01 00:00:00","Newfoundland and Labrador",535736,2.42
"1972-01-01 00:00:00","Prince Edward Island",112964,0.51
"1972-01-01 00:00:00","Nova Scotia",800513,3.62
"1972-01-01 00:00:00","New Brunswick",646337,2.93
"1972-01-01 00:00:00",Quebec,6152950,27.85
"1972-01-01 00:00:00",Ontario,7906337,35.79
"1972-01-01 00:00:00",Manitoba,998910,4.52
"1972-01-01 00:00:00",Saskatchewan,923123,4.18
"1972-01-01 00:00:00",Alberta,1679985,7.60
"1972-01-01 00:00:00","British Columbia",2278085,10.31
"1972-01-01 00:00:00",Yukon,19723,0.09
"1972-01-01 00:00:00","Northwest Territories including Nunavut",37835,0.17
"1972-04-01 00:00:00",Canada,22148919,100.00
"1972-04-01 00:00:00","Newfoundland and Labrador",537368,2.43
"1972-04-01 00:00:00","Prince Edward Island",113314,0.51
"1972-04-01 00:00:00","Nova Scotia",800542,3.61
"1972-04-01 00:00:00","New Brunswick",648056,2.93
"1972-04-01 00:00:00",Quebec,6165470,27.84
"1972-04-01 00:00:00",Ontario,7927220,35.79
"1972-04-01 00:00:00",Manitoba,1000104,4.52
"1972-04-01 00:00:00",Saskatchewan,921306,4.16
"1972-04-01 00:00:00",Alberta,1686758,7.62
"1972-04-01 00:00:00","British Columbia",2290667,10.34
"1972-04-01 00:00:00",Yukon,19859,0.09
"1972-04-01 00:00:00","Northwest Territories including Nunavut",38255,0.17
"1972-07-01 00:00:00",Canada,22218463,100.00
"1972-07-01 00:00:00","Newfoundland and Labrador",539124,2.43
"1972-07-01 00:00:00","Prince Edward Island",113460,0.51
"1972-07-01 00:00:00","Nova Scotia",802255,3.61
"1972-07-01 00:00:00","New Brunswick",648769,2.92
"1972-07-01 00:00:00",Quebec,6174216,27.79
"1972-07-01 00:00:00",Ontario,7963117,35.84
"1972-07-01 00:00:00",Manitoba,1001652,4.51
"1972-07-01 00:00:00",Saskatchewan,920780,4.14
"1972-07-01 00:00:00",Alberta,1694090,7.62
"1972-07-01 00:00:00","British Columbia",2302086,10.36
"1972-07-01 00:00:00",Yukon,20143,0.09
"1972-07-01 00:00:00","Northwest Territories including Nunavut",38771,0.17
"1972-10-01 00:00:00",Canada,22288499,100.00
"1972-10-01 00:00:00","Newfoundland and Labrador",541472,2.43
"1972-10-01 00:00:00","Prince Edward Island",113960,0.51
"1972-10-01 00:00:00","Nova Scotia",805317,3.61
"1972-10-01 00:00:00","New Brunswick",651182,2.92
"1972-10-01 00:00:00",Quebec,6182065,27.74
"1972-10-01 00:00:00",Ontario,7992037,35.86
"1972-10-01 00:00:00",Manitoba,1001682,4.49
"1972-10-01 00:00:00",Saskatchewan,916659,4.11
"1972-10-01 00:00:00",Alberta,1705519,7.65
"1972-10-01 00:00:00","British Columbia",2318552,10.40
"1972-10-01 00:00:00",Yukon,20570,0.09
"1972-10-01 00:00:00","Northwest Territories including Nunavut",39484,0.18
"1973-01-01 00:00:00",Canada,22347459,100.00
"1973-01-01 00:00:00","Newfoundland and Labrador",542983,2.43
"1973-01-01 00:00:00","Prince Edward Island",114276,0.51
"1973-01-01 00:00:00","Nova Scotia",808614,3.62
"1973-01-01 00:00:00","New Brunswick",652497,2.92
"1973-01-01 00:00:00",Quebec,6189678,27.70
"1973-01-01 00:00:00",Ontario,8013391,35.86
"1973-01-01 00:00:00",Manitoba,1002589,4.49
"1973-01-01 00:00:00",Saskatchewan,913591,4.09
"1973-01-01 00:00:00",Alberta,1710866,7.66
"1973-01-01 00:00:00","British Columbia",2338148,10.46
"1973-01-01 00:00:00",Yukon,20813,0.09
"1973-01-01 00:00:00","Northwest Territories including Nunavut",40013,0.18
"1973-04-01 00:00:00",Canada,22405392,100.00
"1973-04-01 00:00:00","Newfoundland and Labrador",544026,2.43
"1973-04-01 00:00:00","Prince Edward Island",114437,0.51
"1973-04-01 00:00:00","Nova Scotia",809697,3.61
"1973-04-01 00:00:00","New Brunswick",655725,2.93
"1973-04-01 00:00:00",Quebec,6199080,27.67
"1973-04-01 00:00:00",Ontario,8035129,35.86
"1973-04-01 00:00:00",Manitoba,1005005,4.49
"1973-04-01 00:00:00",Saskatchewan,912191,4.07
"1973-04-01 00:00:00",Alberta,1717910,7.67
"1973-04-01 00:00:00","British Columbia",2350837,10.49
"1973-04-01 00:00:00",Yukon,20968,0.09
"1973-04-01 00:00:00","Northwest Territories including Nunavut",40387,0.18
"1973-07-01 00:00:00",Canada,22491777,100.00
"1973-07-01 00:00:00","Newfoundland and Labrador",545561,2.43
"1973-07-01 00:00:00","Prince Edward Island",114620,0.51
"1973-07-01 00:00:00","Nova Scotia",812386,3.61
"1973-07-01 00:00:00","New Brunswick",656720,2.92
"1973-07-01 00:00:00",Quebec,6213149,27.62
"1973-07-01 00:00:00",Ontario,8075547,35.90
"1973-07-01 00:00:00",Manitoba,1007358,4.48
"1973-07-01 00:00:00",Saskatchewan,911937,4.05
"1973-07-01 00:00:00",Alberta,1725327,7.67
"1973-07-01 00:00:00","British Columbia",2367271,10.53
"1973-07-01 00:00:00",Yukon,21148,0.09
"1973-07-01 00:00:00","Northwest Territories including Nunavut",40753,0.18
"1973-10-01 00:00:00",Canada,22570338,100.00
"1973-10-01 00:00:00","Newfoundland and Labrador",546717,2.42
"1973-10-01 00:00:00","Prince Edward Island",114944,0.51
"1973-10-01 00:00:00","Nova Scotia",814351,3.61
"1973-10-01 00:00:00","New Brunswick",658693,2.92
"1973-10-01 00:00:00",Quebec,6227045,27.59
"1973-10-01 00:00:00",Ontario,8107108,35.92
"1973-10-01 00:00:00",Manitoba,1008908,4.47
"1973-10-01 00:00:00",Saskatchewan,908856,4.03
"1973-10-01 00:00:00",Alberta,1735396,7.69
"1973-10-01 00:00:00","British Columbia",2386932,10.58
"1973-10-01 00:00:00",Yukon,20874,0.09
"1973-10-01 00:00:00","Northwest Territories including Nunavut",40514,0.18
"1974-01-01 00:00:00",Canada,22649538,100.00
"1974-01-01 00:00:00","Newfoundland and Labrador",547107,2.42
"1974-01-01 00:00:00","Prince Edward Island",115189,0.51
"1974-01-01 00:00:00","Nova Scotia",816353,3.60
"1974-01-01 00:00:00","New Brunswick",661016,2.92
"1974-01-01 00:00:00",Quebec,6238468,27.54
"1974-01-01 00:00:00",Ontario,8139808,35.94
"1974-01-01 00:00:00",Manitoba,1012378,4.47
"1974-01-01 00:00:00",Saskatchewan,907546,4.01
"1974-01-01 00:00:00",Alberta,1739942,7.68
"1974-01-01 00:00:00","British Columbia",2409913,10.64
"1974-01-01 00:00:00",Yukon,20973,0.09
"1974-01-01 00:00:00","Northwest Territories including Nunavut",40845,0.18
"1974-04-01 00:00:00",Canada,22723274,100.00
"1974-04-01 00:00:00","Newfoundland and Labrador",547385,2.41
"1974-04-01 00:00:00","Prince Edward Island",115566,0.51
"1974-04-01 00:00:00","Nova Scotia",816688,3.59
"1974-04-01 00:00:00","New Brunswick",662560,2.92
"1974-04-01 00:00:00",Quebec,6251741,27.51
"1974-04-01 00:00:00",Ontario,8172562,35.97
"1974-04-01 00:00:00",Manitoba,1015368,4.47
"1974-04-01 00:00:00",Saskatchewan,907748,3.99
"1974-04-01 00:00:00",Alberta,1746975,7.69
"1974-04-01 00:00:00","British Columbia",2424995,10.67
"1974-04-01 00:00:00",Yukon,20895,0.09
"1974-04-01 00:00:00","Northwest Territories including Nunavut",40791,0.18
"1974-07-01 00:00:00",Canada,22807969,100.00
"1974-07-01 00:00:00","Newfoundland and Labrador",549604,2.41
"1974-07-01 00:00:00","Prince Edward Island",115962,0.51
"1974-07-01 00:00:00","Nova Scotia",818751,3.59
"1974-07-01 00:00:00","New Brunswick",664744,2.91
"1974-07-01 00:00:00",Quebec,6268571,27.48
"1974-07-01 00:00:00",Ontario,8204275,35.97
"1974-07-01 00:00:00",Manitoba,1018206,4.46
"1974-07-01 00:00:00",Saskatchewan,908457,3.98
"1974-07-01 00:00:00",Alberta,1754621,7.69
"1974-07-01 00:00:00","British Columbia",2442578,10.71
"1974-07-01 00:00:00",Yukon,21069,0.09
"1974-07-01 00:00:00","Northwest Territories including Nunavut",41131,0.18
"1974-10-01 00:00:00",Canada,22907390,100.00
"1974-10-01 00:00:00","Newfoundland and Labrador",551508,2.41
"1974-10-01 00:00:00","Prince Edward Island",116401,0.51
"1974-10-01 00:00:00","Nova Scotia",821251,3.59
"1974-10-01 00:00:00","New Brunswick",669506,2.92
"1974-10-01 00:00:00",Quebec,6286708,27.44
"1974-10-01 00:00:00",Ontario,8240114,35.97
"1974-10-01 00:00:00",Manitoba,1018954,4.45
"1974-10-01 00:00:00",Saskatchewan,908714,3.97
"1974-10-01 00:00:00",Alberta,1769880,7.73
"1974-10-01 00:00:00","British Columbia",2461396,10.74
"1974-10-01 00:00:00",Yukon,21335,0.09
"1974-10-01 00:00:00","Northwest Territories including Nunavut",41623,0.18
"1975-01-01 00:00:00",Canada,22979190,100.00
"1975-01-01 00:00:00","Newfoundland and Labrador",552812,2.41
"1975-01-01 00:00:00","Prince Edward Island",117031,0.51
"1975-01-01 00:00:00","Nova Scotia",823084,3.58
"1975-01-01 00:00:00","New Brunswick",671135,2.92
"1975-01-01 00:00:00",Quebec,6299783,27.42
"1975-01-01 00:00:00",Ontario,8260161,35.95
"1975-01-01 00:00:00",Manitoba,1019529,4.44
"1975-01-01 00:00:00",Saskatchewan,910276,3.96
"1975-01-01 00:00:00",Alberta,1782575,7.76
"1975-01-01 00:00:00","British Columbia",2479085,10.79
"1975-01-01 00:00:00",Yukon,21580,0.09
"1975-01-01 00:00:00","Northwest Territories including Nunavut",42139,0.18
"1975-04-01 00:00:00",Canada,23048990,100.00
"1975-04-01 00:00:00","Newfoundland and Labrador",554166,2.40
"1975-04-01 00:00:00","Prince Edward Island",117316,0.51
"1975-04-01 00:00:00","Nova Scotia",824791,3.58
"1975-04-01 00:00:00","New Brunswick",673918,2.92
"1975-04-01 00:00:00",Quebec,6310999,27.38
"1975-04-01 00:00:00",Ontario,8284503,35.94
"1975-04-01 00:00:00",Manitoba,1021824,4.43
"1975-04-01 00:00:00",Saskatchewan,913118,3.96
"1975-04-01 00:00:00",Alberta,1795097,7.79
"1975-04-01 00:00:00","British Columbia",2489116,10.80
"1975-04-01 00:00:00",Yukon,21692,0.09
"1975-04-01 00:00:00","Northwest Territories including Nunavut",42450,0.18
"1975-07-01 00:00:00",Canada,23143275,100.00
"1975-07-01 00:00:00","Newfoundland and Labrador",556496,2.40
"1975-07-01 00:00:00","Prince Edward Island",117724,0.51
"1975-07-01 00:00:00","Nova Scotia",826549,3.57
"1975-07-01 00:00:00","New Brunswick",677008,2.93
"1975-07-01 00:00:00",Quebec,6330303,27.35
"1975-07-01 00:00:00",Ontario,8319795,35.95
"1975-07-01 00:00:00",Manitoba,1024975,4.43
"1975-07-01 00:00:00",Saskatchewan,917415,3.96
"1975-07-01 00:00:00",Alberta,1808689,7.82
"1975-07-01 00:00:00","British Columbia",2499564,10.80
"1975-07-01 00:00:00",Yukon,21908,0.09
"1975-07-01 00:00:00","Northwest Territories including Nunavut",42849,0.19
"1975-10-01 00:00:00",Canada,23240585,100.00
"1975-10-01 00:00:00","Newfoundland and Labrador",558900,2.40
"1975-10-01 00:00:00","Prince Edward Island",118009,0.51
"1975-10-01 00:00:00","Nova Scotia",830351,3.57
"1975-10-01 00:00:00","New Brunswick",682086,2.93
"1975-10-01 00:00:00",Quebec,6348244,27.32
"1975-10-01 00:00:00",Ontario,8352911,35.94
"1975-10-01 00:00:00",Manitoba,1026093,4.42
"1975-10-01 00:00:00",Saskatchewan,922468,3.97
"1975-10-01 00:00:00",Alberta,1825051,7.85
"1975-10-01 00:00:00","British Columbia",2510751,10.80
"1975-10-01 00:00:00",Yukon,22214,0.10
"1975-10-01 00:00:00","Northwest Territories including Nunavut",43507,0.19
"1976-01-01 00:00:00",Canada,23304197,100.00
"1976-01-01 00:00:00","Newfoundland and Labrador",560024,2.40
"1976-01-01 00:00:00","Prince Edward Island",118264,0.51
"1976-01-01 00:00:00","Nova Scotia",832765,3.57
"1976-01-01 00:00:00","New Brunswick",685155,2.94
"1976-01-01 00:00:00",Quebec,6362125,27.30
"1976-01-01 00:00:00",Ontario,8366498,35.90
"1976-01-01 00:00:00",Manitoba,1028134,4.41
"1976-01-01 00:00:00",Saskatchewan,925570,3.97
"1976-01-01 00:00:00",Alberta,1839191,7.89
"1976-01-01 00:00:00","British Columbia",2520425,10.82
"1976-01-01 00:00:00",Yukon,22259,0.10
"1976-01-01 00:00:00","Northwest Territories including Nunavut",43787,0.19
"1976-04-01 00:00:00",Canada,23369845,100.00
"1976-04-01 00:00:00","Newfoundland and Labrador",560856,2.40
"1976-04-01 00:00:00","Prince Edward Island",118298,0.51
"1976-04-01 00:00:00","Nova Scotia",833741,3.57
"1976-04-01 00:00:00","New Brunswick",687521,2.94
"1976-04-01 00:00:00",Quebec,6377976,27.29
"1976-04-01 00:00:00",Ontario,8387985,35.89
"1976-04-01 00:00:00",Manitoba,1030093,4.41
"1976-04-01 00:00:00",Saskatchewan,928697,3.97
"1976-04-01 00:00:00",Alberta,1852651,7.93
"1976-04-01 00:00:00","British Columbia",2525812,10.81
"1976-04-01 00:00:00",Yukon,22263,0.10
"1976-04-01 00:00:00","Northwest Territories including Nunavut",43952,0.19
"1976-07-01 00:00:00",Canada,23449808,100.00
"1976-07-01 00:00:00","Newfoundland and Labrador",562639,2.40
"1976-07-01 00:00:00","Prince Edward Island",118648,0.51
"1976-07-01 00:00:00","Nova Scotia",835166,3.56
"1976-07-01 00:00:00","New Brunswick",689494,2.94
"1976-07-01 00:00:00",Quebec,6396761,27.28
"1976-07-01 00:00:00",Ontario,8413779,35.88
"1976-07-01 00:00:00",Manitoba,1031758,4.40
"1976-07-01 00:00:00",Saskatchewan,931612,3.97
"1976-07-01 00:00:00",Alberta,1869287,7.97
"1976-07-01 00:00:00","British Columbia",2533899,10.81
"1976-07-01 00:00:00",Yukon,22441,0.10
"1976-07-01 00:00:00","Northwest Territories including Nunavut",44324,0.19
"1976-10-01 00:00:00",Canada,23533565,100.00
"1976-10-01 00:00:00","Newfoundland and Labrador",563591,2.39
"1976-10-01 00:00:00","Prince Edward Island",118925,0.51
"1976-10-01 00:00:00","Nova Scotia",837578,3.56
"1976-10-01 00:00:00","New Brunswick",690936,2.94
"1976-10-01 00:00:00",Quebec,6404158,27.21
"1976-10-01 00:00:00",Ontario,8438765,35.86
"1976-10-01 00:00:00",Manitoba,1033171,4.39
"1976-10-01 00:00:00",Saskatchewan,936235,3.98
"1976-10-01 00:00:00",Alberta,1896466,8.06
"1976-10-01 00:00:00","British Columbia",2546813,10.82
"1976-10-01 00:00:00",Yukon,22509,0.10
"1976-10-01 00:00:00","Northwest Territories including Nunavut",44418,0.19
"1977-01-01 00:00:00",Canada,23591713,100.00
"1977-01-01 00:00:00","Newfoundland and Labrador",563387,2.39
"1977-01-01 00:00:00","Prince Edward Island",119121,0.50
"1977-01-01 00:00:00","Nova Scotia",838385,3.55
"1977-01-01 00:00:00","New Brunswick",691810,2.93
"1977-01-01 00:00:00",Quebec,6412575,27.18
"1977-01-01 00:00:00",Ontario,8458617,35.85
"1977-01-01 00:00:00",Manitoba,1034113,4.38
"1977-01-01 00:00:00",Saskatchewan,938455,3.98
"1977-01-01 00:00:00",Alberta,1914570,8.12
"1977-01-01 00:00:00","British Columbia",2554051,10.83
"1977-01-01 00:00:00",Yukon,22262,0.09
"1977-01-01 00:00:00","Northwest Territories including Nunavut",44367,0.19
"1977-04-01 00:00:00",Canada,23656739,100.00
"1977-04-01 00:00:00","Newfoundland and Labrador",564217,2.39
"1977-04-01 00:00:00","Prince Edward Island",119297,0.50
"1977-04-01 00:00:00","Nova Scotia",839315,3.55
"1977-04-01 00:00:00","New Brunswick",693580,2.93
"1977-04-01 00:00:00",Quebec,6423152,27.15
"1977-04-01 00:00:00",Ontario,8481322,35.85
"1977-04-01 00:00:00",Manitoba,1035920,4.38
"1977-04-01 00:00:00",Saskatchewan,941297,3.98
"1977-04-01 00:00:00",Alberta,1931214,8.16
"1977-04-01 00:00:00","British Columbia",2560711,10.82
"1977-04-01 00:00:00",Yukon,22308,0.09
"1977-04-01 00:00:00","Northwest Territories including Nunavut",44406,0.19
"1977-07-01 00:00:00",Canada,23725843,100.00
"1977-07-01 00:00:00","Newfoundland and Labrador",565348,2.38
"1977-07-01 00:00:00","Prince Edward Island",119902,0.51
"1977-07-01 00:00:00","Nova Scotia",840028,3.54
"1977-07-01 00:00:00","New Brunswick",695843,2.93
"1977-07-01 00:00:00",Quebec,6433133,27.11
"1977-07-01 00:00:00",Ontario,8504080,35.84
"1977-07-01 00:00:00",Manitoba,1037369,4.37
"1977-07-01 00:00:00",Saskatchewan,944621,3.98
"1977-07-01 00:00:00",Alberta,1948263,8.21
"1977-07-01 00:00:00","British Columbia",2570315,10.83
"1977-07-01 00:00:00",Yukon,22462,0.09
"1977-07-01 00:00:00","Northwest Territories including Nunavut",44479,0.19
"1977-10-01 00:00:00",Canada,23801445,100.00
"1977-10-01 00:00:00","Newfoundland and Labrador",566116,2.38
"1977-10-01 00:00:00","Prince Edward Island",120459,0.51
"1977-10-01 00:00:00","Nova Scotia",842051,3.54
"1977-10-01 00:00:00","New Brunswick",696378,2.93
"1977-10-01 00:00:00",Quebec,6431509,27.02
"1977-10-01 00:00:00",Ontario,8530102,35.84
"1977-10-01 00:00:00",Manitoba,1038470,4.36
"1977-10-01 00:00:00",Saskatchewan,947400,3.98
"1977-10-01 00:00:00",Alberta,1974721,8.30
"1977-10-01 00:00:00","British Columbia",2586668,10.87
"1977-10-01 00:00:00",Yukon,22747,0.10
"1977-10-01 00:00:00","Northwest Territories including Nunavut",44824,0.19
"1978-01-01 00:00:00",Canada,23849503,100.00
"1978-01-01 00:00:00","Newfoundland and Labrador",565981,2.37
"1978-01-01 00:00:00","Prince Edward Island",120764,0.51
"1978-01-01 00:00:00","Nova Scotia",842961,3.53
"1978-01-01 00:00:00","New Brunswick",696872,2.92
"1978-01-01 00:00:00",Quebec,6432019,26.97
"1978-01-01 00:00:00",Ontario,8548453,35.84
"1978-01-01 00:00:00",Manitoba,1038859,4.36
"1978-01-01 00:00:00",Saskatchewan,948753,3.98
"1978-01-01 00:00:00",Alberta,1991454,8.35
"1978-01-01 00:00:00","British Columbia",2595858,10.88
"1978-01-01 00:00:00",Yukon,22668,0.10
"1978-01-01 00:00:00","Northwest Territories including Nunavut",44861,0.19
"1978-04-01 00:00:00",Canada,23903687,100.00
"1978-04-01 00:00:00","Newfoundland and Labrador",566671,2.37
"1978-04-01 00:00:00","Prince Edward Island",121014,0.51
"1978-04-01 00:00:00","Nova Scotia",843663,3.53
"1978-04-01 00:00:00","New Brunswick",697851,2.92
"1978-04-01 00:00:00",Quebec,6436705,26.93
"1978-04-01 00:00:00",Ontario,8569298,35.85
"1978-04-01 00:00:00",Manitoba,1040028,4.35
"1978-04-01 00:00:00",Saskatchewan,950365,3.98
