ref_date,region,population,percent_of_total_pop
"1987-10-01 00:00:00","Northwest Territories including Nunavut",54874,0.21
"1988-01-01 00:00:00",Canada,26602328,100.00
"1988-01-01 00:00:00","Newfoundland and Labrador",574543,2.16
"1988-01-01 00:00:00","Prince Edward Island",129152,0.49
"1988-01-01 00:00:00","Nova Scotia",894600,3.36
"1988-01-01 00:00:00","New Brunswick",728401,2.74
"1988-01-01 00:00:00",Quebec,6805203,25.58
"1988-01-01 00:00:00",Ontario,9735171,36.60
"1988-01-01 00:00:00",Manitoba,1099782,4.13
"1988-01-01 00:00:00",Saskatchewan,1029527,3.87
"1988-01-01 00:00:00",Alberta,2443396,9.18
"1988-01-01 00:00:00","British Columbia",3081368,11.58
"1988-01-01 00:00:00",Yukon,25902,0.10
"1988-01-01 00:00:00","Northwest Territories including Nunavut",55283,0.21
"1988-04-01 00:00:00",Canada,26679165,100.00
"1988-04-01 00:00:00","Newfoundland and Labrador",574912,2.15
"1988-04-01 00:00:00","Prince Edward Island",129242,0.48
"1988-04-01 00:00:00","Nova Scotia",895638,3.36
"1988-04-01 00:00:00","New Brunswick",729079,2.73
"1988-04-01 00:00:00",Quebec,6818248,25.56
"1988-04-01 00:00:00",Ontario,9774964,36.64
"1988-04-01 00:00:00",Manitoba,1101404,4.13
"1988-04-01 00:00:00",Saskatchewan,1028590,3.86
"1988-04-01 00:00:00",Alberta,2450646,9.19
"1988-04-01 00:00:00","British Columbia",3094274,11.60
"1988-04-01 00:00:00",Yukon,26335,0.10
"1988-04-01 00:00:00","Northwest Territories including Nunavut",55833,0.21
"1988-07-01 00:00:00",Canada,26791747,100.00
"1988-07-01 00:00:00","Newfoundland and Labrador",574982,2.15
"1988-07-01 00:00:00","Prince Edward Island",129289,0.48
"1988-07-01 00:00:00","Nova Scotia",897216,3.35
"1988-07-01 00:00:00","New Brunswick",730349,2.73
"1988-07-01 00:00:00",Quebec,6837077,25.52
"1988-07-01 00:00:00",Ontario,9838620,36.72
"1988-07-01 00:00:00",Manitoba,1102152,4.11
"1988-07-01 00:00:00",Saskatchewan,1028225,3.84
"1988-07-01 00:00:00",Alberta,2456614,9.17
"1988-07-01 00:00:00","British Columbia",3114761,11.63
"1988-07-01 00:00:00",Yukon,26653,0.10
"1988-07-01 00:00:00","Northwest Territories including Nunavut",55809,0.21
"1988-10-01 00:00:00",Canada,26932655,100.00
"1988-10-01 00:00:00","Newfoundland and Labrador",574645,2.13
"1988-10-01 00:00:00","Prince Edward Island",129327,0.48
"1988-10-01 00:00:00","Nova Scotia",899462,3.34
"1988-10-01 00:00:00","New Brunswick",731671,2.72
"1988-10-01 00:00:00",Quebec,6864044,25.49
"1988-10-01 00:00:00",Ontario,9917210,36.82
"1988-10-01 00:00:00",Manitoba,1101074,4.09
"1988-10-01 00:00:00",Saskatchewan,1025453,3.81
"1988-10-01 00:00:00",Alberta,2465242,9.15
"1988-10-01 00:00:00","British Columbia",3141854,11.67
"1988-10-01 00:00:00",Yukon,26582,0.10
"1988-10-01 00:00:00","Northwest Territories including Nunavut",56091,0.21
"1989-01-01 00:00:00",Canada,27032356,100.00
"1989-01-01 00:00:00","Newfoundland and Labrador",575626,2.13
"1989-01-01 00:00:00","Prince Edward Island",129984,0.48
"1989-01-01 00:00:00","Nova Scotia",900270,3.33
"1989-01-01 00:00:00","New Brunswick",732462,2.71
"1989-01-01 00:00:00",Quebec,6882602,25.46
"1989-01-01 00:00:00",Ontario,9969308,36.88
"1989-01-01 00:00:00",Manitoba,1101544,4.07
"1989-01-01 00:00:00",Saskatchewan,1021497,3.78
"1989-01-01 00:00:00",Alberta,2477533,9.17
"1989-01-01 00:00:00","British Columbia",3158092,11.68
"1989-01-01 00:00:00",Yukon,26898,0.10
"1989-01-01 00:00:00","Northwest Territories including Nunavut",56540,0.21
"1989-04-01 00:00:00",Canada,27147776,100.00
"1989-04-01 00:00:00","Newfoundland and Labrador",576458,2.12
"1989-04-01 00:00:00","Prince Edward Island",130192,0.48
"1989-04-01 00:00:00","Nova Scotia",901341,3.32
"1989-04-01 00:00:00","New Brunswick",733872,2.70
"1989-04-01 00:00:00",Quebec,6903228,25.43
"1989-04-01 00:00:00",Ontario,10031922,36.95
"1989-04-01 00:00:00",Manitoba,1102669,4.06
"1989-04-01 00:00:00",Saskatchewan,1020302,3.76
"1989-04-01 00:00:00",Alberta,2489032,9.17
"1989-04-01 00:00:00","British Columbia",3174623,11.69
"1989-04-01 00:00:00",Yukon,27053,0.10
"1989-04-01 00:00:00","Northwest Territories including Nunavut",57084,0.21
"1989-07-01 00:00:00",Canada,27276781,100.00
"1989-07-01 00:00:00","Newfoundland and Labrador",576551,2.11
"1989-07-01 00:00:00","Prince Edward Island",130153,0.48
"1989-07-01 00:00:00","Nova Scotia",903841,3.31
"1989-07-01 00:00:00","New Brunswick",735129,2.70
"1989-07-01 00:00:00",Quebec,6925128,25.39
"1989-07-01 00:00:00",Ontario,10103305,37.04
"1989-07-01 00:00:00",Manitoba,1103792,4.05
"1989-07-01 00:00:00",Saskatchewan,1019439,3.74
"1989-07-01 00:00:00",Alberta,2498325,9.16
"1989-07-01 00:00:00","British Columbia",3196725,11.72
"1989-07-01 00:00:00",Yukon,27167,0.10
"1989-07-01 00:00:00","Northwest Territories including Nunavut",57226,0.21
"1989-10-01 00:00:00",Canada,27402695,100.00
"1989-10-01 00:00:00","Newfoundland and Labrador",575594,2.10
"1989-10-01 00:00:00","Prince Edward Island",129900,0.47
"1989-10-01 00:00:00","Nova Scotia",906644,3.31
"1989-10-01 00:00:00","New Brunswick",736352,2.69
"1989-10-01 00:00:00",Quebec,6946945,25.35
"1989-10-01 00:00:00",Ontario,10167642,37.10
"1989-10-01 00:00:00",Manitoba,1102522,4.02
"1989-10-01 00:00:00",Saskatchewan,1016043,3.71
"1989-10-01 00:00:00",Alberta,2507203,9.15
"1989-10-01 00:00:00","British Columbia",3229220,11.78
"1989-10-01 00:00:00",Yukon,27197,0.10
"1989-10-01 00:00:00","Northwest Territories including Nunavut",57433,0.21
"1990-01-01 00:00:00",Canada,27463550,100.00
"1990-01-01 00:00:00","Newfoundland and Labrador",576278,2.10
"1990-01-01 00:00:00","Prince Edward Island",130336,0.47
"1990-01-01 00:00:00","Nova Scotia",907394,3.30
"1990-01-01 00:00:00","New Brunswick",737307,2.68
"1990-01-01 00:00:00",Quebec,6955119,25.32
"1990-01-01 00:00:00",Ontario,10189985,37.10
"1990-01-01 00:00:00",Manitoba,1102752,4.02
"1990-01-01 00:00:00",Saskatchewan,1011429,3.68
"1990-01-01 00:00:00",Alberta,2520056,9.18
"1990-01-01 00:00:00","British Columbia",3247419,11.82
"1990-01-01 00:00:00",Yukon,27605,0.10
"1990-01-01 00:00:00","Northwest Territories including Nunavut",57870,0.21
"1990-04-01 00:00:00",Canada,27567161,100.00
"1990-04-01 00:00:00","Newfoundland and Labrador",577167,2.09
"1990-04-01 00:00:00","Prince Edward Island",130468,0.47
"1990-04-01 00:00:00","Nova Scotia",908444,3.30
"1990-04-01 00:00:00","New Brunswick",738744,2.68
"1990-04-01 00:00:00",Quebec,6973762,25.30
"1990-04-01 00:00:00",Ontario,10238884,37.14
"1990-04-01 00:00:00",Manitoba,1103935,4.00
"1990-04-01 00:00:00",Saskatchewan,1009952,3.66
"1990-04-01 00:00:00",Alberta,2532621,9.19
"1990-04-01 00:00:00","British Columbia",3266888,11.85
"1990-04-01 00:00:00",Yukon,27824,0.10
"1990-04-01 00:00:00","Northwest Territories including Nunavut",58472,0.21
"1990-07-01 00:00:00",Canada,27691138,100.00
"1990-07-01 00:00:00","Newfoundland and Labrador",577368,2.09
"1990-07-01 00:00:00","Prince Edward Island",130404,0.47
"1990-07-01 00:00:00","Nova Scotia",910451,3.29
"1990-07-01 00:00:00","New Brunswick",740156,2.67
"1990-07-01 00:00:00",Quebec,6996986,25.27
"1990-07-01 00:00:00",Ontario,10295832,37.18
"1990-07-01 00:00:00",Manitoba,1105421,3.99
"1990-07-01 00:00:00",Saskatchewan,1007727,3.64
"1990-07-01 00:00:00",Alberta,2547788,9.20
"1990-07-01 00:00:00","British Columbia",3292111,11.89
"1990-07-01 00:00:00",Yukon,27957,0.10
"1990-07-01 00:00:00","Northwest Territories including Nunavut",58937,0.21
"1990-10-01 00:00:00",Canada,27807591,100.00
"1990-10-01 00:00:00","Newfoundland and Labrador",577113,2.08
"1990-10-01 00:00:00","Prince Edward Island",130367,0.47
"1990-10-01 00:00:00","Nova Scotia",911749,3.28
"1990-10-01 00:00:00","New Brunswick",741981,2.67
"1990-10-01 00:00:00",Quebec,7019039,25.24
"1990-10-01 00:00:00",Ontario,10344678,37.20
"1990-10-01 00:00:00",Manitoba,1105098,3.97
"1990-10-01 00:00:00",Saskatchewan,1004214,3.61
"1990-10-01 00:00:00",Alberta,2563142,9.22
"1990-10-01 00:00:00","British Columbia",3322896,11.95
"1990-10-01 00:00:00",Yukon,28023,0.10
"1990-10-01 00:00:00","Northwest Territories including Nunavut",59291,0.21
"1991-01-01 00:00:00",Canada,27854861,100.00
"1991-01-01 00:00:00","Newfoundland and Labrador",577377,2.07
"1991-01-01 00:00:00","Prince Edward Island",130477,0.47
"1991-01-01 00:00:00","Nova Scotia",912792,3.28
"1991-01-01 00:00:00","New Brunswick",743210,2.67
"1991-01-01 00:00:00",Quebec,7026241,25.22
"1991-01-01 00:00:00",Ontario,10355101,37.18
"1991-01-01 00:00:00",Manitoba,1106196,3.97
"1991-01-01 00:00:00",Saskatchewan,1002651,3.60
"1991-01-01 00:00:00",Alberta,2572947,9.24
"1991-01-01 00:00:00","British Columbia",3339935,11.99
"1991-01-01 00:00:00",Yukon,28223,0.10
"1991-01-01 00:00:00","Northwest Territories including Nunavut",59711,0.21
"1991-04-01 00:00:00",Canada,27928837,100.00
"1991-04-01 00:00:00","Newfoundland and Labrador",578397,2.07
"1991-04-01 00:00:00","Prince Edward Island",130453,0.47
"1991-04-01 00:00:00","Nova Scotia",912889,3.27
"1991-04-01 00:00:00","New Brunswick",744203,2.66
"1991-04-01 00:00:00",Quebec,7044395,25.22
"1991-04-01 00:00:00",Ontario,10385937,37.19
"1991-04-01 00:00:00",Manitoba,1107757,3.97
"1991-04-01 00:00:00",Saskatchewan,1002876,3.59
"1991-04-01 00:00:00",Alberta,2580625,9.24
"1991-04-01 00:00:00","British Columbia",3352585,12.00
"1991-04-01 00:00:00",Yukon,28494,0.10
"1991-04-01 00:00:00","Northwest Territories including Nunavut",60226,0.22
"1991-07-01 00:00:00",Canada,28037420,100.00
"1991-07-01 00:00:00","Newfoundland and Labrador",579644,2.07
"1991-07-01 00:00:00","Prince Edward Island",130369,0.46
"1991-07-01 00:00:00","Nova Scotia",914969,3.26
"1991-07-01 00:00:00","New Brunswick",745567,2.66
"1991-07-01 00:00:00",Quebec,7067396,25.21
"1991-07-01 00:00:00",Ontario,10431316,37.20
"1991-07-01 00:00:00",Manitoba,1109604,3.96
"1991-07-01 00:00:00",Saskatchewan,1002713,3.58
"1991-07-01 00:00:00",Alberta,2592306,9.25
"1991-07-01 00:00:00","British Columbia",3373787,12.03
"1991-07-01 00:00:00",Yukon,28871,0.10
"1991-07-01 00:00:00","Northwest Territories including Nunavut",60878,0.22
"1991-07-01 00:00:00","Northwest Territories",38724,0.14
"1991-07-01 00:00:00",Nunavut,22154,0.08
"1991-10-01 00:00:00",Canada,28127327,100.00
"1991-10-01 00:00:00","Newfoundland and Labrador",579549,2.06
"1991-10-01 00:00:00","Prince Edward Island",130360,0.46
"1991-10-01 00:00:00","Nova Scotia",916896,3.26
"1991-10-01 00:00:00","New Brunswick",745886,2.65
"1991-10-01 00:00:00",Quebec,7080336,25.17
"1991-10-01 00:00:00",Ontario,10465562,37.21
"1991-10-01 00:00:00",Manitoba,1109400,3.94
"1991-10-01 00:00:00",Saskatchewan,1000942,3.56
"1991-10-01 00:00:00",Alberta,2604031,9.26
"1991-10-01 00:00:00","British Columbia",3404049,12.10
"1991-10-01 00:00:00",Yukon,29142,0.10
"1991-10-01 00:00:00","Northwest Territories",38854,0.14
"1991-10-01 00:00:00",Nunavut,22320,0.08
"1992-01-01 00:00:00",Canada,28181477,100.00
"1992-01-01 00:00:00","Newfoundland and Labrador",579425,2.06
"1992-01-01 00:00:00","Prince Edward Island",130604,0.46
"1992-01-01 00:00:00","Nova Scotia",917302,3.25
"1992-01-01 00:00:00","New Brunswick",746571,2.65
"1992-01-01 00:00:00",Quebec,7082645,25.13
"1992-01-01 00:00:00",Ontario,10488022,37.22
"1992-01-01 00:00:00",Manitoba,1109978,3.94
"1992-01-01 00:00:00",Saskatchewan,1001136,3.55
"1992-01-01 00:00:00",Alberta,2611786,9.27
"1992-01-01 00:00:00","British Columbia",3423217,12.15
"1992-01-01 00:00:00",Yukon,29239,0.10
"1992-01-01 00:00:00","Northwest Territories",39055,0.14
"1992-01-01 00:00:00",Nunavut,22497,0.08
"1992-04-01 00:00:00",Canada,28269699,100.00
"1992-04-01 00:00:00","Newfoundland and Labrador",579761,2.05
"1992-04-01 00:00:00","Prince Edward Island",130812,0.46
"1992-04-01 00:00:00","Nova Scotia",917555,3.25
"1992-04-01 00:00:00","New Brunswick",747232,2.64
"1992-04-01 00:00:00",Quebec,7096705,25.10
"1992-04-01 00:00:00",Ontario,10528346,37.24
"1992-04-01 00:00:00",Manitoba,1111050,3.93
"1992-04-01 00:00:00",Saskatchewan,1002831,3.55
"1992-04-01 00:00:00",Alberta,2620771,9.27
"1992-04-01 00:00:00","British Columbia",3443237,12.18
"1992-04-01 00:00:00",Yukon,29510,0.10
"1992-04-01 00:00:00","Northwest Territories",39230,0.14
"1992-04-01 00:00:00",Nunavut,22659,0.08
"1992-07-01 00:00:00",Canada,28371264,100.00
"1992-07-01 00:00:00","Newfoundland and Labrador",580109,2.04
"1992-07-01 00:00:00","Prince Edward Island",130827,0.46
"1992-07-01 00:00:00","Nova Scotia",919451,3.24
"1992-07-01 00:00:00","New Brunswick",748121,2.64
"1992-07-01 00:00:00",Quebec,7110010,25.06
"1992-07-01 00:00:00",Ontario,10572205,37.26
"1992-07-01 00:00:00",Manitoba,1112689,3.92
"1992-07-01 00:00:00",Saskatchewan,1003995,3.54
"1992-07-01 00:00:00",Alberta,2632672,9.28
"1992-07-01 00:00:00","British Columbia",3468802,12.23
"1992-07-01 00:00:00",Yukon,30084,0.11
"1992-07-01 00:00:00","Northwest Territories",39416,0.14
"1992-07-01 00:00:00",Nunavut,22883,0.08
"1992-10-01 00:00:00",Canada,28474177,100.00
"1992-10-01 00:00:00","Newfoundland and Labrador",579624,2.04
"1992-10-01 00:00:00","Prince Edward Island",131201,0.46
"1992-10-01 00:00:00","Nova Scotia",921619,3.24
"1992-10-01 00:00:00","New Brunswick",747746,2.63
"1992-10-01 00:00:00",Quebec,7129062,25.04
"1992-10-01 00:00:00",Ontario,10610665,37.26
"1992-10-01 00:00:00",Manitoba,1113209,3.91
"1992-10-01 00:00:00",Saskatchewan,1002960,3.52
"1992-10-01 00:00:00",Alberta,2643421,9.28
"1992-10-01 00:00:00","British Columbia",3502209,12.30
"1992-10-01 00:00:00",Yukon,30034,0.11
"1992-10-01 00:00:00","Northwest Territories",39422,0.14
"1992-10-01 00:00:00",Nunavut,23005,0.08
"1993-01-01 00:00:00",Canada,28533602,100.00
"1993-01-01 00:00:00","Newfoundland and Labrador",580819,2.04
"1993-01-01 00:00:00","Prince Edward Island",131564,0.46
"1993-01-01 00:00:00","Nova Scotia",922128,3.23
"1993-01-01 00:00:00","New Brunswick",747892,2.62
"1993-01-01 00:00:00",Quebec,7137514,25.01
"1993-01-01 00:00:00",Ontario,10629994,37.25
"1993-01-01 00:00:00",Manitoba,1114180,3.90
"1993-01-01 00:00:00",Saskatchewan,1003443,3.52
"1993-01-01 00:00:00",Alberta,2650886,9.29
"1993-01-01 00:00:00","British Columbia",3522509,12.35
"1993-01-01 00:00:00",Yukon,29964,0.11
"1993-01-01 00:00:00","Northwest Territories",39538,0.14
"1993-01-01 00:00:00",Nunavut,23171,0.08
"1993-04-01 00:00:00",Canada,28600864,100.00
"1993-04-01 00:00:00","Newfoundland and Labrador",580369,2.03
"1993-04-01 00:00:00","Prince Edward Island",131833,0.46
"1993-04-01 00:00:00","Nova Scotia",922469,3.23
"1993-04-01 00:00:00","New Brunswick",748320,2.62
"1993-04-01 00:00:00",Quebec,7147047,24.99
"1993-04-01 00:00:00",Ontario,10656924,37.26
"1993-04-01 00:00:00",Manitoba,1115554,3.90
"1993-04-01 00:00:00",Saskatchewan,1005037,3.51
"1993-04-01 00:00:00",Alberta,2658293,9.29
"1993-04-01 00:00:00","British Columbia",3541936,12.38
"1993-04-01 00:00:00",Yukon,30112,0.11
"1993-04-01 00:00:00","Northwest Territories",39649,0.14
"1993-04-01 00:00:00",Nunavut,23321,0.08
"1993-07-01 00:00:00",Canada,28684764,100.00
"1993-07-01 00:00:00","Newfoundland and Labrador",579977,2.02
"1993-07-01 00:00:00","Prince Edward Island",132177,0.46
"1993-07-01 00:00:00","Nova Scotia",923925,3.22
"1993-07-01 00:00:00","New Brunswick",748812,2.61
"1993-07-01 00:00:00",Quebec,7156537,24.95
"1993-07-01 00:00:00",Ontario,10690038,37.27
"1993-07-01 00:00:00",Manitoba,1117618,3.90
"1993-07-01 00:00:00",Saskatchewan,1006900,3.51
"1993-07-01 00:00:00",Alberta,2667292,9.30
"1993-07-01 00:00:00","British Columbia",3567772,12.44
"1993-07-01 00:00:00",Yukon,30337,0.11
"1993-07-01 00:00:00","Northwest Territories",39820,0.14
"1993-07-01 00:00:00",Nunavut,23559,0.08
"1993-10-01 00:00:00",Canada,28786619,100.00
"1993-10-01 00:00:00","Newfoundland and Labrador",578194,2.01
"1993-10-01 00:00:00","Prince Edward Island",132467,0.46
"1993-10-01 00:00:00","Nova Scotia",925851,3.22
"1993-10-01 00:00:00","New Brunswick",749454,2.60
"1993-10-01 00:00:00",Quebec,7172016,24.91
"1993-10-01 00:00:00",Ontario,10728737,37.27
"1993-10-01 00:00:00",Manitoba,1118603,3.89
"1993-10-01 00:00:00",Saskatchewan,1007016,3.50
"1993-10-01 00:00:00",Alberta,2678623,9.31
"1993-10-01 00:00:00","British Columbia",3601746,12.51
"1993-10-01 00:00:00",Yukon,30016,0.10
"1993-10-01 00:00:00","Northwest Territories",40095,0.14
"1993-10-01 00:00:00",Nunavut,23801,0.08
"1994-01-01 00:00:00",Canada,28835772,100.00
"1994-01-01 00:00:00","Newfoundland and Labrador",577128,2.00
"1994-01-01 00:00:00","Prince Edward Island",132752,0.46
"1994-01-01 00:00:00","Nova Scotia",925852,3.21
"1994-01-01 00:00:00","New Brunswick",749531,2.60
"1994-01-01 00:00:00",Quebec,7177923,24.89
"1994-01-01 00:00:00",Ontario,10744762,37.26
"1994-01-01 00:00:00",Manitoba,1119284,3.88
"1994-01-01 00:00:00",Saskatchewan,1007554,3.49
"1994-01-01 00:00:00",Alberta,2683346,9.31
"1994-01-01 00:00:00","British Columbia",3623717,12.57
"1994-01-01 00:00:00",Yukon,29670,0.10
"1994-01-01 00:00:00","Northwest Territories",40273,0.14
"1994-01-01 00:00:00",Nunavut,23980,0.08
"1994-04-01 00:00:00",Canada,28907448,100.00
"1994-04-01 00:00:00","Newfoundland and Labrador",575670,1.99
"1994-04-01 00:00:00","Prince Edward Island",133030,0.46
"1994-04-01 00:00:00","Nova Scotia",926109,3.20
"1994-04-01 00:00:00","New Brunswick",749473,2.59
"1994-04-01 00:00:00",Quebec,7184599,24.85
"1994-04-01 00:00:00",Ontario,10776819,37.28
"1994-04-01 00:00:00",Manitoba,1120863,3.88
"1994-04-01 00:00:00",Saskatchewan,1008540,3.49
"1994-04-01 00:00:00",Alberta,2691443,9.31
"1994-04-01 00:00:00","British Columbia",3646632,12.61
"1994-04-01 00:00:00",Yukon,29682,0.10
"1994-04-01 00:00:00","Northwest Territories",40383,0.14
"1994-04-01 00:00:00",Nunavut,24205,0.08
"1994-07-01 00:00:00",Canada,29000663,100.00
"1994-07-01 00:00:00","Newfoundland and Labrador",574466,1.98
"1994-07-01 00:00:00","Prince Edward Island",133437,0.46
"1994-07-01 00:00:00","Nova Scotia",926871,3.20
"1994-07-01 00:00:00","New Brunswick",750185,2.59
"1994-07-01 00:00:00",Quebec,7192403,24.80
"1994-07-01 00:00:00",Ontario,10819146,37.31
"1994-07-01 00:00:00",Manitoba,1123230,3.87
"1994-07-01 00:00:00",Saskatchewan,1009575,3.48
"1994-07-01 00:00:00",Alberta,2700606,9.31
"1994-07-01 00:00:00","British Columbia",3676075,12.68
"1994-07-01 00:00:00",Yukon,29684,0.10
"1994-07-01 00:00:00","Northwest Territories",40578,0.14
"1994-07-01 00:00:00",Nunavut,24407,0.08
"1994-10-01 00:00:00",Canada,29096372,100.00
"1994-10-01 00:00:00","Newfoundland and Labrador",572068,1.97
"1994-10-01 00:00:00","Prince Edward Island",133800,0.46
"1994-10-01 00:00:00","Nova Scotia",927778,3.19
"1994-10-01 00:00:00","New Brunswick",750670,2.58
"1994-10-01 00:00:00",Quebec,7201106,24.75
"1994-10-01 00:00:00",Ontario,10860406,37.33
"1994-10-01 00:00:00",Manitoba,1124263,3.86
"1994-10-01 00:00:00",Saskatchewan,1010784,3.47
"1994-10-01 00:00:00",Alberta,2709011,9.31
"1994-10-01 00:00:00","British Columbia",3711468,12.76
"1994-10-01 00:00:00",Yukon,29606,0.10
"1994-10-01 00:00:00","Northwest Territories",40875,0.14
"1994-10-01 00:00:00",Nunavut,24537,0.08
"1995-01-01 00:00:00",Canada,29141902,100.00
"1995-01-01 00:00:00","Newfoundland and Labrador",570563,1.96
"1995-01-01 00:00:00","Prince Edward Island",134060,0.46
"1995-01-01 00:00:00","Nova Scotia",927395,3.18
"1995-01-01 00:00:00","New Brunswick",750819,2.58
"1995-01-01 00:00:00",Quebec,7205074,24.72
"1995-01-01 00:00:00",Ontario,10875308,37.32
"1995-01-01 00:00:00",Manitoba,1124947,3.86
"1995-01-01 00:00:00",Saskatchewan,1011784,3.47
"1995-01-01 00:00:00",Alberta,2715701,9.32
"1995-01-01 00:00:00","British Columbia",3730564,12.80
"1995-01-01 00:00:00",Yukon,29882,0.10
"1995-01-01 00:00:00","Northwest Territories",41114,0.14
"1995-01-01 00:00:00",Nunavut,24691,0.08
"1995-04-01 00:00:00",Canada,29211541,100.00
"1995-04-01 00:00:00","Newfoundland and Labrador",569068,1.95
"1995-04-01 00:00:00","Prince Edward Island",134175,0.46
"1995-04-01 00:00:00","Nova Scotia",927641,3.18
"1995-04-01 00:00:00","New Brunswick",750692,2.57
"1995-04-01 00:00:00",Quebec,7210305,24.68
"1995-04-01 00:00:00",Ontario,10906895,37.34
"1995-04-01 00:00:00",Manitoba,1127234,3.86
"1995-04-01 00:00:00",Saskatchewan,1012795,3.47
"1995-04-01 00:00:00",Alberta,2724946,9.33
"1995-04-01 00:00:00","British Columbia",3751377,12.84
"1995-04-01 00:00:00",Yukon,30143,0.10
"1995-04-01 00:00:00","Northwest Territories",41407,0.14
"1995-04-01 00:00:00",Nunavut,24863,0.09
"1995-07-01 00:00:00",Canada,29302311,100.00
"1995-07-01 00:00:00","Newfoundland and Labrador",567397,1.94
"1995-07-01 00:00:00","Prince Edward Island",134415,0.46
"1995-07-01 00:00:00","Nova Scotia",928120,3.17
"1995-07-01 00:00:00","New Brunswick",750943,2.56
"1995-07-01 00:00:00",Quebec,7219219,24.64
"1995-07-01 00:00:00",Ontario,10950119,37.37
"1995-07-01 00:00:00",Manitoba,1129150,3.85
"1995-07-01 00:00:00",Saskatchewan,1014187,3.46
"1995-07-01 00:00:00",Alberta,2734519,9.33
"1995-07-01 00:00:00","British Columbia",3777390,12.89
"1995-07-01 00:00:00",Yukon,30442,0.10
"1995-07-01 00:00:00","Northwest Territories",41432,0.14
"1995-07-01 00:00:00",Nunavut,24978,0.09
"1995-10-01 00:00:00",Canada,29396274,100.00
"1995-10-01 00:00:00","Newfoundland and Labrador",565008,1.92
"1995-10-01 00:00:00","Prince Edward Island",134971,0.46
"1995-10-01 00:00:00","Nova Scotia",930028,3.16
"1995-10-01 00:00:00","New Brunswick",751174,2.56
"1995-10-01 00:00:00",Quebec,7228600,24.59
"1995-10-01 00:00:00",Ontario,10993416,37.40
"1995-10-01 00:00:00",Manitoba,1129547,3.84
"1995-10-01 00:00:00",Saskatchewan,1015349,3.45
"1995-10-01 00:00:00",Alberta,2745255,9.34
"1995-10-01 00:00:00","British Columbia",3805461,12.95
"1995-10-01 00:00:00",Yukon,30875,0.11
"1995-10-01 00:00:00","Northwest Territories",41470,0.14
"1995-10-01 00:00:00",Nunavut,25120,0.09
"1996-01-01 00:00:00",Canada,29446857,100.00
"1996-01-01 00:00:00","Newfoundland and Labrador",563679,1.91
"1996-01-01 00:00:00","Prince Edward Island",135119,0.46
"1996-01-01 00:00:00","Nova Scotia",929782,3.16
"1996-01-01 00:00:00","New Brunswick",751581,2.55
"1996-01-01 00:00:00",Quebec,7232952,24.56
"1996-01-01 00:00:00",Ontario,11009307,37.39
"1996-01-01 00:00:00",Manitoba,1130288,3.84
"1996-01-01 00:00:00",Saskatchewan,1016198,3.45
"1996-01-01 00:00:00",Alberta,2753463,9.35
"1996-01-01 00:00:00","British Columbia",3826739,13.00
"1996-01-01 00:00:00",Yukon,30963,0.11
"1996-01-01 00:00:00","Northwest Territories",41495,0.14
"1996-01-01 00:00:00",Nunavut,25291,0.09
"1996-04-01 00:00:00",Canada,29514217,100.00
"1996-04-01 00:00:00","Newfoundland and Labrador",561646,1.90
"1996-04-01 00:00:00","Prince Edward Island",135311,0.46
"1996-04-01 00:00:00","Nova Scotia",929921,3.15
"1996-04-01 00:00:00","New Brunswick",751872,2.55
"1996-04-01 00:00:00",Quebec,7237307,24.52
"1996-04-01 00:00:00",Ontario,11037392,37.40
"1996-04-01 00:00:00",Manitoba,1132025,3.84
"1996-04-01 00:00:00",Saskatchewan,1017872,3.45
"1996-04-01 00:00:00",Alberta,2762903,9.36
"1996-04-01 00:00:00","British Columbia",3849847,13.04
"1996-04-01 00:00:00",Yukon,31142,0.11
"1996-04-01 00:00:00","Northwest Territories",41516,0.14
"1996-04-01 00:00:00",Nunavut,25463,0.09
"1996-07-01 00:00:00",Canada,29610218,100.00
"1996-07-01 00:00:00","Newfoundland and Labrador",559698,1.89
"1996-07-01 00:00:00","Prince Edward Island",135737,0.46
"1996-07-01 00:00:00","Nova Scotia",931327,3.15
"1996-07-01 00:00:00","New Brunswick",752268,2.54
"1996-07-01 00:00:00",Quebec,7246897,24.47
"1996-07-01 00:00:00",Ontario,11082903,37.43
"1996-07-01 00:00:00",Manitoba,1134196,3.83
"1996-07-01 00:00:00",Saskatchewan,1018945,3.44
"1996-07-01 00:00:00",Alberta,2775133,9.37
"1996-07-01 00:00:00","British Columbia",3874317,13.08
"1996-07-01 00:00:00",Yukon,31387,0.11
"1996-07-01 00:00:00","Northwest Territories",41741,0.14
"1996-07-01 00:00:00",Nunavut,25669,0.09
"1996-10-01 00:00:00",Canada,29708206,100.00
"1996-10-01 00:00:00","Newfoundland and Labrador",557281,1.88
"1996-10-01 00:00:00","Prince Edward Island",136004,0.46
"1996-10-01 00:00:00","Nova Scotia",932276,3.14
"1996-10-01 00:00:00","New Brunswick",752526,2.53
"1996-10-01 00:00:00",Quebec,7257616,24.43
"1996-10-01 00:00:00",Ontario,11130574,37.47
"1996-10-01 00:00:00",Manitoba,1134619,3.82
"1996-10-01 00:00:00",Saskatchewan,1019408,3.43
"1996-10-01 00:00:00",Alberta,2789691,9.39
"1996-10-01 00:00:00","British Columbia",3899256,13.13
"1996-10-01 00:00:00",Yukon,31596,0.11
"1996-10-01 00:00:00","Northwest Territories",41611,0.14
