region,country_of_origin,total_num,num_men,num_women,total_percent,percent_men,percent_women
"Nova Scotia","    Iran",1045,530,510,1.5,1.5,1.4
"Nova Scotia","    Iraq",435,235,200,0.6,0.7,0.6
"Nova Scotia","    Lebanon",1565,880,685,2.2,2.5,1.9
"Nova Scotia","    Syria",2415,1265,1155,3.4,3.6,3.2
"Nova Scotia","    Turkey",315,180,135,0.4,0.5,0.4
"Nova Scotia","    China",4320,1995,2330,6,5.6,6.4
"Nova Scotia","    Hong Kong",355,145,205,0.5,0.4,0.6
"Nova Scotia","    Korea, South",1220,540,685,1.7,1.5,1.9
"Nova Scotia","    Taiwan",180,75,100,0.3,0.2,0.3
"Nova Scotia","    Philippines",4760,2040,2715,6.7,5.8,7.5
"Nova Scotia","    Viet Nam",675,325,350,0.9,0.9,1
"Nova Scotia","    Bangladesh",540,280,260,0.8,0.8,0.7
"Nova Scotia","    India",5605,2950,2655,7.8,8.3,7.3
"Nova Scotia","    Pakistan",900,480,420,1.3,1.4,1.2
"Nova Scotia","    Sri Lanka",375,190,185,0.5,0.5,0.5
"Nova Scotia","    Other places of birth in Asia",4100,1975,2125,5.7,5.6,5.9
"Nova Scotia","  Oceania and other places of birth",605,335,270,0.8,0.9,0.7
"Nova Scotia","Total - Place of birth for the recent immigrant population in private households - 25% sample data",21385,11045,10340,100,100,100
"Nova Scotia","  Americas",2110,1155,955,9.9,10.5,9.2
"Nova Scotia","    Brazil",265,135,125,1.2,1.2,1.2
"Nova Scotia","    Colombia",45,25,20,0.2,0.2,0.2
"Nova Scotia","    Haiti",0,0,0,0,0,0
"Nova Scotia","    Jamaica",325,170,160,1.5,1.5,1.5
"Nova Scotia","    Mexico",85,60,25,0.4,0.5,0.2
"Nova Scotia","    United States of America",880,475,400,4.1,4.3,3.9
"Nova Scotia","    Venezuela",25,15,10,0.1,0.1,0.1
"Nova Scotia","    Other places of birth in Americas",490,280,210,2.3,2.5,2
"Nova Scotia","  Europe",2145,1205,945,10,10.9,9.1
"Nova Scotia","    France",80,45,35,0.4,0.4,0.3
"Nova Scotia","    Germany",185,105,80,0.9,1,0.8
"Nova Scotia","    Ireland",115,70,40,0.5,0.6,0.4
"Nova Scotia","    Italy",40,25,15,0.2,0.2,0.1
"Nova Scotia","    Russian Federation",205,100,105,1,0.9,1
"Nova Scotia","    Ukraine",265,145,120,1.2,1.3,1.2
"Nova Scotia","    United Kingdom",735,455,275,3.4,4.1,2.7
"Nova Scotia","    Other places of birth in Europe",530,260,270,2.5,2.4,2.6
"Nova Scotia","  Africa",3395,1830,1570,15.9,16.6,15.2
"Nova Scotia","    Algeria",30,15,10,0.1,0.1,0.1
"Nova Scotia","    Burundi",20,15,0,0.1,0.1,0
"Nova Scotia","    Cameroon",20,0,15,0.1,0,0.1
"Nova Scotia","    Congo, Democratic Republic of the",160,85,75,0.7,0.8,0.7
"Nova Scotia","    Cote d'Ivoire",40,15,25,0.2,0.1,0.2
"Nova Scotia","    Egypt",375,215,160,1.8,1.9,1.5
"Nova Scotia","    Eritrea",50,45,0,0.2,0.4,0
"Nova Scotia","    Ethiopia",100,55,40,0.5,0.5,0.4
"Nova Scotia","    Morocco",45,25,25,0.2,0.2,0.2
"Nova Scotia","    Nigeria",1440,705,735,6.7,6.4,7.1
"Nova Scotia","    Somalia",95,65,30,0.4,0.6,0.3
"Nova Scotia","    South Africa, Republic of",220,115,110,1,1,1.1
"Nova Scotia","    Sudan",155,110,50,0.7,1,0.5
"Nova Scotia","    Tunisia",25,15,10,0.1,0.1,0.1
"Nova Scotia","    Other places of birth in Africa",615,350,270,2.9,3.2,2.6
"Nova Scotia","  Asia",13620,6770,6850,63.7,61.3,66.2
"Nova Scotia","    Afghanistan",30,20,10,0.1,0.2,0.1
"Nova Scotia","    Bangladesh",350,185,165,1.6,1.7,1.6
"Nova Scotia","    China",2045,985,1055,9.6,8.9,10.2
"Nova Scotia","    Hong Kong",45,30,20,0.2,0.3,0.2
"Nova Scotia","    India",3665,1915,1755,17.1,17.3,17
"Nova Scotia","    Iran",220,105,115,1,1,1.1
"Nova Scotia","    Iraq",95,30,65,0.4,0.3,0.6
"Nova Scotia","    Israel",180,80,100,0.8,0.7,1
"Nova Scotia","    Japan",40,0,35,0.2,0,0.3
"Nova Scotia","    Jordan",170,85,85,0.8,0.8,0.8
"Nova Scotia","    Korea, South",580,240,340,2.7,2.2,3.3
"Nova Scotia","    Lebanon",170,95,80,0.8,0.9,0.8
"Nova Scotia","    Nepal",65,35,30,0.3,0.3,0.3
"Nova Scotia","    Pakistan",370,220,150,1.7,2,1.5
"Nova Scotia","    Philippines",2325,1080,1245,10.9,9.8,12
"Nova Scotia","    Saudi Arabia",225,125,100,1.1,1.1,1
"Nova Scotia","    Sri Lanka",60,20,35,0.3,0.2,0.3
"Nova Scotia","    Syria",2140,1125,1015,10,10.2,9.8
"Nova Scotia","    Turkey",110,55,55,0.5,0.5,0.5
"Nova Scotia","    United Arab Emirates",110,40,75,0.5,0.4,0.7
"Nova Scotia","    Viet Nam",205,105,100,1,1,1
"Nova Scotia","    Other places of birth in Asia",410,190,220,1.9,1.7,2.1
"Nova Scotia","  Oceania and other",110,85,25,0.5,0.8,0.2
"Nova Scotia","    Australia",75,55,15,0.4,0.5,0.1
"Nova Scotia","    Other places of birth",40,30,10,0.2,0.3,0.1
"New Brunswick","  Americas",9535,4230,5300,21.6,19.7,23.4
"New Brunswick","    Brazil",240,115,125,0.5,0.5,0.6
"New Brunswick","    Colombia",250,110,135,0.6,0.5,0.6
"New Brunswick","    El Salvador",70,30,35,0.2,0.1,0.2
"New Brunswick","    Guyana",110,40,70,0.2,0.2,0.3
"New Brunswick","    Haiti",260,110,150,0.6,0.5,0.7
"New Brunswick","    Jamaica",395,150,245,0.9,0.7,1.1
"New Brunswick","    Mexico",345,140,205,0.8,0.7,0.9
"New Brunswick","    Peru",85,30,55,0.2,0.1,0.2
"New Brunswick","    Trinidad and Tobago",155,80,75,0.4,0.4,0.3
"New Brunswick","    United States of America",6475,2855,3625,14.7,13.3,16
"New Brunswick","    Other places of birth in Americas",1150,570,580,2.6,2.7,2.6
"New Brunswick","  Europe",12295,6060,6230,27.9,28.2,27.5
"New Brunswick","    Bosnia and Herzegovina",95,45,50,0.2,0.2,0.2
"New Brunswick","    Croatia",75,45,35,0.2,0.2,0.2
"New Brunswick","    France",1070,530,540,2.4,2.5,2.4
"New Brunswick","    Germany",1400,610,790,3.2,2.8,3.5
"New Brunswick","    Greece",70,40,25,0.2,0.2,0.1
"New Brunswick","    Hungary",115,55,60,0.3,0.3,0.3
"New Brunswick","    Italy",305,170,135,0.7,0.8,0.6
"New Brunswick","    Netherlands",740,410,325,1.7,1.9,1.4
"New Brunswick","    Poland",215,100,110,0.5,0.5,0.5
"New Brunswick","    Portugal",140,105,35,0.3,0.5,0.2
"New Brunswick","    Romania",440,200,235,1,0.9,1
"New Brunswick","    Russian Federation",465,215,245,1.1,1,1.1
"New Brunswick","    Serbia",120,70,50,0.3,0.3,0.2
"New Brunswick","    Ukraine",710,340,370,1.6,1.6,1.6
"New Brunswick","    United Kingdom",4910,2450,2460,11.1,11.4,10.9
"New Brunswick","    Other places of birth in Europe",1425,670,750,3.2,3.1,3.3
"New Brunswick","  Africa",5600,2985,2615,12.7,13.9,11.6
"New Brunswick","    Algeria",230,120,110,0.5,0.6,0.5
"New Brunswick","    Congo, Democratic Republic of the",615,275,345,1.4,1.3,1.5
"New Brunswick","    Egypt",610,355,255,1.4,1.7,1.1
"New Brunswick","    Eritrea",65,45,25,0.1,0.2,0.1
"New Brunswick","    Ethiopia",75,30,45,0.2,0.1,0.2
"New Brunswick","    Morocco",460,265,195,1,1.2,0.9
"New Brunswick","    Nigeria",975,510,470,2.2,2.4,2.1
"New Brunswick","    Somalia",70,40,35,0.2,0.2,0.2
"New Brunswick","    South Africa, Republic of",300,145,160,0.7,0.7,0.7
"New Brunswick","    Other places of birth in Africa",2190,1205,985,5,5.6,4.4
"New Brunswick","  Asia",16375,8050,8325,37.1,37.5,36.8
"New Brunswick","    Afghanistan",30,10,15,0.1,0,0.1
"New Brunswick","    Iran",520,295,225,1.2,1.4,1
"New Brunswick","    Iraq",150,85,65,0.3,0.4,0.3
"New Brunswick","    Lebanon",500,275,230,1.1,1.3,1
"New Brunswick","    Syria",1890,1015,870,4.3,4.7,3.8
"New Brunswick","    Turkey",135,85,50,0.3,0.4,0.2
"New Brunswick","    China",2125,1025,1105,4.8,4.8,4.9
"New Brunswick","    Hong Kong",155,100,50,0.4,0.5,0.2
"New Brunswick","    Korea, South",1180,575,605,2.7,2.7,2.7
"New Brunswick","    Taiwan",50,10,40,0.1,0,0.2
"New Brunswick","    Philippines",3780,1575,2210,8.6,7.3,9.8
"New Brunswick","    Viet Nam",710,370,345,1.6,1.7,1.5
"New Brunswick","    Bangladesh",310,170,140,0.7,0.8,0.6
"New Brunswick","    India",2265,1250,1020,5.1,5.8,4.5
"New Brunswick","    Pakistan",520,270,250,1.2,1.3,1.1
"New Brunswick","    Sri Lanka",145,90,60,0.3,0.4,0.3
"New Brunswick","    Other places of birth in Asia",1900,855,1050,4.3,4,4.6
"New Brunswick","  Oceania and other places of birth",325,165,165,0.7,0.8,0.7
"New Brunswick","Total - Place of birth for the recent immigrant population in private households - 25% sample data",16040,8220,7825,100,100,100
"New Brunswick","  Americas",1640,790,850,10.2,9.6,10.9
"New Brunswick","    Brazil",160,80,75,1,1,1
"New Brunswick","    Colombia",30,25,10,0.2,0.3,0.1
"New Brunswick","    Haiti",75,35,40,0.5,0.4,0.5
"New Brunswick","    Jamaica",205,85,120,1.3,1,1.5
"New Brunswick","    Mexico",200,80,120,1.2,1,1.5
"New Brunswick","    United States of America",610,320,285,3.8,3.9,3.6
"New Brunswick","    Venezuela",70,30,35,0.4,0.4,0.4
"New Brunswick","    Other places of birth in Americas",295,135,155,1.8,1.6,2
"New Brunswick","  Europe",1955,1015,935,12.2,12.3,11.9
"New Brunswick","    France",390,195,200,2.4,2.4,2.6
"New Brunswick","    Germany",65,30,30,0.4,0.4,0.4
"New Brunswick","    Ireland",10,0,0,0.1,0,0
"New Brunswick","    Italy",40,25,10,0.2,0.3,0.1
"New Brunswick","    Russian Federation",190,90,95,1.2,1.1,1.2
"New Brunswick","    Ukraine",475,250,225,3,3,2.9
"New Brunswick","    United Kingdom",255,160,95,1.6,1.9,1.2
"New Brunswick","    Other places of birth in Europe",535,260,270,3.3,3.2,3.5
"New Brunswick","  Africa",3500,1850,1650,21.8,22.5,21.1
"New Brunswick","    Algeria",145,60,80,0.9,0.7,1
"New Brunswick","    Burundi",95,55,35,0.6,0.7,0.4
"New Brunswick","    Cameroon",130,65,60,0.8,0.8,0.8
"New Brunswick","    Congo, Democratic Republic of the",365,150,220,2.3,1.8,2.8
"New Brunswick","    Cote d'Ivoire",85,40,45,0.5,0.5,0.6
"New Brunswick","    Egypt",440,250,190,2.7,3,2.4
"New Brunswick","    Eritrea",35,20,10,0.2,0.2,0.1
"New Brunswick","    Ethiopia",25,15,10,0.2,0.2,0.1
"New Brunswick","    Morocco",275,155,120,1.7,1.9,1.5
"New Brunswick","    Nigeria",905,465,440,5.6,5.7,5.6
"New Brunswick","    Somalia",50,20,25,0.3,0.2,0.3
"New Brunswick","    South Africa, Republic of",100,40,60,0.6,0.5,0.8
"New Brunswick","    Sudan",155,90,70,1,1.1,0.9
"New Brunswick","    Tunisia",110,70,40,0.7,0.9,0.5
"New Brunswick","    Other places of birth in Africa",595,350,245,3.7,4.3,3.1
"New Brunswick","  Asia",8880,4545,4335,55.4,55.3,55.4
"New Brunswick","    Afghanistan",0,0,0,0,0,0
"New Brunswick","    Bangladesh",195,95,95,1.2,1.2,1.2
"New Brunswick","    China",970,505,470,6,6.1,6
"New Brunswick","    Hong Kong",0,0,0,0,0,0
"New Brunswick","    India",1370,805,560,8.5,9.8,7.2
"New Brunswick","    Iran",165,90,75,1,1.1,1
"New Brunswick","    Iraq",55,30,20,0.3,0.4,0.3
"New Brunswick","    Israel",185,100,85,1.2,1.2,1.1
"New Brunswick","    Japan",20,0,15,0.1,0,0.2
"New Brunswick","    Jordan",140,80,60,0.9,1,0.8
"New Brunswick","    Korea, South",255,135,120,1.6,1.6,1.5
"New Brunswick","    Lebanon",130,65,60,0.8,0.8,0.8
"New Brunswick","    Nepal",115,50,65,0.7,0.6,0.8
"New Brunswick","    Pakistan",225,110,110,1.4,1.3,1.4
"New Brunswick","    Philippines",2330,1080,1250,14.5,13.1,16
"New Brunswick","    Saudi Arabia",110,50,60,0.7,0.6,0.8
"New Brunswick","    Sri Lanka",60,35,25,0.4,0.4,0.3
"New Brunswick","    Syria",1705,910,795,10.6,11.1,10.2
"New Brunswick","    Turkey",60,30,30,0.4,0.4,0.4
"New Brunswick","    United Arab Emirates",245,105,140,1.5,1.3,1.8
"New Brunswick","    Viet Nam",315,160,155,2,1.9,2
"New Brunswick","    Other places of birth in Asia",240,100,140,1.5,1.2,1.8
"New Brunswick","  Oceania and other",65,20,50,0.4,0.2,0.6
"New Brunswick","    Australia",60,10,50,0.4,0.1,0.6
"New Brunswick","    Other places of birth",0,0,0,0,0,0
Quebec,"  Americas",264885,121740,143145,21.9,20.7,23
Quebec,"    Brazil",9705,4520,5180,0.8,0.8,0.8
Quebec,"    Colombia",29670,13540,16125,2.5,2.3,2.6
Quebec,"    El Salvador",11515,5780,5730,1,1,0.9
Quebec,"    Guyana",2350,1090,1260,0.2,0.2,0.2
Quebec,"    Haiti",86105,38285,47820,7.1,6.5,7.7
Quebec,"    Jamaica",4485,1900,2590,0.4,0.3,0.4
Quebec,"    Mexico",17390,7935,9455,1.4,1.3,1.5
Quebec,"    Peru",13885,6295,7595,1.1,1.1,1.2
Quebec,"    Trinidad and Tobago",3820,1660,2160,0.3,0.3,0.3
Quebec,"    United States of America",24945,12195,12745,2.1,2.1,2.1
Quebec,"    Other places of birth in Americas",61020,28545,32480,5,4.8,5.2
Quebec,"  Europe",309015,154110,154910,25.5,26.2,24.9
Quebec,"    Bosnia and Herzegovina",4015,1995,2025,0.3,0.3,0.3
Quebec,"    Croatia",2015,1050,960,0.2,0.2,0.2
Quebec,"    France",93160,49870,43290,7.7,8.5,7
Quebec,"    Germany",8385,4095,4295,0.7,0.7,0.7
Quebec,"    Greece",16130,7790,8340,1.3,1.3,1.3
Quebec,"    Hungary",2930,1455,1475,0.2,0.2,0.2
Quebec,"    Italy",43975,21940,22040,3.6,3.7,3.5
Quebec,"    Netherlands",1655,870,785,0.1,0.1,0.1
Quebec,"    Poland",9670,4120,5555,0.8,0.7,0.9
Quebec,"    Portugal",17000,8190,8805,1.4,1.4,1.4
Quebec,"    Romania",27515,12990,14530,2.3,2.2,2.3
Quebec,"    Russian Federation",11690,4865,6825,1,0.8,1.1
Quebec,"    Serbia",1610,760,850,0.1,0.1,0.1
Quebec,"    Ukraine",9660,4310,5350,0.8,0.7,0.9
Quebec,"    United Kingdom",12290,6575,5715,1,1.1,0.9
Quebec,"    Other places of birth in Europe",47310,23240,24075,3.9,3.9,3.9
Quebec,"  Africa",302010,153655,148355,24.9,26.1,23.9
Quebec,"    Algeria",72835,37535,35295,6,6.4,5.7
Quebec,"    Congo, Democratic Republic of the",15595,7460,8140,1.3,1.3,1.3
Quebec,"    Egypt",20325,10520,9805,1.7,1.8,1.6
Quebec,"    Eritrea",600,305,300,0,0.1,0
Quebec,"    Ethiopia",1045,485,565,0.1,0.1,0.1
Quebec,"    Morocco",68865,34810,34060,5.7,5.9,5.5
Quebec,"    Nigeria",2210,1185,1025,0.2,0.2,0.2
Quebec,"    Somalia",675,330,350,0.1,0.1,0.1
Quebec,"    South Africa, Republic of",1025,575,450,0.1,0.1,0.1
Quebec,"    Other places of birth in Africa",118820,60455,58360,9.8,10.3,9.4
Quebec,"  Asia",332925,158445,174475,27.5,26.9,28.1
Quebec,"    Afghanistan",9545,4825,4725,0.8,0.8,0.8
Quebec,"    Iran",20235,10020,10215,1.7,1.7,1.6
Quebec,"    Iraq",4085,2110,1980,0.3,0.4,0.3
Quebec,"    Lebanon",42280,22610,19670,3.5,3.8,3.2
Quebec,"    Syria",26845,13675,13170,2.2,2.3,2.1
Quebec,"    Turkey",7450,3850,3605,0.6,0.7,0.6
Quebec,"    China",52500,23010,29490,4.3,3.9,4.7
Quebec,"    Hong Kong",4900,2385,2520,0.4,0.4,0.4
Quebec,"    Korea, South",5180,2275,2905,0.4,0.4,0.5
Quebec,"    Taiwan",2500,1015,1485,0.2,0.2,0.2
Quebec,"    Philippines",31350,11835,19515,2.6,2,3.1
Quebec,"    Viet Nam",25485,11580,13900,2.1,2,2.2
Quebec,"    Bangladesh",8965,4510,4455,0.7,0.8,0.7
Quebec,"    India",24990,12770,12225,2.1,2.2,2
Quebec,"    Pakistan",11250,5970,5285,0.9,1,0.9
Quebec,"    Sri Lanka",10910,5350,5560,0.9,0.9,0.9
Quebec,"    Other places of birth in Asia",44455,20665,23790,3.7,3.5,3.8
Quebec,"  Oceania and other places of birth",1765,1010,750,0.1,0.2,0.1
Quebec,"Total - Place of birth for the recent immigrant population in private households - 25% sample data",202740,99265,103480,100,100,100
Quebec,"  Americas",30910,14985,15920,15.2,15.1,15.4
Quebec,"    Brazil",2575,1170,1410,1.3,1.2,1.4
Quebec,"    Colombia",4295,1985,2315,2.1,2,2.2
Quebec,"    Haiti",8600,4210,4395,4.2,4.2,4.2
Quebec,"    Jamaica",215,130,90,0.1,0.1,0.1
Quebec,"    Mexico",2520,1240,1280,1.2,1.2,1.2
Quebec,"    United States of America",4140,2170,1975,2,2.2,1.9
Quebec,"    Venezuela",1690,670,1020,0.8,0.7,1
Quebec,"    Other places of birth in Americas",6860,3420,3440,3.4,3.4,3.3
Quebec,"  Europe",33705,17520,16185,16.6,17.6,15.6
Quebec,"    France",20980,11325,9655,10.3,11.4,9.3
Quebec,"    Germany",530,295,240,0.3,0.3,0.2
Quebec,"    Ireland",100,85,15,0,0.1,0
Quebec,"    Italy",700,420,285,0.3,0.4,0.3
Quebec,"    Russian Federation",1365,515,850,0.7,0.5,0.8
Quebec,"    Ukraine",1660,720,940,0.8,0.7,0.9
Quebec,"    United Kingdom",975,615,360,0.5,0.6,0.3
Quebec,"    Other places of birth in Europe",7395,3550,3845,3.6,3.6,3.7
Quebec,"  Africa",70310,34215,36095,34.7,34.5,34.9
Quebec,"    Algeria",13975,6730,7245,6.9,6.8,7
Quebec,"    Burundi",2290,1170,1120,1.1,1.2,1.1
Quebec,"    Cameroon",8830,4180,4650,4.4,4.2,4.5
Quebec,"    Congo, Democratic Republic of the",4055,1875,2180,2,1.9,2.1
Quebec,"    Cote d'Ivoire",6305,3055,3255,3.1,3.1,3.1
Quebec,"    Egypt",2385,1255,1135,1.2,1.3,1.1
Quebec,"    Eritrea",300,160,135,0.1,0.2,0.1
Quebec,"    Ethiopia",155,75,75,0.1,0.1,0.1
Quebec,"    Morocco",9515,4435,5080,4.7,4.5,4.9
Quebec,"    Nigeria",995,525,470,0.5,0.5,0.5
Quebec,"    Somalia",75,40,30,0,0,0
Quebec,"    South Africa, Republic of",190,100,85,0.1,0.1,0.1
Quebec,"    Sudan",100,55,45,0,0.1,0
Quebec,"    Tunisia",6640,3375,3260,3.3,3.4,3.2
Quebec,"    Other places of birth in Africa",14505,7175,7330,7.2,7.2,7.1
Quebec,"  Asia",67305,32185,35120,33.2,32.4,33.9
Quebec,"    Afghanistan",2515,1250,1265,1.2,1.3,1.2
Quebec,"    Bangladesh",1190,565,625,0.6,0.6,0.6
Quebec,"    China",10735,4680,6055,5.3,4.7,5.9
Quebec,"    Hong Kong",150,70,75,0.1,0.1,0.1
Quebec,"    India",8460,4430,4030,4.2,4.5,3.9
Quebec,"    Iran",4135,1895,2235,2,1.9,2.2
Quebec,"    Iraq",715,385,325,0.4,0.4,0.3
Quebec,"    Israel",395,205,185,0.2,0.2,0.2
Quebec,"    Japan",325,75,250,0.2,0.1,0.2
Quebec,"    Jordan",565,285,275,0.3,0.3,0.3
Quebec,"    Korea, South",1355,585,775,0.7,0.6,0.7
Quebec,"    Lebanon",3620,1925,1700,1.8,1.9,1.6
Quebec,"    Nepal",245,140,100,0.1,0.1,0.1
Quebec,"    Pakistan",2160,1135,1025,1.1,1.1,1
Quebec,"    Philippines",8480,3560,4920,4.2,3.6,4.8
Quebec,"    Saudi Arabia",1390,790,600,0.7,0.8,0.6
Quebec,"    Sri Lanka",710,320,385,0.4,0.3,0.4
Quebec,"    Syria",13390,6960,6425,6.6,7,6.2
Quebec,"    Turkey",800,450,355,0.4,0.5,0.3
Quebec,"    United Arab Emirates",975,510,470,0.5,0.5,0.5
Quebec,"    Viet Nam",1620,605,1010,0.8,0.6,1
Quebec,"    Other places of birth in Asia",3390,1355,2035,1.7,1.4,2
Quebec,"  Oceania and other",510,355,160,0.3,0.4,0.2
Quebec,"    Australia",295,195,95,0.1,0.2,0.1
Quebec,"    Other places of birth",220,160,60,0.1,0.2,0.1
Ontario,"  Americas",629550,280635,348910,15,14.1,15.7
Ontario,"    Brazil",23125,10700,12420,0.5,0.5,0.6
Ontario,"    Colombia",32520,14630,17890,0.8,0.7,0.8
Ontario,"    El Salvador",21780,10575,11200,0.5,0.5,0.5
Ontario,"    Guyana",77635,34275,43360,1.8,1.7,2
Ontario,"    Haiti",11375,5000,6380,0.3,0.3,0.3
Ontario,"    Jamaica",122770,52770,70000,2.9,2.7,3.2
Ontario,"    Mexico",33380,15340,18040,0.8,0.8,0.8
Ontario,"    Peru",11455,5025,6435,0.3,0.3,0.3
Ontario,"    Trinidad and Tobago",52750,23490,29260,1.3,1.2,1.3
Ontario,"    United States of America",111390,49035,62355,2.6,2.5,2.8
Ontario,"    Other places of birth in Americas",131370,59810,71560,3.1,3,3.2
Ontario,"  Europe",1049725,500520,549205,25,25.2,24.7
Ontario,"    Bosnia and Herzegovina",21150,10365,10780,0.5,0.5,0.5
Ontario,"    Croatia",24270,11860,12405,0.6,0.6,0.6
Ontario,"    France",15240,7305,7930,0.4,0.4,0.4
Ontario,"    Germany",54275,25665,28610,1.3,1.3,1.3
Ontario,"    Greece",31650,15385,16265,0.8,0.8,0.7
Ontario,"    Hungary",18530,8555,9975,0.4,0.4,0.4
Ontario,"    Italy",135640,66885,68750,3.2,3.4,3.1
Ontario,"    Netherlands",39490,20295,19195,0.9,1,0.9
Ontario,"    Poland",88785,39620,49160,2.1,2,2.2
Ontario,"    Portugal",95490,46635,48855,2.3,2.3,2.2
Ontario,"    Romania",40475,18690,21780,1,0.9,1
Ontario,"    Russian Federation",44165,19010,25155,1,1,1.1
Ontario,"    Serbia",22295,10790,11505,0.5,0.5,0.5
Ontario,"    Ukraine",43070,19255,23820,1,1,1.1
Ontario,"    United Kingdom",239485,115580,123910,5.7,5.8,5.6
Ontario,"    Other places of birth in Europe",135725,64620,71100,3.2,3.3,3.2
Ontario,"  Africa",287920,140080,147840,6.8,7.1,6.7
Ontario,"    Algeria",4355,2160,2195,0.1,0.1,0.1
Ontario,"    Congo, Democratic Republic of the",10220,4585,5640,0.2,0.2,0.3
Ontario,"    Egypt",39345,20480,18865,0.9,1,0.8
Ontario,"    Eritrea",14200,7255,6950,0.3,0.4,0.3
Ontario,"    Ethiopia",19415,9050,10365,0.5,0.5,0.5
Ontario,"    Morocco",8105,3805,4300,0.2,0.2,0.2
Ontario,"    Nigeria",37420,18840,18580,0.9,0.9,0.8
Ontario,"    Somalia",20335,8590,11745,0.5,0.4,0.5
Ontario,"    South Africa, Republic of",21540,10620,10915,0.5,0.5,0.5
Ontario,"    Other places of birth in Africa",112985,54690,58290,2.7,2.8,2.6
Ontario,"  Asia",2225590,1056605,1168985,52.9,53.2,52.6
Ontario,"    Afghanistan",38580,19100,19480,0.9,1,0.9
Ontario,"    Iran",103795,52260,51535,2.5,2.6,2.3
Ontario,"    Iraq",63255,31725,31525,1.5,1.6,1.4
Ontario,"    Lebanon",38170,19650,18515,0.9,1,0.8
Ontario,"    Syria",45685,22995,22695,1.1,1.2,1
Ontario,"    Turkey",20795,11105,9690,0.5,0.6,0.4
Ontario,"    China",355955,159035,196925,8.5,8,8.9
Ontario,"    Hong Kong",108480,50730,57750,2.6,2.6,2.6
Ontario,"    Korea, South",62750,28690,34060,1.5,1.4,1.5
Ontario,"    Taiwan",18105,7825,10275,0.4,0.4,0.5
Ontario,"    Philippines",268580,109035,159545,6.4,5.5,7.2
Ontario,"    Viet Nam",86315,39175,47140,2.1,2,2.1
Ontario,"    Bangladesh",46260,23520,22740,1.1,1.2,1
Ontario,"    India",495750,249975,245780,11.8,12.6,11.1
Ontario,"    Pakistan",165530,83050,82475,3.9,4.2,3.7
Ontario,"    Sri Lanka",112730,54625,58100,2.7,2.8,2.6
Ontario,"    Other places of birth in Asia",194855,94100,100750,4.6,4.7,4.5
Ontario,"  Oceania and other places of birth",13810,7140,6670,0.3,0.4,0.3
Ontario,"Total - Place of birth for the recent immigrant population in private households - 25% sample data",584680,284500,300180,100,100,100
Ontario,"  Americas",68450,32815,35635,11.7,11.5,11.9
Ontario,"    Brazil",8725,4095,4625,1.5,1.4,1.5
Ontario,"    Colombia",4260,1825,2440,0.7,0.6,0.8
Ontario,"    Haiti",1550,705,845,0.3,0.2,0.3
Ontario,"    Jamaica",9970,5205,4770,1.7,1.8,1.6
Ontario,"    Mexico",5810,2740,3065,1,1,1
Ontario,"    United States of America",17945,8895,9045,3.1,3.1,3
Ontario,"    Venezuela",3400,1500,1900,0.6,0.5,0.6
Ontario,"    Other places of birth in Americas",16795,7840,8955,2.9,2.8,3
Ontario,"  Europe",47295,23945,23345,8.1,8.4,7.8
Ontario,"    France",3225,1665,1560,0.6,0.6,0.5
Ontario,"    Germany",1685,885,795,0.3,0.3,0.3
Ontario,"    Ireland",2225,1465,760,0.4,0.5,0.3
Ontario,"    Italy",1770,1040,730,0.3,0.4,0.2
Ontario,"    Russian Federation",5150,2010,3135,0.9,0.7,1
Ontario,"    Ukraine",6035,2675,3360,1,0.9,1.1
Ontario,"    United Kingdom",8000,4820,3180,1.4,1.7,1.1
Ontario,"    Other places of birth in Europe",19200,9375,9830,3.3,3.3,3.3
Ontario,"  Africa",64910,32295,32615,11.1,11.4,10.9
Ontario,"    Algeria",1130,545,585,0.2,0.2,0.2
Ontario,"    Burundi",1790,815,970,0.3,0.3,0.3
Ontario,"    Cameroon",1585,750,830,0.3,0.3,0.3
Ontario,"    Congo, Democratic Republic of the",2275,1020,1260,0.4,0.4,0.4
Ontario,"    Cote d'Ivoire",1085,495,595,0.2,0.2,0.2
Ontario,"    Egypt",6370,3230,3145,1.1,1.1,1
Ontario,"    Eritrea",7145,3795,3350,1.2,1.3,1.1
Ontario,"    Ethiopia",3480,1595,1880,0.6,0.6,0.6
Ontario,"    Morocco",1890,910,980,0.3,0.3,0.3
Ontario,"    Nigeria",16570,8335,8230,2.8,2.9,2.7
Ontario,"    Somalia",3345,1775,1570,0.6,0.6,0.5
Ontario,"    South Africa, Republic of",2915,1455,1460,0.5,0.5,0.5
Ontario,"    Sudan",2095,1075,1015,0.4,0.4,0.3
Ontario,"    Tunisia",820,390,430,0.1,0.1,0.1
Ontario,"    Other places of birth in Africa",12405,6105,6305,2.1,2.1,2.1
Ontario,"  Asia",401940,194220,207725,68.7,68.3,69.2
Ontario,"    Afghanistan",7225,3550,3675,1.2,1.2,1.2
Ontario,"    Bangladesh",7710,3970,3735,1.3,1.4,1.2
Ontario,"    China",54645,22895,31750,9.3,8,10.6
Ontario,"    Hong Kong",2620,1095,1525,0.4,0.4,0.5
Ontario,"    India",139660,73185,66470,23.9,25.7,22.1
Ontario,"    Iran",13215,6335,6880,2.3,2.2,2.3
