ref_date,region,num_deaths
"1957-04-01 00:00:00","Northwest Territories including Nunavut",84
"1957-07-01 00:00:00",Canada,32084
"1957-07-01 00:00:00","Newfoundland and Labrador",769
"1957-07-01 00:00:00","Prince Edward Island",212
"1957-07-01 00:00:00","Nova Scotia",1373
"1957-07-01 00:00:00","New Brunswick",1033
"1957-07-01 00:00:00",Quebec,8589
"1957-07-01 00:00:00",Ontario,11426
"1957-07-01 00:00:00",Manitoba,1810
"1957-07-01 00:00:00",Saskatchewan,1614
"1957-07-01 00:00:00",Alberta,1922
"1957-07-01 00:00:00","British Columbia",3224
"1957-07-01 00:00:00",Yukon,26
"1957-07-01 00:00:00","Northwest Territories including Nunavut",86
"1957-10-01 00:00:00",Canada,37362
"1957-10-01 00:00:00","Newfoundland and Labrador",927
"1957-10-01 00:00:00","Prince Edward Island",237
"1957-10-01 00:00:00","Nova Scotia",1621
"1957-10-01 00:00:00","New Brunswick",1228
"1957-10-01 00:00:00",Quebec,9481
"1957-10-01 00:00:00",Ontario,13728
"1957-10-01 00:00:00",Manitoba,1965
"1957-10-01 00:00:00",Saskatchewan,1865
"1957-10-01 00:00:00",Alberta,2354
"1957-10-01 00:00:00","British Columbia",3846
"1957-10-01 00:00:00",Yukon,27
"1957-10-01 00:00:00","Northwest Territories including Nunavut",83
"1958-01-01 00:00:00",Canada,34625
"1958-01-01 00:00:00","Newfoundland and Labrador",774
"1958-01-01 00:00:00","Prince Edward Island",228
"1958-01-01 00:00:00","Nova Scotia",1568
"1958-01-01 00:00:00","New Brunswick",1152
"1958-01-01 00:00:00",Quebec,9232
"1958-01-01 00:00:00",Ontario,12726
"1958-01-01 00:00:00",Manitoba,1744
"1958-01-01 00:00:00",Saskatchewan,1671
"1958-01-01 00:00:00",Alberta,2044
"1958-01-01 00:00:00","British Columbia",3387
"1958-01-01 00:00:00",Yukon,20
"1958-01-01 00:00:00","Northwest Territories including Nunavut",79
"1958-04-01 00:00:00",Canada,33694
"1958-04-01 00:00:00","Newfoundland and Labrador",768
"1958-04-01 00:00:00","Prince Edward Island",251
"1958-04-01 00:00:00","Nova Scotia",1511
"1958-04-01 00:00:00","New Brunswick",1117
"1958-04-01 00:00:00",Quebec,9119
"1958-04-01 00:00:00",Ontario,11990
"1958-04-01 00:00:00",Manitoba,1767
"1958-04-01 00:00:00",Saskatchewan,1632
"1958-04-01 00:00:00",Alberta,2034
"1958-04-01 00:00:00","British Columbia",3393
"1958-04-01 00:00:00",Yukon,25
"1958-04-01 00:00:00","Northwest Territories including Nunavut",87
"1958-07-01 00:00:00",Canada,32158
"1958-07-01 00:00:00","Newfoundland and Labrador",675
"1958-07-01 00:00:00","Prince Edward Island",215
"1958-07-01 00:00:00","Nova Scotia",1395
"1958-07-01 00:00:00","New Brunswick",1044
"1958-07-01 00:00:00",Quebec,8522
"1958-07-01 00:00:00",Ontario,11423
"1958-07-01 00:00:00",Manitoba,1810
"1958-07-01 00:00:00",Saskatchewan,1542
"1958-07-01 00:00:00",Alberta,2059
"1958-07-01 00:00:00","British Columbia",3354
"1958-07-01 00:00:00",Yukon,29
"1958-07-01 00:00:00","Northwest Territories including Nunavut",90
"1958-10-01 00:00:00",Canada,34724
"1958-10-01 00:00:00","Newfoundland and Labrador",905
"1958-10-01 00:00:00","Prince Edward Island",255
"1958-10-01 00:00:00","Nova Scotia",1646
"1958-10-01 00:00:00","New Brunswick",1215
"1958-10-01 00:00:00",Quebec,8901
"1958-10-01 00:00:00",Ontario,12538
"1958-10-01 00:00:00",Manitoba,1824
"1958-10-01 00:00:00",Saskatchewan,1638
"1958-10-01 00:00:00",Alberta,2100
"1958-10-01 00:00:00","British Columbia",3607
"1958-10-01 00:00:00",Yukon,18
"1958-10-01 00:00:00","Northwest Territories including Nunavut",77
"1959-01-01 00:00:00",Canada,36130
"1959-01-01 00:00:00","Newfoundland and Labrador",858
"1959-01-01 00:00:00","Prince Edward Island",257
"1959-01-01 00:00:00","Nova Scotia",1764
"1959-01-01 00:00:00","New Brunswick",1237
"1959-01-01 00:00:00",Quebec,9275
"1959-01-01 00:00:00",Ontario,13238
"1959-01-01 00:00:00",Manitoba,1808
"1959-01-01 00:00:00",Saskatchewan,1776
"1959-01-01 00:00:00",Alberta,2114
"1959-01-01 00:00:00","British Columbia",3704
"1959-01-01 00:00:00",Yukon,19
"1959-01-01 00:00:00","Northwest Territories including Nunavut",80
"1959-04-01 00:00:00",Canada,36276
"1959-04-01 00:00:00","Newfoundland and Labrador",853
"1959-04-01 00:00:00","Prince Edward Island",264
"1959-04-01 00:00:00","Nova Scotia",1678
"1959-04-01 00:00:00","New Brunswick",1283
"1959-04-01 00:00:00",Quebec,9547
"1959-04-01 00:00:00",Ontario,12912
"1959-04-01 00:00:00",Manitoba,2014
"1959-04-01 00:00:00",Saskatchewan,1910
"1959-04-01 00:00:00",Alberta,2199
"1959-04-01 00:00:00","British Columbia",3524
"1959-04-01 00:00:00",Yukon,22
"1959-04-01 00:00:00","Northwest Territories including Nunavut",70
"1959-07-01 00:00:00",Canada,32808
"1959-07-01 00:00:00","Newfoundland and Labrador",700
"1959-07-01 00:00:00","Prince Edward Island",242
"1959-07-01 00:00:00","Nova Scotia",1416
"1959-07-01 00:00:00","New Brunswick",1075
"1959-07-01 00:00:00",Quebec,8755
"1959-07-01 00:00:00",Ontario,11728
"1959-07-01 00:00:00",Manitoba,1750
"1959-07-01 00:00:00",Saskatchewan,1637
"1959-07-01 00:00:00",Alberta,1999
"1959-07-01 00:00:00","British Columbia",3399
"1959-07-01 00:00:00",Yukon,27
"1959-07-01 00:00:00","Northwest Territories including Nunavut",80
"1959-10-01 00:00:00",Canada,34699
"1959-10-01 00:00:00","Newfoundland and Labrador",768
"1959-10-01 00:00:00","Prince Edward Island",244
"1959-10-01 00:00:00","Nova Scotia",1513
"1959-10-01 00:00:00","New Brunswick",1152
"1959-10-01 00:00:00",Quebec,8813
"1959-10-01 00:00:00",Ontario,12722
"1959-10-01 00:00:00",Manitoba,1849
"1959-10-01 00:00:00",Saskatchewan,1680
"1959-10-01 00:00:00",Alberta,2169
"1959-10-01 00:00:00","British Columbia",3709
"1959-10-01 00:00:00",Yukon,21
"1959-10-01 00:00:00","Northwest Territories including Nunavut",59
"1960-01-01 00:00:00",Canada,36028
"1960-01-01 00:00:00","Newfoundland and Labrador",748
"1960-01-01 00:00:00","Prince Edward Island",235
"1960-01-01 00:00:00","Nova Scotia",1594
"1960-01-01 00:00:00","New Brunswick",1179
"1960-01-01 00:00:00",Quebec,8780
"1960-01-01 00:00:00",Ontario,13550
"1960-01-01 00:00:00",Manitoba,1945
"1960-01-01 00:00:00",Saskatchewan,1675
"1960-01-01 00:00:00",Alberta,2248
"1960-01-01 00:00:00","British Columbia",3964
"1960-01-01 00:00:00",Yukon,24
"1960-01-01 00:00:00","Northwest Territories including Nunavut",86
"1960-04-01 00:00:00",Canada,34660
"1960-04-01 00:00:00","Newfoundland and Labrador",715
"1960-04-01 00:00:00","Prince Edward Island",255
"1960-04-01 00:00:00","Nova Scotia",1488
"1960-04-01 00:00:00","New Brunswick",1195
"1960-04-01 00:00:00",Quebec,8676
"1960-04-01 00:00:00",Ontario,12705
"1960-04-01 00:00:00",Manitoba,1855
"1960-04-01 00:00:00",Saskatchewan,1725
"1960-04-01 00:00:00",Alberta,2293
"1960-04-01 00:00:00","British Columbia",3632
"1960-04-01 00:00:00",Yukon,32
"1960-04-01 00:00:00","Northwest Territories including Nunavut",89
"1960-07-01 00:00:00",Canada,33206
"1960-07-01 00:00:00","Newfoundland and Labrador",739
"1960-07-01 00:00:00","Prince Edward Island",228
"1960-07-01 00:00:00","Nova Scotia",1455
"1960-07-01 00:00:00","New Brunswick",1079
"1960-07-01 00:00:00",Quebec,8525
"1960-07-01 00:00:00",Ontario,11930
"1960-07-01 00:00:00",Manitoba,1750
"1960-07-01 00:00:00",Saskatchewan,1740
"1960-07-01 00:00:00",Alberta,2129
"1960-07-01 00:00:00","British Columbia",3539
"1960-07-01 00:00:00",Yukon,23
"1960-07-01 00:00:00","Northwest Territories including Nunavut",69
"1960-10-01 00:00:00",Canada,35799
"1960-10-01 00:00:00","Newfoundland and Labrador",813
"1960-10-01 00:00:00","Prince Edward Island",243
"1960-10-01 00:00:00","Nova Scotia",1565
"1960-10-01 00:00:00","New Brunswick",1217
"1960-10-01 00:00:00",Quebec,9148
"1960-10-01 00:00:00",Ontario,13299
"1960-10-01 00:00:00",Manitoba,1921
"1960-10-01 00:00:00",Saskatchewan,1728
"1960-10-01 00:00:00",Alberta,2218
"1960-10-01 00:00:00","British Columbia",3561
"1960-10-01 00:00:00",Yukon,18
"1960-10-01 00:00:00","Northwest Territories including Nunavut",68
"1961-01-01 00:00:00",Canada,35912
"1961-01-01 00:00:00","Newfoundland and Labrador",814
"1961-01-01 00:00:00","Prince Edward Island",261
"1961-01-01 00:00:00","Nova Scotia",1695
"1961-01-01 00:00:00","New Brunswick",1237
"1961-01-01 00:00:00",Quebec,9454
"1961-01-01 00:00:00",Ontario,13127
"1961-01-01 00:00:00",Manitoba,1738
"1961-01-01 00:00:00",Saskatchewan,1746
"1961-01-01 00:00:00",Alberta,2183
"1961-01-01 00:00:00","British Columbia",3565
"1961-01-01 00:00:00",Yukon,21
"1961-01-01 00:00:00","Northwest Territories including Nunavut",71
"1961-04-01 00:00:00",Canada,35642
"1961-04-01 00:00:00","Newfoundland and Labrador",769
"1961-04-01 00:00:00","Prince Edward Island",230
"1961-04-01 00:00:00","Nova Scotia",1505
"1961-04-01 00:00:00","New Brunswick",1159
"1961-04-01 00:00:00",Quebec,9441
"1961-04-01 00:00:00",Ontario,12865
"1961-04-01 00:00:00",Manitoba,1965
"1961-04-01 00:00:00",Saskatchewan,1768
"1961-04-01 00:00:00",Alberta,2242
"1961-04-01 00:00:00","British Columbia",3605
"1961-04-01 00:00:00",Yukon,22
"1961-04-01 00:00:00","Northwest Territories including Nunavut",71
"1961-07-01 00:00:00",Canada,33553
"1961-07-01 00:00:00","Newfoundland and Labrador",688
"1961-07-01 00:00:00","Prince Edward Island",231
"1961-07-01 00:00:00","Nova Scotia",1404
"1961-07-01 00:00:00","New Brunswick",1087
"1961-07-01 00:00:00",Quebec,8980
"1961-07-01 00:00:00",Ontario,12017
"1961-07-01 00:00:00",Manitoba,1760
"1961-07-01 00:00:00",Saskatchewan,1718
"1961-07-01 00:00:00",Alberta,2174
"1961-07-01 00:00:00","British Columbia",3412
"1961-07-01 00:00:00",Yukon,22
"1961-07-01 00:00:00","Northwest Territories including Nunavut",60
"1961-10-01 00:00:00",Canada,35878
"1961-10-01 00:00:00","Newfoundland and Labrador",767
"1961-10-01 00:00:00","Prince Edward Island",256
"1961-10-01 00:00:00","Nova Scotia",1531
"1961-10-01 00:00:00","New Brunswick",1212
"1961-10-01 00:00:00",Quebec,9169
"1961-10-01 00:00:00",Ontario,12988
"1961-10-01 00:00:00",Manitoba,1906
"1961-10-01 00:00:00",Saskatchewan,1875
"1961-10-01 00:00:00",Alberta,2264
"1961-10-01 00:00:00","British Columbia",3821
"1961-10-01 00:00:00",Yukon,29
"1961-10-01 00:00:00","Northwest Territories including Nunavut",60
"1962-01-01 00:00:00",Canada,37534
"1962-01-01 00:00:00","Newfoundland and Labrador",829
"1962-01-01 00:00:00","Prince Edward Island",276
"1962-01-01 00:00:00","Nova Scotia",1680
"1962-01-01 00:00:00","New Brunswick",1268
"1962-01-01 00:00:00",Quebec,9563
"1962-01-01 00:00:00",Ontario,13771
"1962-01-01 00:00:00",Manitoba,1988
"1962-01-01 00:00:00",Saskatchewan,1780
"1962-01-01 00:00:00",Alberta,2399
"1962-01-01 00:00:00","British Columbia",3912
"1962-01-01 00:00:00",Yukon,14
"1962-01-01 00:00:00","Northwest Territories including Nunavut",54
"1962-04-01 00:00:00",Canada,35955
"1962-04-01 00:00:00","Newfoundland and Labrador",758
"1962-04-01 00:00:00","Prince Edward Island",268
"1962-04-01 00:00:00","Nova Scotia",1545
"1962-04-01 00:00:00","New Brunswick",1235
"1962-04-01 00:00:00",Quebec,9277
"1962-04-01 00:00:00",Ontario,13081
"1962-04-01 00:00:00",Manitoba,1804
"1962-04-01 00:00:00",Saskatchewan,1782
"1962-04-01 00:00:00",Alberta,2335
"1962-04-01 00:00:00","British Columbia",3786
"1962-04-01 00:00:00",Yukon,17
"1962-04-01 00:00:00","Northwest Territories including Nunavut",67
"1962-07-01 00:00:00",Canada,33970
"1962-07-01 00:00:00","Newfoundland and Labrador",738
"1962-07-01 00:00:00","Prince Edward Island",248
"1962-07-01 00:00:00","Nova Scotia",1455
"1962-07-01 00:00:00","New Brunswick",1142
"1962-07-01 00:00:00",Quebec,8983
"1962-07-01 00:00:00",Ontario,12062
"1962-07-01 00:00:00",Manitoba,1790
"1962-07-01 00:00:00",Saskatchewan,1732
"1962-07-01 00:00:00",Alberta,2236
"1962-07-01 00:00:00","British Columbia",3453
"1962-07-01 00:00:00",Yukon,31
"1962-07-01 00:00:00","Northwest Territories including Nunavut",100
"1962-10-01 00:00:00",Canada,36240
"1962-10-01 00:00:00","Newfoundland and Labrador",873
"1962-10-01 00:00:00","Prince Edward Island",264
"1962-10-01 00:00:00","Nova Scotia",1662
"1962-10-01 00:00:00","New Brunswick",1143
"1962-10-01 00:00:00",Quebec,9319
"1962-10-01 00:00:00",Ontario,13242
"1962-10-01 00:00:00",Manitoba,1871
"1962-10-01 00:00:00",Saskatchewan,1710
"1962-10-01 00:00:00",Alberta,2294
"1962-10-01 00:00:00","British Columbia",3761
"1962-10-01 00:00:00",Yukon,13
"1962-10-01 00:00:00","Northwest Territories including Nunavut",88
"1963-01-01 00:00:00",Canada,39054
"1963-01-01 00:00:00","Newfoundland and Labrador",846
"1963-01-01 00:00:00","Prince Edward Island",263
"1963-01-01 00:00:00","Nova Scotia",1686
"1963-01-01 00:00:00","New Brunswick",1294
"1963-01-01 00:00:00",Quebec,10128
"1963-01-01 00:00:00",Ontario,14528
"1963-01-01 00:00:00",Manitoba,2169
"1963-01-01 00:00:00",Saskatchewan,1874
"1963-01-01 00:00:00",Alberta,2316
"1963-01-01 00:00:00","British Columbia",3860
"1963-01-01 00:00:00",Yukon,18
"1963-01-01 00:00:00","Northwest Territories including Nunavut",72
"1963-04-01 00:00:00",Canada,36763
"1963-04-01 00:00:00","Newfoundland and Labrador",797
"1963-04-01 00:00:00","Prince Edward Island",261
"1963-04-01 00:00:00","Nova Scotia",1648
"1963-04-01 00:00:00","New Brunswick",1254
"1963-04-01 00:00:00",Quebec,9568
"1963-04-01 00:00:00",Ontario,13159
"1963-04-01 00:00:00",Manitoba,1950
"1963-04-01 00:00:00",Saskatchewan,1913
"1963-04-01 00:00:00",Alberta,2458
"1963-04-01 00:00:00","British Columbia",3668
"1963-04-01 00:00:00",Yukon,19
"1963-04-01 00:00:00","Northwest Territories including Nunavut",68
"1963-07-01 00:00:00",Canada,34670
"1963-07-01 00:00:00","Newfoundland and Labrador",757
"1963-07-01 00:00:00","Prince Edward Island",198
"1963-07-01 00:00:00","Nova Scotia",1463
"1963-07-01 00:00:00","New Brunswick",1084
"1963-07-01 00:00:00",Quebec,9120
"1963-07-01 00:00:00",Ontario,12494
"1963-07-01 00:00:00",Manitoba,1841
"1963-07-01 00:00:00",Saskatchewan,1768
"1963-07-01 00:00:00",Alberta,2265
"1963-07-01 00:00:00","British Columbia",3586
"1963-07-01 00:00:00",Yukon,23
"1963-07-01 00:00:00","Northwest Territories including Nunavut",71
"1963-10-01 00:00:00",Canada,36880
"1963-10-01 00:00:00","Newfoundland and Labrador",783
"1963-10-01 00:00:00","Prince Edward Island",257
"1963-10-01 00:00:00","Nova Scotia",1570
"1963-10-01 00:00:00","New Brunswick",1183
"1963-10-01 00:00:00",Quebec,9401
"1963-10-01 00:00:00",Ontario,13436
"1963-10-01 00:00:00",Manitoba,1968
"1963-10-01 00:00:00",Saskatchewan,1886
"1963-10-01 00:00:00",Alberta,2405
"1963-10-01 00:00:00","British Columbia",3915
"1963-10-01 00:00:00",Yukon,21
"1963-10-01 00:00:00","Northwest Territories including Nunavut",55
"1964-01-01 00:00:00",Canada,36724
"1964-01-01 00:00:00","Newfoundland and Labrador",817
"1964-01-01 00:00:00","Prince Edward Island",267
"1964-01-01 00:00:00","Nova Scotia",1543
"1964-01-01 00:00:00","New Brunswick",1183
"1964-01-01 00:00:00",Quebec,9191
"1964-01-01 00:00:00",Ontario,13097
"1964-01-01 00:00:00",Manitoba,1886
"1964-01-01 00:00:00",Saskatchewan,1841
"1964-01-01 00:00:00",Alberta,2420
"1964-01-01 00:00:00","British Columbia",4399
"1964-01-01 00:00:00",Yukon,30
"1964-01-01 00:00:00","Northwest Territories including Nunavut",50
"1964-04-01 00:00:00",Canada,35845
"1964-04-01 00:00:00","Newfoundland and Labrador",726
"1964-04-01 00:00:00","Prince Edward Island",237
"1964-04-01 00:00:00","Nova Scotia",1597
"1964-04-01 00:00:00","New Brunswick",1143
"1964-04-01 00:00:00",Quebec,9456
"1964-04-01 00:00:00",Ontario,12850
"1964-04-01 00:00:00",Manitoba,1928
"1964-04-01 00:00:00",Saskatchewan,1760
"1964-04-01 00:00:00",Alberta,2339
"1964-04-01 00:00:00","British Columbia",3743
"1964-04-01 00:00:00",Yukon,16
"1964-04-01 00:00:00","Northwest Territories including Nunavut",50
"1964-07-01 00:00:00",Canada,35550
"1964-07-01 00:00:00","Newfoundland and Labrador",720
"1964-07-01 00:00:00","Prince Edward Island",239
"1964-07-01 00:00:00","Nova Scotia",1526
"1964-07-01 00:00:00","New Brunswick",1218
"1964-07-01 00:00:00",Quebec,9228
"1964-07-01 00:00:00",Ontario,12639
"1964-07-01 00:00:00",Manitoba,1914
"1964-07-01 00:00:00",Saskatchewan,1838
"1964-07-01 00:00:00",Alberta,2335
"1964-07-01 00:00:00","British Columbia",3803
"1964-07-01 00:00:00",Yukon,17
"1964-07-01 00:00:00","Northwest Territories including Nunavut",73
"1964-10-01 00:00:00",Canada,37731
"1964-10-01 00:00:00","Newfoundland and Labrador",800
"1964-10-01 00:00:00","Prince Edward Island",238
"1964-10-01 00:00:00","Nova Scotia",1718
"1964-10-01 00:00:00","New Brunswick",1192
"1964-10-01 00:00:00",Quebec,9677
"1964-10-01 00:00:00",Ontario,13618
"1964-10-01 00:00:00",Manitoba,1993
"1964-10-01 00:00:00",Saskatchewan,1934
"1964-10-01 00:00:00",Alberta,2388
"1964-10-01 00:00:00","British Columbia",4106
"1964-10-01 00:00:00",Yukon,24
"1964-10-01 00:00:00","Northwest Territories including Nunavut",43
"1965-01-01 00:00:00",Canada,38200
"1965-01-01 00:00:00","Newfoundland and Labrador",883
"1965-01-01 00:00:00","Prince Edward Island",256
"1965-01-01 00:00:00","Nova Scotia",1712
"1965-01-01 00:00:00","New Brunswick",1148
"1965-01-01 00:00:00",Quebec,9881
"1965-01-01 00:00:00",Ontario,14144
"1965-01-01 00:00:00",Manitoba,1896
"1965-01-01 00:00:00",Saskatchewan,1838
"1965-01-01 00:00:00",Alberta,2404
"1965-01-01 00:00:00","British Columbia",3958
"1965-01-01 00:00:00",Yukon,23
"1965-01-01 00:00:00","Northwest Territories including Nunavut",57
"1965-04-01 00:00:00",Canada,36530
"1965-04-01 00:00:00","Newfoundland and Labrador",768
"1965-04-01 00:00:00","Prince Edward Island",262
"1965-04-01 00:00:00","Nova Scotia",1546
"1965-04-01 00:00:00","New Brunswick",1205
"1965-04-01 00:00:00",Quebec,9528
"1965-04-01 00:00:00",Ontario,13330
"1965-04-01 00:00:00",Manitoba,1888
"1965-04-01 00:00:00",Saskatchewan,1840
"1965-04-01 00:00:00",Alberta,2297
"1965-04-01 00:00:00","British Columbia",3800
"1965-04-01 00:00:00",Yukon,24
"1965-04-01 00:00:00","Northwest Territories including Nunavut",42
"1965-07-01 00:00:00",Canada,35926
"1965-07-01 00:00:00","Newfoundland and Labrador",744
"1965-07-01 00:00:00","Prince Edward Island",239
"1965-07-01 00:00:00","Nova Scotia",1462
"1965-07-01 00:00:00","New Brunswick",1196
"1965-07-01 00:00:00",Quebec,9463
"1965-07-01 00:00:00",Ontario,12742
"1965-07-01 00:00:00",Manitoba,1925
"1965-07-01 00:00:00",Saskatchewan,1822
"1965-07-01 00:00:00",Alberta,2424
"1965-07-01 00:00:00","British Columbia",3832
"1965-07-01 00:00:00",Yukon,23
"1965-07-01 00:00:00","Northwest Territories including Nunavut",54
"1965-10-01 00:00:00",Canada,38283
"1965-10-01 00:00:00","Newfoundland and Labrador",835
"1965-10-01 00:00:00","Prince Edward Island",279
"1965-10-01 00:00:00","Nova Scotia",1614
"1965-10-01 00:00:00","New Brunswick",1161
"1965-10-01 00:00:00",Quebec,9662
"1965-10-01 00:00:00",Ontario,14130
"1965-10-01 00:00:00",Manitoba,2007
"1965-10-01 00:00:00",Saskatchewan,1917
"1965-10-01 00:00:00",Alberta,2409
"1965-10-01 00:00:00","British Columbia",4194
"1965-10-01 00:00:00",Yukon,30
"1965-10-01 00:00:00","Northwest Territories including Nunavut",45
"1966-01-01 00:00:00",Canada,38189
"1966-01-01 00:00:00","Newfoundland and Labrador",818
"1966-01-01 00:00:00","Prince Edward Island",271
"1966-01-01 00:00:00","Nova Scotia",1632
"1966-01-01 00:00:00","New Brunswick",1164
"1966-01-01 00:00:00",Quebec,9715
"1966-01-01 00:00:00",Ontario,13550
"1966-01-01 00:00:00",Manitoba,2106
"1966-01-01 00:00:00",Saskatchewan,1882
"1966-01-01 00:00:00",Alberta,2566
"1966-01-01 00:00:00","British Columbia",4422
"1966-01-01 00:00:00",Yukon,21
"1966-01-01 00:00:00","Northwest Territories including Nunavut",42
"1966-04-01 00:00:00",Canada,38463
"1966-04-01 00:00:00","Newfoundland and Labrador",743
"1966-04-01 00:00:00","Prince Edward Island",278
"1966-04-01 00:00:00","Nova Scotia",1633
"1966-04-01 00:00:00","New Brunswick",1211
"1966-04-01 00:00:00",Quebec,9900
"1966-04-01 00:00:00",Ontario,14348
"1966-04-01 00:00:00",Manitoba,1972
"1966-04-01 00:00:00",Saskatchewan,1846
"1966-04-01 00:00:00",Alberta,2433
"1966-04-01 00:00:00","British Columbia",4012
"1966-04-01 00:00:00",Yukon,23
"1966-04-01 00:00:00","Northwest Territories including Nunavut",64
"1966-07-01 00:00:00",Canada,35675
"1966-07-01 00:00:00","Newfoundland and Labrador",792
"1966-07-01 00:00:00","Prince Edward Island",245
"1966-07-01 00:00:00","Nova Scotia",1564
"1966-07-01 00:00:00","New Brunswick",1155
"1966-07-01 00:00:00",Quebec,9374
"1966-07-01 00:00:00",Ontario,12738
"1966-07-01 00:00:00",Manitoba,1927
"1966-07-01 00:00:00",Saskatchewan,1785
"1966-07-01 00:00:00",Alberta,2259
"1966-07-01 00:00:00","British Columbia",3752
"1966-07-01 00:00:00",Yukon,25
"1966-07-01 00:00:00","Northwest Territories including Nunavut",59
"1966-10-01 00:00:00",Canada,37536
"1966-10-01 00:00:00","Newfoundland and Labrador",719
"1966-10-01 00:00:00","Prince Edward Island",254
"1966-10-01 00:00:00","Nova Scotia",1649
"1966-10-01 00:00:00","New Brunswick",1241
"1966-10-01 00:00:00",Quebec,9691
"1966-10-01 00:00:00",Ontario,13535
"1966-10-01 00:00:00",Manitoba,1933
"1966-10-01 00:00:00",Saskatchewan,1914
"1966-10-01 00:00:00",Alberta,2419
"1966-10-01 00:00:00","British Columbia",4104
"1966-10-01 00:00:00",Yukon,13
"1966-10-01 00:00:00","Northwest Territories including Nunavut",64
"1967-01-01 00:00:00",Canada,37305
"1967-01-01 00:00:00","Newfoundland and Labrador",782
"1967-01-01 00:00:00","Prince Edward Island",235
"1967-01-01 00:00:00","Nova Scotia",1665
"1967-01-01 00:00:00","New Brunswick",1236
"1967-01-01 00:00:00",Quebec,9646
"1967-01-01 00:00:00",Ontario,13605
"1967-01-01 00:00:00",Manitoba,1973
"1967-01-01 00:00:00",Saskatchewan,1738
"1967-01-01 00:00:00",Alberta,2332
"1967-01-01 00:00:00","British Columbia",4012
"1967-01-01 00:00:00",Yukon,25
"1967-01-01 00:00:00","Northwest Territories including Nunavut",56
"1967-04-01 00:00:00",Canada,37343
"1967-04-01 00:00:00","Newfoundland and Labrador",725
"1967-04-01 00:00:00","Prince Edward Island",275
"1967-04-01 00:00:00","Nova Scotia",1694
"1967-04-01 00:00:00","New Brunswick",1172
"1967-04-01 00:00:00",Quebec,9723
"1967-04-01 00:00:00",Ontario,13611
"1967-04-01 00:00:00",Manitoba,1872
"1967-04-01 00:00:00",Saskatchewan,1835
"1967-04-01 00:00:00",Alberta,2379
"1967-04-01 00:00:00","British Columbia",3997
"1967-04-01 00:00:00",Yukon,15
"1967-04-01 00:00:00","Northwest Territories including Nunavut",45
"1967-07-01 00:00:00",Canada,36809
"1967-07-01 00:00:00","Newfoundland and Labrador",783
"1967-07-01 00:00:00","Prince Edward Island",255
"1967-07-01 00:00:00","Nova Scotia",1576
"1967-07-01 00:00:00","New Brunswick",1280
"1967-07-01 00:00:00",Quebec,9612
"1967-07-01 00:00:00",Ontario,13169
"1967-07-01 00:00:00",Manitoba,1848
"1967-07-01 00:00:00",Saskatchewan,1912
"1967-07-01 00:00:00",Alberta,2391
"1967-07-01 00:00:00","British Columbia",3902
"1967-07-01 00:00:00",Yukon,16
"1967-07-01 00:00:00","Northwest Territories including Nunavut",65
"1967-10-01 00:00:00",Canada,38826
"1967-10-01 00:00:00","Newfoundland and Labrador",827
"1967-10-01 00:00:00","Prince Edward Island",273
"1967-10-01 00:00:00","Nova Scotia",1703
"1967-10-01 00:00:00","New Brunswick",1206
"1967-10-01 00:00:00",Quebec,9684
"1967-10-01 00:00:00",Ontario,14493
"1967-10-01 00:00:00",Manitoba,1936
"1967-10-01 00:00:00",Saskatchewan,1956
"1967-10-01 00:00:00",Alberta,2421
"1967-10-01 00:00:00","British Columbia",4259
"1967-10-01 00:00:00",Yukon,17
"1967-10-01 00:00:00","Northwest Territories including Nunavut",51
"1968-01-01 00:00:00",Canada,40802
"1968-01-01 00:00:00","Newfoundland and Labrador",838
"1968-01-01 00:00:00","Prince Edward Island",264
"1968-01-01 00:00:00","Nova Scotia",1837
"1968-01-01 00:00:00","New Brunswick",1308
"1968-01-01 00:00:00",Quebec,10770
"1968-01-01 00:00:00",Ontario,14848
"1968-01-01 00:00:00",Manitoba,2092
"1968-01-01 00:00:00",Saskatchewan,1885
"1968-01-01 00:00:00",Alberta,2514
"1968-01-01 00:00:00","British Columbia",4364
"1968-01-01 00:00:00",Yukon,18
"1968-01-01 00:00:00","Northwest Territories including Nunavut",64
"1968-04-01 00:00:00",Canada,37435
"1968-04-01 00:00:00","Newfoundland and Labrador",737
"1968-04-01 00:00:00","Prince Edward Island",232
"1968-04-01 00:00:00","Nova Scotia",1602
"1968-04-01 00:00:00","New Brunswick",1192
"1968-04-01 00:00:00",Quebec,9704
"1968-04-01 00:00:00",Ontario,13440
"1968-04-01 00:00:00",Manitoba,1986
"1968-04-01 00:00:00",Saskatchewan,1907
"1968-04-01 00:00:00",Alberta,2438
"1968-04-01 00:00:00","British Columbia",4130
"1968-04-01 00:00:00",Yukon,20
"1968-04-01 00:00:00","Northwest Territories including Nunavut",47
"1968-07-01 00:00:00",Canada,36729
"1968-07-01 00:00:00","Newfoundland and Labrador",758
"1968-07-01 00:00:00","Prince Edward Island",253
"1968-07-01 00:00:00","Nova Scotia",1505
"1968-07-01 00:00:00","New Brunswick",1215
"1968-07-01 00:00:00",Quebec,9454
"1968-07-01 00:00:00",Ontario,13332
"1968-07-01 00:00:00",Manitoba,1911
"1968-07-01 00:00:00",Saskatchewan,1847
"1968-07-01 00:00:00",Alberta,2381
"1968-07-01 00:00:00","British Columbia",3992
