ref_date,region,num_births
"1957-04-01 00:00:00",Yukon,122
"1957-04-01 00:00:00","Northwest Territories including Nunavut",225
"1957-07-01 00:00:00",Canada,121039
"1957-07-01 00:00:00","Newfoundland and Labrador",4060
"1957-07-01 00:00:00","Prince Edward Island",717
"1957-07-01 00:00:00","Nova Scotia",5073
"1957-07-01 00:00:00","New Brunswick",4506
"1957-07-01 00:00:00",Quebec,36024
"1957-07-01 00:00:00",Ontario,38693
"1957-07-01 00:00:00",Manitoba,5784
"1957-07-01 00:00:00",Saskatchewan,6264
"1957-07-01 00:00:00",Alberta,9301
"1957-07-01 00:00:00","British Columbia",10240
"1957-07-01 00:00:00",Yukon,155
"1957-07-01 00:00:00","Northwest Territories including Nunavut",222
"1957-10-01 00:00:00",Canada,113024
"1957-10-01 00:00:00","Newfoundland and Labrador",3876
"1957-10-01 00:00:00","Prince Edward Island",635
"1957-10-01 00:00:00","Nova Scotia",4657
"1957-10-01 00:00:00","New Brunswick",4149
"1957-10-01 00:00:00",Quebec,32512
"1957-10-01 00:00:00",Ontario,37473
"1957-10-01 00:00:00",Manitoba,5392
"1957-10-01 00:00:00",Saskatchewan,5632
"1957-10-01 00:00:00",Alberta,8719
"1957-10-01 00:00:00","British Columbia",9649
"1957-10-01 00:00:00",Yukon,117
"1957-10-01 00:00:00","Northwest Territories including Nunavut",213
"1958-01-01 00:00:00",Canada,113769
"1958-01-01 00:00:00","Newfoundland and Labrador",3483
"1958-01-01 00:00:00","Prince Edward Island",633
"1958-01-01 00:00:00","Nova Scotia",4568
"1958-01-01 00:00:00","New Brunswick",3905
"1958-01-01 00:00:00",Quebec,34432
"1958-01-01 00:00:00",Ontario,36883
"1958-01-01 00:00:00",Manitoba,5320
"1958-01-01 00:00:00",Saskatchewan,5571
"1958-01-01 00:00:00",Alberta,8948
"1958-01-01 00:00:00","British Columbia",9679
"1958-01-01 00:00:00",Yukon,119
"1958-01-01 00:00:00","Northwest Territories including Nunavut",228
"1958-04-01 00:00:00",Canada,122148
"1958-04-01 00:00:00","Newfoundland and Labrador",3700
"1958-04-01 00:00:00","Prince Edward Island",680
"1958-04-01 00:00:00","Nova Scotia",4872
"1958-04-01 00:00:00","New Brunswick",4280
"1958-04-01 00:00:00",Quebec,37814
"1958-04-01 00:00:00",Ontario,39013
"1958-04-01 00:00:00",Manitoba,5616
"1958-04-01 00:00:00",Saskatchewan,6141
"1958-04-01 00:00:00",Alberta,9498
"1958-04-01 00:00:00","British Columbia",10171
"1958-04-01 00:00:00",Yukon,123
"1958-04-01 00:00:00","Northwest Territories including Nunavut",240
"1958-07-01 00:00:00",Canada,118500
"1958-07-01 00:00:00","Newfoundland and Labrador",3742
"1958-07-01 00:00:00","Prince Edward Island",629
"1958-07-01 00:00:00","Nova Scotia",4689
"1958-07-01 00:00:00","New Brunswick",4087
"1958-07-01 00:00:00",Quebec,35502
"1958-07-01 00:00:00",Ontario,38646
"1958-07-01 00:00:00",Manitoba,5467
"1958-07-01 00:00:00",Saskatchewan,6133
"1958-07-01 00:00:00",Alberta,9128
"1958-07-01 00:00:00","British Columbia",10105
"1958-07-01 00:00:00",Yukon,128
"1958-07-01 00:00:00","Northwest Territories including Nunavut",244
"1958-10-01 00:00:00",Canada,115701
"1958-10-01 00:00:00","Newfoundland and Labrador",3890
"1958-10-01 00:00:00","Prince Edward Island",639
"1958-10-01 00:00:00","Nova Scotia",4769
"1958-10-01 00:00:00","New Brunswick",4142
"1958-10-01 00:00:00",Quebec,33648
"1958-10-01 00:00:00",Ontario,38095
"1958-10-01 00:00:00",Manitoba,5294
"1958-10-01 00:00:00",Saskatchewan,5998
"1958-10-01 00:00:00",Alberta,9268
"1958-10-01 00:00:00","British Columbia",9622
"1958-10-01 00:00:00",Yukon,103
"1958-10-01 00:00:00","Northwest Territories including Nunavut",233
"1959-01-01 00:00:00",Canada,117067
"1959-01-01 00:00:00","Newfoundland and Labrador",3594
"1959-01-01 00:00:00","Prince Edward Island",615
"1959-01-01 00:00:00","Nova Scotia",4628
"1959-01-01 00:00:00","New Brunswick",3988
"1959-01-01 00:00:00",Quebec,34949
"1959-01-01 00:00:00",Ontario,38759
"1959-01-01 00:00:00",Manitoba,5554
"1959-01-01 00:00:00",Saskatchewan,5926
"1959-01-01 00:00:00",Alberta,9075
"1959-01-01 00:00:00","British Columbia",9588
"1959-01-01 00:00:00",Yukon,123
"1959-01-01 00:00:00","Northwest Territories including Nunavut",268
"1959-04-01 00:00:00",Canada,123930
"1959-04-01 00:00:00","Newfoundland and Labrador",3674
"1959-04-01 00:00:00","Prince Edward Island",741
"1959-04-01 00:00:00","Nova Scotia",4935
"1959-04-01 00:00:00","New Brunswick",4182
"1959-04-01 00:00:00",Quebec,37899
"1959-04-01 00:00:00",Ontario,39882
"1959-04-01 00:00:00",Manitoba,5855
"1959-04-01 00:00:00",Saskatchewan,6311
"1959-04-01 00:00:00",Alberta,9957
"1959-04-01 00:00:00","British Columbia",10112
"1959-04-01 00:00:00",Yukon,138
"1959-04-01 00:00:00","Northwest Territories including Nunavut",244
"1959-07-01 00:00:00",Canada,123674
"1959-07-01 00:00:00","Newfoundland and Labrador",3909
"1959-07-01 00:00:00","Prince Edward Island",675
"1959-07-01 00:00:00","Nova Scotia",4920
"1959-07-01 00:00:00","New Brunswick",4308
"1959-07-01 00:00:00",Quebec,36458
"1959-07-01 00:00:00",Ontario,40437
"1959-07-01 00:00:00",Manitoba,5902
"1959-07-01 00:00:00",Saskatchewan,6376
"1959-07-01 00:00:00",Alberta,9809
"1959-07-01 00:00:00","British Columbia",10489
"1959-07-01 00:00:00",Yukon,146
"1959-07-01 00:00:00","Northwest Territories including Nunavut",245
"1959-10-01 00:00:00",Canada,114604
"1959-10-01 00:00:00","Newfoundland and Labrador",3649
"1959-10-01 00:00:00","Prince Edward Island",689
"1959-10-01 00:00:00","Nova Scotia",4555
"1959-10-01 00:00:00","New Brunswick",4008
"1959-10-01 00:00:00",Quebec,33077
"1959-10-01 00:00:00",Ontario,38046
"1959-10-01 00:00:00",Manitoba,5490
"1959-10-01 00:00:00",Saskatchewan,5706
"1959-10-01 00:00:00",Alberta,9239
"1959-10-01 00:00:00","British Columbia",9782
"1959-10-01 00:00:00",Yukon,130
"1959-10-01 00:00:00","Northwest Territories including Nunavut",233
"1960-01-01 00:00:00",Canada,114856
"1960-01-01 00:00:00","Newfoundland and Labrador",3474
"1960-01-01 00:00:00","Prince Edward Island",601
"1960-01-01 00:00:00","Nova Scotia",4510
"1960-01-01 00:00:00","New Brunswick",3804
"1960-01-01 00:00:00",Quebec,33165
"1960-01-01 00:00:00",Ontario,38320
"1960-01-01 00:00:00",Manitoba,5485
"1960-01-01 00:00:00",Saskatchewan,5810
"1960-01-01 00:00:00",Alberta,9402
"1960-01-01 00:00:00","British Columbia",9883
"1960-01-01 00:00:00",Yukon,132
"1960-01-01 00:00:00","Northwest Territories including Nunavut",270
"1960-04-01 00:00:00",Canada,123188
"1960-04-01 00:00:00","Newfoundland and Labrador",3916
"1960-04-01 00:00:00","Prince Edward Island",707
"1960-04-01 00:00:00","Nova Scotia",5029
"1960-04-01 00:00:00","New Brunswick",4224
"1960-04-01 00:00:00",Quebec,36032
"1960-04-01 00:00:00",Ontario,39689
"1960-04-01 00:00:00",Manitoba,6143
"1960-04-01 00:00:00",Saskatchewan,6393
"1960-04-01 00:00:00",Alberta,10228
"1960-04-01 00:00:00","British Columbia",10432
"1960-04-01 00:00:00",Yukon,129
"1960-04-01 00:00:00","Northwest Territories including Nunavut",266
"1960-07-01 00:00:00",Canada,125397
"1960-07-01 00:00:00","Newfoundland and Labrador",4049
"1960-07-01 00:00:00","Prince Edward Island",751
"1960-07-01 00:00:00","Nova Scotia",4926
"1960-07-01 00:00:00","New Brunswick",4280
"1960-07-01 00:00:00",Quebec,36187
"1960-07-01 00:00:00",Ontario,41807
"1960-07-01 00:00:00",Manitoba,6168
"1960-07-01 00:00:00",Saskatchewan,6256
"1960-07-01 00:00:00",Alberta,10116
"1960-07-01 00:00:00","British Columbia",10428
"1960-07-01 00:00:00",Yukon,150
"1960-07-01 00:00:00","Northwest Territories including Nunavut",279
"1960-10-01 00:00:00",Canada,115110
"1960-10-01 00:00:00","Newfoundland and Labrador",3734
"1960-10-01 00:00:00","Prince Edward Island",675
"1960-10-01 00:00:00","Nova Scotia",4661
"1960-10-01 00:00:00","New Brunswick",4033
"1960-10-01 00:00:00",Quebec,32466
"1960-10-01 00:00:00",Ontario,39429
"1960-10-01 00:00:00",Manitoba,5441
"1960-10-01 00:00:00",Saskatchewan,5629
"1960-10-01 00:00:00",Alberta,9263
"1960-10-01 00:00:00","British Columbia",9373
"1960-10-01 00:00:00",Yukon,127
"1960-10-01 00:00:00","Northwest Territories including Nunavut",279
"1961-01-01 00:00:00",Canada,116011
"1961-01-01 00:00:00","Newfoundland and Labrador",3564
"1961-01-01 00:00:00","Prince Edward Island",697
"1961-01-01 00:00:00","Nova Scotia",4667
"1961-01-01 00:00:00","New Brunswick",3936
"1961-01-01 00:00:00",Quebec,33620
"1961-01-01 00:00:00",Ontario,38846
"1961-01-01 00:00:00",Manitoba,5548
"1961-01-01 00:00:00",Saskatchewan,5818
"1961-01-01 00:00:00",Alberta,9444
"1961-01-01 00:00:00","British Columbia",9455
"1961-01-01 00:00:00",Yukon,127
"1961-01-01 00:00:00","Northwest Territories including Nunavut",289
"1961-04-01 00:00:00",Canada,122901
"1961-04-01 00:00:00","Newfoundland and Labrador",3759
"1961-04-01 00:00:00","Prince Edward Island",757
"1961-04-01 00:00:00","Nova Scotia",4977
"1961-04-01 00:00:00","New Brunswick",4261
"1961-04-01 00:00:00",Quebec,36580
"1961-04-01 00:00:00",Ontario,40405
"1961-04-01 00:00:00",Manitoba,6018
"1961-04-01 00:00:00",Saskatchewan,6096
"1961-04-01 00:00:00",Alberta,9953
"1961-04-01 00:00:00","British Columbia",9676
"1961-04-01 00:00:00",Yukon,141
"1961-04-01 00:00:00","Northwest Territories including Nunavut",278
"1961-07-01 00:00:00",Canada,122037
"1961-07-01 00:00:00","Newfoundland and Labrador",4048
"1961-07-01 00:00:00","Prince Edward Island",739
"1961-07-01 00:00:00","Nova Scotia",5024
"1961-07-01 00:00:00","New Brunswick",4337
"1961-07-01 00:00:00",Quebec,34786
"1961-07-01 00:00:00",Ontario,40244
"1961-07-01 00:00:00",Manitoba,6048
"1961-07-01 00:00:00",Saskatchewan,6281
"1961-07-01 00:00:00",Alberta,10081
"1961-07-01 00:00:00","British Columbia",10038
"1961-07-01 00:00:00",Yukon,133
"1961-07-01 00:00:00","Northwest Territories including Nunavut",278
"1961-10-01 00:00:00",Canada,114751
"1961-10-01 00:00:00","Newfoundland and Labrador",4220
"1961-10-01 00:00:00","Prince Edward Island",645
"1961-10-01 00:00:00","Nova Scotia",4714
"1961-10-01 00:00:00","New Brunswick",4056
"1961-10-01 00:00:00",Quebec,32188
"1961-10-01 00:00:00",Ontario,38168
"1961-10-01 00:00:00",Manitoba,5674
"1961-10-01 00:00:00",Saskatchewan,5799
"1961-10-01 00:00:00",Alberta,9436
"1961-10-01 00:00:00","British Columbia",9422
"1961-10-01 00:00:00",Yukon,157
"1961-10-01 00:00:00","Northwest Territories including Nunavut",272
"1962-01-01 00:00:00",Canada,113641
"1962-01-01 00:00:00","Newfoundland and Labrador",3612
"1962-01-01 00:00:00","Prince Edward Island",616
"1962-01-01 00:00:00","Nova Scotia",4837
"1962-01-01 00:00:00","New Brunswick",3950
"1962-01-01 00:00:00",Quebec,32872
"1962-01-01 00:00:00",Ontario,37977
"1962-01-01 00:00:00",Manitoba,5458
"1962-01-01 00:00:00",Saskatchewan,5505
"1962-01-01 00:00:00",Alberta,9261
"1962-01-01 00:00:00","British Columbia",9129
"1962-01-01 00:00:00",Yukon,130
"1962-01-01 00:00:00","Northwest Territories including Nunavut",294
"1962-04-01 00:00:00",Canada,120641
"1962-04-01 00:00:00","Newfoundland and Labrador",3790
"1962-04-01 00:00:00","Prince Edward Island",772
"1962-04-01 00:00:00","Nova Scotia",4954
"1962-04-01 00:00:00","New Brunswick",4141
"1962-04-01 00:00:00",Quebec,35488
"1962-04-01 00:00:00",Ontario,38830
"1962-04-01 00:00:00",Manitoba,6027
"1962-04-01 00:00:00",Saskatchewan,6202
"1962-04-01 00:00:00",Alberta,10129
"1962-04-01 00:00:00","British Columbia",9868
"1962-04-01 00:00:00",Yukon,139
"1962-04-01 00:00:00","Northwest Territories including Nunavut",301
"1962-07-01 00:00:00",Canada,122008
"1962-07-01 00:00:00","Newfoundland and Labrador",3845
"1962-07-01 00:00:00","Prince Edward Island",764
"1962-07-01 00:00:00","Nova Scotia",4948
"1962-07-01 00:00:00","New Brunswick",4290
"1962-07-01 00:00:00",Quebec,35092
"1962-07-01 00:00:00",Ontario,40692
"1962-07-01 00:00:00",Manitoba,6011
"1962-07-01 00:00:00",Saskatchewan,5911
"1962-07-01 00:00:00",Alberta,10159
"1962-07-01 00:00:00","British Columbia",9874
"1962-07-01 00:00:00",Yukon,147
"1962-07-01 00:00:00","Northwest Territories including Nunavut",275
"1962-10-01 00:00:00",Canada,113403
"1962-10-01 00:00:00","Newfoundland and Labrador",3817
"1962-10-01 00:00:00","Prince Edward Island",653
"1962-10-01 00:00:00","Nova Scotia",4693
"1962-10-01 00:00:00","New Brunswick",4086
"1962-10-01 00:00:00",Quebec,31548
"1962-10-01 00:00:00",Ontario,38554
"1962-10-01 00:00:00",Manitoba,5422
"1962-10-01 00:00:00",Saskatchewan,5723
"1962-10-01 00:00:00",Alberta,9255
"1962-10-01 00:00:00","British Columbia",9257
"1962-10-01 00:00:00",Yukon,131
"1962-10-01 00:00:00","Northwest Territories including Nunavut",264
"1963-01-01 00:00:00",Canada,113861
"1963-01-01 00:00:00","Newfoundland and Labrador",3671
"1963-01-01 00:00:00","Prince Edward Island",715
"1963-01-01 00:00:00","Nova Scotia",4652
"1963-01-01 00:00:00","New Brunswick",3831
"1963-01-01 00:00:00",Quebec,33124
"1963-01-01 00:00:00",Ontario,37590
"1963-01-01 00:00:00",Manitoba,5670
"1963-01-01 00:00:00",Saskatchewan,5563
"1963-01-01 00:00:00",Alberta,9396
"1963-01-01 00:00:00","British Columbia",9246
"1963-01-01 00:00:00",Yukon,112
"1963-01-01 00:00:00","Northwest Territories including Nunavut",291
"1963-04-01 00:00:00",Canada,122139
"1963-04-01 00:00:00","Newfoundland and Labrador",3889
"1963-04-01 00:00:00","Prince Edward Island",733
"1963-04-01 00:00:00","Nova Scotia",4905
"1963-04-01 00:00:00","New Brunswick",4058
"1963-04-01 00:00:00",Quebec,36192
"1963-04-01 00:00:00",Ontario,39993
"1963-04-01 00:00:00",Manitoba,5930
"1963-04-01 00:00:00",Saskatchewan,6310
"1963-04-01 00:00:00",Alberta,10016
"1963-04-01 00:00:00","British Columbia",9680
"1963-04-01 00:00:00",Yukon,136
"1963-04-01 00:00:00","Northwest Territories including Nunavut",297
"1963-07-01 00:00:00",Canada,120043
"1963-07-01 00:00:00","Newfoundland and Labrador",4037
"1963-07-01 00:00:00","Prince Edward Island",773
"1963-07-01 00:00:00","Nova Scotia",4861
"1963-07-01 00:00:00","New Brunswick",4088
"1963-07-01 00:00:00",Quebec,34032
"1963-07-01 00:00:00",Ontario,40151
"1963-07-01 00:00:00",Manitoba,5929
"1963-07-01 00:00:00",Saskatchewan,6124
"1963-07-01 00:00:00",Alberta,9916
"1963-07-01 00:00:00","British Columbia",9691
"1963-07-01 00:00:00",Yukon,136
"1963-07-01 00:00:00","Northwest Territories including Nunavut",305
"1963-10-01 00:00:00",Canada,109724
"1963-10-01 00:00:00","Newfoundland and Labrador",3846
"1963-10-01 00:00:00","Prince Edward Island",728
"1963-10-01 00:00:00","Nova Scotia",4558
"1963-10-01 00:00:00","New Brunswick",3794
"1963-10-01 00:00:00",Quebec,30292
"1963-10-01 00:00:00",Ontario,37355
"1963-10-01 00:00:00",Manitoba,5222
"1963-10-01 00:00:00",Saskatchewan,5546
"1963-10-01 00:00:00",Alberta,9139
"1963-10-01 00:00:00","British Columbia",8861
"1963-10-01 00:00:00",Yukon,115
"1963-10-01 00:00:00","Northwest Territories including Nunavut",268
"1964-01-01 00:00:00",Canada,111315
"1964-01-01 00:00:00","Newfoundland and Labrador",3561
"1964-01-01 00:00:00","Prince Edward Island",660
"1964-01-01 00:00:00","Nova Scotia",4523
"1964-01-01 00:00:00","New Brunswick",3689
"1964-01-01 00:00:00",Quebec,31830
"1964-01-01 00:00:00",Ontario,37462
"1964-01-01 00:00:00",Manitoba,5383
"1964-01-01 00:00:00",Saskatchewan,5638
"1964-01-01 00:00:00",Alberta,9165
"1964-01-01 00:00:00","British Columbia",8962
"1964-01-01 00:00:00",Yukon,135
"1964-01-01 00:00:00","Northwest Territories including Nunavut",307
"1964-04-01 00:00:00",Canada,118283
"1964-04-01 00:00:00","Newfoundland and Labrador",3751
"1964-04-01 00:00:00","Prince Edward Island",713
"1964-04-01 00:00:00","Nova Scotia",4724
"1964-04-01 00:00:00","New Brunswick",3912
"1964-04-01 00:00:00",Quebec,35089
"1964-04-01 00:00:00",Ontario,39311
"1964-04-01 00:00:00",Manitoba,5638
"1964-04-01 00:00:00",Saskatchewan,5856
"1964-04-01 00:00:00",Alberta,9472
"1964-04-01 00:00:00","British Columbia",9340
"1964-04-01 00:00:00",Yukon,130
"1964-04-01 00:00:00","Northwest Territories including Nunavut",347
"1964-07-01 00:00:00",Canada,116250
"1964-07-01 00:00:00","Newfoundland and Labrador",3878
"1964-07-01 00:00:00","Prince Edward Island",721
"1964-07-01 00:00:00","Nova Scotia",4700
"1964-07-01 00:00:00","New Brunswick",4051
"1964-07-01 00:00:00",Quebec,33502
"1964-07-01 00:00:00",Ontario,39101
"1964-07-01 00:00:00",Manitoba,5708
"1964-07-01 00:00:00",Saskatchewan,5829
"1964-07-01 00:00:00",Alberta,9102
"1964-07-01 00:00:00","British Columbia",9199
"1964-07-01 00:00:00",Yukon,147
"1964-07-01 00:00:00","Northwest Territories including Nunavut",312
"1964-10-01 00:00:00",Canada,107067
"1964-10-01 00:00:00","Newfoundland and Labrador",3490
"1964-10-01 00:00:00","Prince Edward Island",633
"1964-10-01 00:00:00","Nova Scotia",4367
"1964-10-01 00:00:00","New Brunswick",3686
"1964-10-01 00:00:00",Quebec,30424
"1964-10-01 00:00:00",Ontario,36855
"1964-10-01 00:00:00",Manitoba,5025
"1964-10-01 00:00:00",Saskatchewan,5359
"1964-10-01 00:00:00",Alberta,8430
"1964-10-01 00:00:00","British Columbia",8396
"1964-10-01 00:00:00",Yukon,102
"1964-10-01 00:00:00","Northwest Territories including Nunavut",300
"1965-01-01 00:00:00",Canada,105247
"1965-01-01 00:00:00","Newfoundland and Labrador",3576
"1965-01-01 00:00:00","Prince Edward Island",614
"1965-01-01 00:00:00","Nova Scotia",4250
"1965-01-01 00:00:00","New Brunswick",3525
"1965-01-01 00:00:00",Quebec,30460
"1965-01-01 00:00:00",Ontario,35329
"1965-01-01 00:00:00",Manitoba,5022
"1965-01-01 00:00:00",Saskatchewan,5222
"1965-01-01 00:00:00",Alberta,8349
"1965-01-01 00:00:00","British Columbia",8453
"1965-01-01 00:00:00",Yukon,112
"1965-01-01 00:00:00","Northwest Territories including Nunavut",335
"1965-04-01 00:00:00",Canada,110285
"1965-04-01 00:00:00","Newfoundland and Labrador",3639
"1965-04-01 00:00:00","Prince Edward Island",676
"1965-04-01 00:00:00","Nova Scotia",4335
"1965-04-01 00:00:00","New Brunswick",3669
"1965-04-01 00:00:00",Quebec,33180
"1965-04-01 00:00:00",Ontario,36590
"1965-04-01 00:00:00",Manitoba,5284
"1965-04-01 00:00:00",Saskatchewan,5313
"1965-04-01 00:00:00",Alberta,8608
"1965-04-01 00:00:00","British Columbia",8605
"1965-04-01 00:00:00",Yukon,105
"1965-04-01 00:00:00","Northwest Territories including Nunavut",281
"1965-07-01 00:00:00",Canada,106970
"1965-07-01 00:00:00","Newfoundland and Labrador",3807
"1965-07-01 00:00:00","Prince Edward Island",675
"1965-07-01 00:00:00","Nova Scotia",4214
"1965-07-01 00:00:00","New Brunswick",3650
"1965-07-01 00:00:00",Quebec,30672
"1965-07-01 00:00:00",Ontario,36550
"1965-07-01 00:00:00",Manitoba,5142
"1965-07-01 00:00:00",Saskatchewan,5151
"1965-07-01 00:00:00",Alberta,8072
"1965-07-01 00:00:00","British Columbia",8635
"1965-07-01 00:00:00",Yukon,114
"1965-07-01 00:00:00","Northwest Territories including Nunavut",288
"1965-10-01 00:00:00",Canada,96093
"1965-10-01 00:00:00","Newfoundland and Labrador",3718
"1965-10-01 00:00:00","Prince Edward Island",552
"1965-10-01 00:00:00","Nova Scotia",3725
"1965-10-01 00:00:00","New Brunswick",3331
"1965-10-01 00:00:00",Quebec,26295
"1965-10-01 00:00:00",Ontario,33141
"1965-10-01 00:00:00",Manitoba,4528
"1965-10-01 00:00:00",Saskatchewan,4808
"1965-10-01 00:00:00",Alberta,7635
"1965-10-01 00:00:00","British Columbia",7976
"1965-10-01 00:00:00",Yukon,97
"1965-10-01 00:00:00","Northwest Territories including Nunavut",287
"1966-01-01 00:00:00",Canada,95717
"1966-01-01 00:00:00","Newfoundland and Labrador",3537
"1966-01-01 00:00:00","Prince Edward Island",524
"1966-01-01 00:00:00","Nova Scotia",3781
"1966-01-01 00:00:00","New Brunswick",3161
"1966-01-01 00:00:00",Quebec,27371
"1966-01-01 00:00:00",Ontario,32086
"1966-01-01 00:00:00",Manitoba,4579
"1966-01-01 00:00:00",Saskatchewan,4778
"1966-01-01 00:00:00",Alberta,7536
"1966-01-01 00:00:00","British Columbia",7953
"1966-01-01 00:00:00",Yukon,94
"1966-01-01 00:00:00","Northwest Territories including Nunavut",317
"1966-04-01 00:00:00",Canada,102192
"1966-04-01 00:00:00","Newfoundland and Labrador",3374
"1966-04-01 00:00:00","Prince Edward Island",594
"1966-04-01 00:00:00","Nova Scotia",4056
"1966-04-01 00:00:00","New Brunswick",3283
"1966-04-01 00:00:00",Quebec,30175
"1966-04-01 00:00:00",Ontario,34434
"1966-04-01 00:00:00",Manitoba,4728
"1966-04-01 00:00:00",Saskatchewan,4899
"1966-04-01 00:00:00",Alberta,7921
"1966-04-01 00:00:00","British Columbia",8319
"1966-04-01 00:00:00",Yukon,92
"1966-04-01 00:00:00","Northwest Territories including Nunavut",317
"1966-07-01 00:00:00",Canada,98726
"1966-07-01 00:00:00","Newfoundland and Labrador",3643
"1966-07-01 00:00:00","Prince Edward Island",564
"1966-07-01 00:00:00","Nova Scotia",3830
"1966-07-01 00:00:00","New Brunswick",3343
"1966-07-01 00:00:00",Quebec,27765
"1966-07-01 00:00:00",Ontario,33426
"1966-07-01 00:00:00",Manitoba,4666
"1966-07-01 00:00:00",Saskatchewan,4799
"1966-07-01 00:00:00",Alberta,7954
"1966-07-01 00:00:00","British Columbia",8383
"1966-07-01 00:00:00",Yukon,95
"1966-07-01 00:00:00","Northwest Territories including Nunavut",258
"1966-10-01 00:00:00",Canada,91075
"1966-10-01 00:00:00","Newfoundland and Labrador",3530
"1966-10-01 00:00:00","Prince Edward Island",517
"1966-10-01 00:00:00","Nova Scotia",3553
"1966-10-01 00:00:00","New Brunswick",2935
"1966-10-01 00:00:00",Quebec,24567
"1966-10-01 00:00:00",Ontario,31996
"1966-10-01 00:00:00",Manitoba,4034
"1966-10-01 00:00:00",Saskatchewan,4561
"1966-10-01 00:00:00",Alberta,7181
"1966-10-01 00:00:00","British Columbia",7847
"1966-10-01 00:00:00",Yukon,88
"1966-10-01 00:00:00","Northwest Territories including Nunavut",266
"1967-01-01 00:00:00",Canada,90988
"1967-01-01 00:00:00","Newfoundland and Labrador",3126
"1967-01-01 00:00:00","Prince Edward Island",534
"1967-01-01 00:00:00","Nova Scotia",3450
"1967-01-01 00:00:00","New Brunswick",3027
"1967-01-01 00:00:00",Quebec,25806
"1967-01-01 00:00:00",Ontario,30595
"1967-01-01 00:00:00",Manitoba,4243
"1967-01-01 00:00:00",Saskatchewan,4349
"1967-01-01 00:00:00",Alberta,7496
"1967-01-01 00:00:00","British Columbia",7988
"1967-01-01 00:00:00",Yukon,91
"1967-01-01 00:00:00","Northwest Territories including Nunavut",283
"1967-04-01 00:00:00",Canada,97962
"1967-04-01 00:00:00","Newfoundland and Labrador",3278
"1967-04-01 00:00:00","Prince Edward Island",495
"1967-04-01 00:00:00","Nova Scotia",3831
"1967-04-01 00:00:00","New Brunswick",3259
"1967-04-01 00:00:00",Quebec,27738
"1967-04-01 00:00:00",Ontario,33316
"1967-04-01 00:00:00",Manitoba,4426
"1967-04-01 00:00:00",Saskatchewan,4726
"1967-04-01 00:00:00",Alberta,7943
"1967-04-01 00:00:00","British Columbia",8565
"1967-04-01 00:00:00",Yukon,79
"1967-04-01 00:00:00","Northwest Territories including Nunavut",306
"1967-07-01 00:00:00",Canada,94611
"1967-07-01 00:00:00","Newfoundland and Labrador",3333
"1967-07-01 00:00:00","Prince Edward Island",531
"1967-07-01 00:00:00","Nova Scotia",3664
"1967-07-01 00:00:00","New Brunswick",3167
"1967-07-01 00:00:00",Quebec,25348
"1967-07-01 00:00:00",Ontario,32515
"1967-07-01 00:00:00",Manitoba,4452
"1967-07-01 00:00:00",Saskatchewan,4695
"1967-07-01 00:00:00",Alberta,7928
"1967-07-01 00:00:00","British Columbia",8553
"1967-07-01 00:00:00",Yukon,106
"1967-07-01 00:00:00","Northwest Territories including Nunavut",319
"1967-10-01 00:00:00",Canada,87333
"1967-10-01 00:00:00","Newfoundland and Labrador",3107
"1967-10-01 00:00:00","Prince Edward Island",487
"1967-10-01 00:00:00","Nova Scotia",3367
"1967-10-01 00:00:00","New Brunswick",2900
"1967-10-01 00:00:00",Quebec,22579
"1967-10-01 00:00:00",Ontario,31083
"1967-10-01 00:00:00",Manitoba,4059
"1967-10-01 00:00:00",Saskatchewan,4223
"1967-10-01 00:00:00",Alberta,7324
"1967-10-01 00:00:00","British Columbia",7793
"1967-10-01 00:00:00",Yukon,109
"1967-10-01 00:00:00","Northwest Territories including Nunavut",302
"1968-01-01 00:00:00",Canada,89091
"1968-01-01 00:00:00","Newfoundland and Labrador",3159
"1968-01-01 00:00:00","Prince Edward Island",497
"1968-01-01 00:00:00","Nova Scotia",3457
"1968-01-01 00:00:00","New Brunswick",2827
"1968-01-01 00:00:00",Quebec,24356
"1968-01-01 00:00:00",Ontario,30560
"1968-01-01 00:00:00",Manitoba,4166
"1968-01-01 00:00:00",Saskatchewan,4467
"1968-01-01 00:00:00",Alberta,7257
"1968-01-01 00:00:00","British Columbia",7937
"1968-01-01 00:00:00",Yukon,85
"1968-01-01 00:00:00","Northwest Territories including Nunavut",323
"1968-04-01 00:00:00",Canada,95423
"1968-04-01 00:00:00","Newfoundland and Labrador",3264
"1968-04-01 00:00:00","Prince Edward Island",565
"1968-04-01 00:00:00","Nova Scotia",3477
"1968-04-01 00:00:00","New Brunswick",3037
"1968-04-01 00:00:00",Quebec,26343
"1968-04-01 00:00:00",Ontario,32465
"1968-04-01 00:00:00",Manitoba,4526
"1968-04-01 00:00:00",Saskatchewan,4725
"1968-04-01 00:00:00",Alberta,7885
"1968-04-01 00:00:00","British Columbia",8734
"1968-04-01 00:00:00",Yukon,94
"1968-04-01 00:00:00","Northwest Territories including Nunavut",308
"1968-07-01 00:00:00",Canada,93622
"1968-07-01 00:00:00","Newfoundland and Labrador",3334
"1968-07-01 00:00:00","Prince Edward Island",545
"1968-07-01 00:00:00","Nova Scotia",3581
"1968-07-01 00:00:00","New Brunswick",2911
"1968-07-01 00:00:00",Quebec,24816
"1968-07-01 00:00:00",Ontario,32164
"1968-07-01 00:00:00",Manitoba,4556
