ref_date,region,destination,num_people,region_pop,percent_of_region_pop,destination_pop,percent_of_destination_pop
"1978-10-01 00:00:00","Alberta, province of origin","Northwest Territories including Nunavut, province of destination",155,2047919,0.0076,45432,0.3412
"1978-10-01 00:00:00","Alberta, province of origin","Nova Scotia, province of destination",325,2047919,0.0159,846612,0.0384
"1978-10-01 00:00:00","Alberta, province of origin","Ontario, province of destination",2625,2047919,0.1282,8604263,0.0305
"1978-10-01 00:00:00","Alberta, province of origin","Prince Edward Island, province of destination",35,2047919,0.0017,121952,0.0287
"1978-10-01 00:00:00","Alberta, province of origin","Quebec, province of destination",272,2047919,0.0133,6442774,0.0042
"1978-10-01 00:00:00","Alberta, province of origin","Saskatchewan, province of destination",1401,2047919,0.0684,954473,0.1468
"1978-10-01 00:00:00","Alberta, province of origin","Yukon, province of destination",75,2047919,0.0037,23120,0.3244
"1978-10-01 00:00:00","British Columbia, province of origin","Alberta, province of destination",4864,2632020,0.1848,2047919,0.2375
"1978-10-01 00:00:00","British Columbia, province of origin","Manitoba, province of destination",561,2632020,0.0213,1038528,0.0540
"1978-10-01 00:00:00","British Columbia, province of origin","New Brunswick, province of destination",156,2632020,0.0059,699937,0.0223
"1978-10-01 00:00:00","British Columbia, province of origin","Newfoundland and Labrador, province of destination",70,2632020,0.0027,568417,0.0123
"1978-10-01 00:00:00","British Columbia, province of origin","Northwest Territories including Nunavut, province of destination",94,2632020,0.0036,45432,0.2069
"1978-10-01 00:00:00","British Columbia, province of origin","Nova Scotia, province of destination",348,2632020,0.0132,846612,0.0411
"1978-10-01 00:00:00","British Columbia, province of origin","Ontario, province of destination",2689,2632020,0.1022,8604263,0.0313
"1978-10-01 00:00:00","British Columbia, province of origin","Prince Edward Island, province of destination",30,2632020,0.0011,121952,0.0246
"1978-10-01 00:00:00","British Columbia, province of origin","Quebec, province of destination",476,2632020,0.0181,6442774,0.0074
"1978-10-01 00:00:00","British Columbia, province of origin","Saskatchewan, province of destination",609,2632020,0.0231,954473,0.0638
"1978-10-01 00:00:00","British Columbia, province of origin","Yukon, province of destination",216,2632020,0.0082,23120,0.9343
"1978-10-01 00:00:00","Manitoba, province of origin","Alberta, province of destination",1916,1038528,0.1845,2047919,0.0936
"1978-10-01 00:00:00","Manitoba, province of origin","British Columbia, province of destination",1343,1038528,0.1293,2632020,0.0510
"1978-10-01 00:00:00","Manitoba, province of origin","New Brunswick, province of destination",82,1038528,0.0079,699937,0.0117
"1978-10-01 00:00:00","Manitoba, province of origin","Newfoundland and Labrador, province of destination",67,1038528,0.0065,568417,0.0118
"1978-10-01 00:00:00","Manitoba, province of origin","Northwest Territories including Nunavut, province of destination",42,1038528,0.0040,45432,0.0924
"1978-10-01 00:00:00","Manitoba, province of origin","Nova Scotia, province of destination",140,1038528,0.0135,846612,0.0165
"1978-10-01 00:00:00","Manitoba, province of origin","Ontario, province of destination",1439,1038528,0.1386,8604263,0.0167
"1978-10-01 00:00:00","Manitoba, province of origin","Prince Edward Island, province of destination",30,1038528,0.0029,121952,0.0246
"1978-10-01 00:00:00","Manitoba, province of origin","Quebec, province of destination",88,1038528,0.0085,6442774,0.0014
"1978-10-01 00:00:00","Manitoba, province of origin","Saskatchewan, province of destination",920,1038528,0.0886,954473,0.0964
"1978-10-01 00:00:00","Manitoba, province of origin","Yukon, province of destination",28,1038528,0.0027,23120,0.1211
"1978-10-01 00:00:00","New Brunswick, province of origin","Alberta, province of destination",535,699937,0.0764,2047919,0.0261
"1978-10-01 00:00:00","New Brunswick, province of origin","British Columbia, province of destination",302,699937,0.0431,2632020,0.0115
"1978-10-01 00:00:00","New Brunswick, province of origin","Manitoba, province of destination",62,699937,0.0089,1038528,0.0060
"1978-10-01 00:00:00","New Brunswick, province of origin","Newfoundland and Labrador, province of destination",114,699937,0.0163,568417,0.0201
"1978-10-01 00:00:00","New Brunswick, province of origin","Northwest Territories including Nunavut, province of destination",21,699937,0.0030,45432,0.0462
"1978-10-01 00:00:00","New Brunswick, province of origin","Nova Scotia, province of destination",709,699937,0.1013,846612,0.0837
"1978-10-01 00:00:00","New Brunswick, province of origin","Ontario, province of destination",1056,699937,0.1509,8604263,0.0123
"1978-10-01 00:00:00","New Brunswick, province of origin","Prince Edward Island, province of destination",114,699937,0.0163,121952,0.0935
"1978-10-01 00:00:00","New Brunswick, province of origin","Quebec, province of destination",375,699937,0.0536,6442774,0.0058
"1978-10-01 00:00:00","New Brunswick, province of origin","Saskatchewan, province of destination",63,699937,0.0090,954473,0.0066
"1978-10-01 00:00:00","New Brunswick, province of origin","Yukon, province of destination",0,699937,0.0000,23120,0.0000
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Alberta, province of destination",621,568417,0.1093,2047919,0.0303
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","British Columbia, province of destination",229,568417,0.0403,2632020,0.0087
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Manitoba, province of destination",105,568417,0.0185,1038528,0.0101
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","New Brunswick, province of destination",122,568417,0.0215,699937,0.0174
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Northwest Territories including Nunavut, province of destination",38,568417,0.0067,45432,0.0836
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Nova Scotia, province of destination",433,568417,0.0762,846612,0.0511
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Ontario, province of destination",1154,568417,0.2030,8604263,0.0134
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Prince Edward Island, province of destination",25,568417,0.0044,121952,0.0205
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Quebec, province of destination",92,568417,0.0162,6442774,0.0014
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Saskatchewan, province of destination",34,568417,0.0060,954473,0.0036
"1978-10-01 00:00:00","Newfoundland and Labrador, province of origin","Yukon, province of destination",10,568417,0.0018,23120,0.0433
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Alberta, province of destination",421,45432,0.9267,2047919,0.0206
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","British Columbia, province of destination",168,45432,0.3698,2632020,0.0064
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Manitoba, province of destination",68,45432,0.1497,1038528,0.0065
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","New Brunswick, province of destination",6,45432,0.0132,699937,0.0009
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Newfoundland and Labrador, province of destination",22,45432,0.0484,568417,0.0039
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Nova Scotia, province of destination",39,45432,0.0858,846612,0.0046
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Ontario, province of destination",183,45432,0.4028,8604263,0.0021
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Prince Edward Island, province of destination",5,45432,0.0110,121952,0.0041
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Quebec, province of destination",33,45432,0.0726,6442774,0.0005
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Saskatchewan, province of destination",55,45432,0.1211,954473,0.0058
"1978-10-01 00:00:00","Northwest Territories including Nunavut, province of origin","Yukon, province of destination",50,45432,0.1101,23120,0.2163
"1978-10-01 00:00:00","Nova Scotia, province of origin","Alberta, province of destination",710,846612,0.0839,2047919,0.0347
"1978-10-01 00:00:00","Nova Scotia, province of origin","British Columbia, province of destination",462,846612,0.0546,2632020,0.0176
"1978-10-01 00:00:00","Nova Scotia, province of origin","Manitoba, province of destination",128,846612,0.0151,1038528,0.0123
"1978-10-01 00:00:00","Nova Scotia, province of origin","New Brunswick, province of destination",601,846612,0.0710,699937,0.0859
"1978-10-01 00:00:00","Nova Scotia, province of origin","Newfoundland and Labrador, province of destination",264,846612,0.0312,568417,0.0464
"1978-10-01 00:00:00","Nova Scotia, province of origin","Northwest Territories including Nunavut, province of destination",45,846612,0.0053,45432,0.0990
"1978-10-01 00:00:00","Nova Scotia, province of origin","Ontario, province of destination",1592,846612,0.1880,8604263,0.0185
"1978-10-01 00:00:00","Nova Scotia, province of origin","Prince Edward Island, province of destination",191,846612,0.0226,121952,0.1566
"1978-10-01 00:00:00","Nova Scotia, province of origin","Quebec, province of destination",173,846612,0.0204,6442774,0.0027
"1978-10-01 00:00:00","Nova Scotia, province of origin","Saskatchewan, province of destination",65,846612,0.0077,954473,0.0068
"1978-10-01 00:00:00","Nova Scotia, province of origin","Yukon, province of destination",0,846612,0.0000,23120,0.0000
"1978-10-01 00:00:00","Ontario, province of origin","Alberta, province of destination",5813,8604263,0.0676,2047919,0.2838
"1978-10-01 00:00:00","Ontario, province of origin","British Columbia, province of destination",3923,8604263,0.0456,2632020,0.1490
"1978-10-01 00:00:00","Ontario, province of origin","Manitoba, province of destination",1300,8604263,0.0151,1038528,0.1252
"1978-10-01 00:00:00","Ontario, province of origin","New Brunswick, province of destination",850,8604263,0.0099,699937,0.1214
"1978-10-01 00:00:00","Ontario, province of origin","Newfoundland and Labrador, province of destination",757,8604263,0.0088,568417,0.1332
"1978-10-01 00:00:00","Ontario, province of origin","Northwest Territories including Nunavut, province of destination",138,8604263,0.0016,45432,0.3038
"1978-10-01 00:00:00","Ontario, province of origin","Nova Scotia, province of destination",1439,8604263,0.0167,846612,0.1700
"1978-10-01 00:00:00","Ontario, province of origin","Prince Edward Island, province of destination",145,8604263,0.0017,121952,0.1189
"1978-10-01 00:00:00","Ontario, province of origin","Quebec, province of destination",2990,8604263,0.0348,6442774,0.0464
"1978-10-01 00:00:00","Ontario, province of origin","Saskatchewan, province of destination",692,8604263,0.0080,954473,0.0725
"1978-10-01 00:00:00","Ontario, province of origin","Yukon, province of destination",65,8604263,0.0008,23120,0.2811
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Alberta, province of destination",89,121952,0.0730,2047919,0.0043
"1978-10-01 00:00:00","Prince Edward Island, province of origin","British Columbia, province of destination",47,121952,0.0385,2632020,0.0018
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Manitoba, province of destination",23,121952,0.0189,1038528,0.0022
"1978-10-01 00:00:00","Prince Edward Island, province of origin","New Brunswick, province of destination",129,121952,0.1058,699937,0.0184
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Newfoundland and Labrador, province of destination",20,121952,0.0164,568417,0.0035
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Northwest Territories including Nunavut, province of destination",7,121952,0.0057,45432,0.0154
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Nova Scotia, province of destination",249,121952,0.2042,846612,0.0294
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Ontario, province of destination",182,121952,0.1492,8604263,0.0021
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Quebec, province of destination",35,121952,0.0287,6442774,0.0005
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Saskatchewan, province of destination",7,121952,0.0057,954473,0.0007
"1978-10-01 00:00:00","Prince Edward Island, province of origin","Yukon, province of destination",2,121952,0.0016,23120,0.0087
"1978-10-01 00:00:00","Quebec, province of origin","Alberta, province of destination",1332,6442774,0.0207,2047919,0.0650
"1978-10-01 00:00:00","Quebec, province of origin","British Columbia, province of destination",1137,6442774,0.0176,2632020,0.0432
"1978-10-01 00:00:00","Quebec, province of origin","Manitoba, province of destination",223,6442774,0.0035,1038528,0.0215
"1978-10-01 00:00:00","Quebec, province of origin","New Brunswick, province of destination",528,6442774,0.0082,699937,0.0754
"1978-10-01 00:00:00","Quebec, province of origin","Newfoundland and Labrador, province of destination",84,6442774,0.0013,568417,0.0148
"1978-10-01 00:00:00","Quebec, province of origin","Northwest Territories including Nunavut, province of destination",43,6442774,0.0007,45432,0.0946
"1978-10-01 00:00:00","Quebec, province of origin","Nova Scotia, province of destination",339,6442774,0.0053,846612,0.0400
"1978-10-01 00:00:00","Quebec, province of origin","Ontario, province of destination",8405,6442774,0.1305,8604263,0.0977
"1978-10-01 00:00:00","Quebec, province of origin","Prince Edward Island, province of destination",64,6442774,0.0010,121952,0.0525
"1978-10-01 00:00:00","Quebec, province of origin","Saskatchewan, province of destination",95,6442774,0.0015,954473,0.0100
"1978-10-01 00:00:00","Quebec, province of origin","Yukon, province of destination",8,6442774,0.0001,23120,0.0346
"1978-10-01 00:00:00","Saskatchewan, province of origin","Alberta, province of destination",2537,954473,0.2658,2047919,0.1239
"1978-10-01 00:00:00","Saskatchewan, province of origin","British Columbia, province of destination",878,954473,0.0920,2632020,0.0334
"1978-10-01 00:00:00","Saskatchewan, province of origin","Manitoba, province of destination",617,954473,0.0646,1038528,0.0594
"1978-10-01 00:00:00","Saskatchewan, province of origin","New Brunswick, province of destination",40,954473,0.0042,699937,0.0057
"1978-10-01 00:00:00","Saskatchewan, province of origin","Newfoundland and Labrador, province of destination",12,954473,0.0013,568417,0.0021
"1978-10-01 00:00:00","Saskatchewan, province of origin","Northwest Territories including Nunavut, province of destination",23,954473,0.0024,45432,0.0506
"1978-10-01 00:00:00","Saskatchewan, province of origin","Nova Scotia, province of destination",68,954473,0.0071,846612,0.0080
"1978-10-01 00:00:00","Saskatchewan, province of origin","Ontario, province of destination",520,954473,0.0545,8604263,0.0060
"1978-10-01 00:00:00","Saskatchewan, province of origin","Prince Edward Island, province of destination",20,954473,0.0021,121952,0.0164
"1978-10-01 00:00:00","Saskatchewan, province of origin","Quebec, province of destination",106,954473,0.0111,6442774,0.0016
"1978-10-01 00:00:00","Saskatchewan, province of origin","Yukon, province of destination",0,954473,0.0000,23120,0.0000
"1978-10-01 00:00:00","Yukon, province of origin","Alberta, province of destination",157,23120,0.6791,2047919,0.0077
"1978-10-01 00:00:00","Yukon, province of origin","British Columbia, province of destination",416,23120,1.7993,2632020,0.0158
"1978-10-01 00:00:00","Yukon, province of origin","Manitoba, province of destination",12,23120,0.0519,1038528,0.0012
"1978-10-01 00:00:00","Yukon, province of origin","New Brunswick, province of destination",7,23120,0.0303,699937,0.0010
"1978-10-01 00:00:00","Yukon, province of origin","Newfoundland and Labrador, province of destination",7,23120,0.0303,568417,0.0012
"1978-10-01 00:00:00","Yukon, province of origin","Northwest Territories including Nunavut, province of destination",109,23120,0.4715,45432,0.2399
"1978-10-01 00:00:00","Yukon, province of origin","Nova Scotia, province of destination",7,23120,0.0303,846612,0.0008
"1978-10-01 00:00:00","Yukon, province of origin","Ontario, province of destination",47,23120,0.2033,8604263,0.0005
"1978-10-01 00:00:00","Yukon, province of origin","Prince Edward Island, province of destination",4,23120,0.0173,121952,0.0033
"1978-10-01 00:00:00","Yukon, province of origin","Quebec, province of destination",15,23120,0.0649,6442774,0.0002
"1978-10-01 00:00:00","Yukon, province of origin","Saskatchewan, province of destination",26,23120,0.1125,954473,0.0027
"1979-01-01 00:00:00","Alberta, province of origin","British Columbia, province of destination",4343,2064776,0.2103,2641872,0.1644
"1979-01-01 00:00:00","Alberta, province of origin","Manitoba, province of destination",587,2064776,0.0284,1037449,0.0566
"1979-01-01 00:00:00","Alberta, province of origin","New Brunswick, province of destination",132,2064776,0.0064,700237,0.0189
"1979-01-01 00:00:00","Alberta, province of origin","Newfoundland and Labrador, province of destination",136,2064776,0.0066,568329,0.0239
"1979-01-01 00:00:00","Alberta, province of origin","Northwest Territories including Nunavut, province of destination",169,2064776,0.0082,45446,0.3719
"1979-01-01 00:00:00","Alberta, province of origin","Nova Scotia, province of destination",286,2064776,0.0139,847511,0.0337
"1979-01-01 00:00:00","Alberta, province of origin","Ontario, province of destination",2677,2064776,0.1297,8619239,0.0311
"1979-01-01 00:00:00","Alberta, province of origin","Prince Edward Island, province of destination",69,2064776,0.0033,122104,0.0565
"1979-01-01 00:00:00","Alberta, province of origin","Quebec, province of destination",318,2064776,0.0154,6446529,0.0049
"1979-01-01 00:00:00","Alberta, province of origin","Saskatchewan, province of destination",1335,2064776,0.0647,955552,0.1397
"1979-01-01 00:00:00","Alberta, province of origin","Yukon, province of destination",49,2064776,0.0024,22845,0.2145
"1979-01-01 00:00:00","British Columbia, province of origin","Alberta, province of destination",4344,2641872,0.1644,2064776,0.2104
"1979-01-01 00:00:00","British Columbia, province of origin","Manitoba, province of destination",408,2641872,0.0154,1037449,0.0393
"1979-01-01 00:00:00","British Columbia, province of origin","New Brunswick, province of destination",105,2641872,0.0040,700237,0.0150
"1979-01-01 00:00:00","British Columbia, province of origin","Newfoundland and Labrador, province of destination",48,2641872,0.0018,568329,0.0084
"1979-01-01 00:00:00","British Columbia, province of origin","Northwest Territories including Nunavut, province of destination",105,2641872,0.0040,45446,0.2310
"1979-01-01 00:00:00","British Columbia, province of origin","Nova Scotia, province of destination",261,2641872,0.0099,847511,0.0308
"1979-01-01 00:00:00","British Columbia, province of origin","Ontario, province of destination",2450,2641872,0.0927,8619239,0.0284
"1979-01-01 00:00:00","British Columbia, province of origin","Prince Edward Island, province of destination",3,2641872,0.0001,122104,0.0025
"1979-01-01 00:00:00","British Columbia, province of origin","Quebec, province of destination",460,2641872,0.0174,6446529,0.0071
"1979-01-01 00:00:00","British Columbia, province of origin","Saskatchewan, province of destination",443,2641872,0.0168,955552,0.0464
"1979-01-01 00:00:00","British Columbia, province of origin","Yukon, province of destination",206,2641872,0.0078,22845,0.9017
"1979-01-01 00:00:00","Manitoba, province of origin","Alberta, province of destination",1569,1037449,0.1512,2064776,0.0760
"1979-01-01 00:00:00","Manitoba, province of origin","British Columbia, province of destination",934,1037449,0.0900,2641872,0.0354
"1979-01-01 00:00:00","Manitoba, province of origin","New Brunswick, province of destination",48,1037449,0.0046,700237,0.0069
"1979-01-01 00:00:00","Manitoba, province of origin","Newfoundland and Labrador, province of destination",90,1037449,0.0087,568329,0.0158
"1979-01-01 00:00:00","Manitoba, province of origin","Northwest Territories including Nunavut, province of destination",30,1037449,0.0029,45446,0.0660
"1979-01-01 00:00:00","Manitoba, province of origin","Nova Scotia, province of destination",123,1037449,0.0119,847511,0.0145
"1979-01-01 00:00:00","Manitoba, province of origin","Ontario, province of destination",1072,1037449,0.1033,8619239,0.0124
"1979-01-01 00:00:00","Manitoba, province of origin","Prince Edward Island, province of destination",11,1037449,0.0011,122104,0.0090
"1979-01-01 00:00:00","Manitoba, province of origin","Quebec, province of destination",111,1037449,0.0107,6446529,0.0017
"1979-01-01 00:00:00","Manitoba, province of origin","Saskatchewan, province of destination",849,1037449,0.0818,955552,0.0888
"1979-01-01 00:00:00","Manitoba, province of origin","Yukon, province of destination",0,1037449,0.0000,22845,0.0000
"1979-01-01 00:00:00","New Brunswick, province of origin","Alberta, province of destination",408,700237,0.0583,2064776,0.0198
"1979-01-01 00:00:00","New Brunswick, province of origin","British Columbia, province of destination",153,700237,0.0218,2641872,0.0058
"1979-01-01 00:00:00","New Brunswick, province of origin","Manitoba, province of destination",63,700237,0.0090,1037449,0.0061
"1979-01-01 00:00:00","New Brunswick, province of origin","Newfoundland and Labrador, province of destination",98,700237,0.0140,568329,0.0172
"1979-01-01 00:00:00","New Brunswick, province of origin","Northwest Territories including Nunavut, province of destination",10,700237,0.0014,45446,0.0220
"1979-01-01 00:00:00","New Brunswick, province of origin","Nova Scotia, province of destination",541,700237,0.0773,847511,0.0638
"1979-01-01 00:00:00","New Brunswick, province of origin","Ontario, province of destination",858,700237,0.1225,8619239,0.0100
"1979-01-01 00:00:00","New Brunswick, province of origin","Prince Edward Island, province of destination",89,700237,0.0127,122104,0.0729
"1979-01-01 00:00:00","New Brunswick, province of origin","Quebec, province of destination",397,700237,0.0567,6446529,0.0062
"1979-01-01 00:00:00","New Brunswick, province of origin","Saskatchewan, province of destination",36,700237,0.0051,955552,0.0038
"1979-01-01 00:00:00","New Brunswick, province of origin","Yukon, province of destination",0,700237,0.0000,22845,0.0000
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Alberta, province of destination",399,568329,0.0702,2064776,0.0193
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","British Columbia, province of destination",90,568329,0.0158,2641872,0.0034
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Manitoba, province of destination",75,568329,0.0132,1037449,0.0072
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","New Brunswick, province of destination",150,568329,0.0264,700237,0.0214
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Northwest Territories including Nunavut, province of destination",20,568329,0.0035,45446,0.0440
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Nova Scotia, province of destination",321,568329,0.0565,847511,0.0379
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Ontario, province of destination",1046,568329,0.1840,8619239,0.0121
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Prince Edward Island, province of destination",27,568329,0.0048,122104,0.0221
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Quebec, province of destination",75,568329,0.0132,6446529,0.0012
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Saskatchewan, province of destination",30,568329,0.0053,955552,0.0031
"1979-01-01 00:00:00","Newfoundland and Labrador, province of origin","Yukon, province of destination",7,568329,0.0012,22845,0.0306
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Alberta, province of destination",348,45446,0.7657,2064776,0.0169
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","British Columbia, province of destination",169,45446,0.3719,2641872,0.0064
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Manitoba, province of destination",36,45446,0.0792,1037449,0.0035
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","New Brunswick, province of destination",15,45446,0.0330,700237,0.0021
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Newfoundland and Labrador, province of destination",29,45446,0.0638,568329,0.0051
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Nova Scotia, province of destination",17,45446,0.0374,847511,0.0020
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Ontario, province of destination",150,45446,0.3301,8619239,0.0017
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Prince Edward Island, province of destination",0,45446,0.0000,122104,0.0000
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Quebec, province of destination",57,45446,0.1254,6446529,0.0009
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Saskatchewan, province of destination",43,45446,0.0946,955552,0.0045
"1979-01-01 00:00:00","Northwest Territories including Nunavut, province of origin","Yukon, province of destination",62,45446,0.1364,22845,0.2714
"1979-01-01 00:00:00","Nova Scotia, province of origin","Alberta, province of destination",468,847511,0.0552,2064776,0.0227
"1979-01-01 00:00:00","Nova Scotia, province of origin","British Columbia, province of destination",409,847511,0.0483,2641872,0.0155
"1979-01-01 00:00:00","Nova Scotia, province of origin","Manitoba, province of destination",71,847511,0.0084,1037449,0.0068
"1979-01-01 00:00:00","Nova Scotia, province of origin","New Brunswick, province of destination",725,847511,0.0855,700237,0.1035
"1979-01-01 00:00:00","Nova Scotia, province of origin","Newfoundland and Labrador, province of destination",299,847511,0.0353,568329,0.0526
"1979-01-01 00:00:00","Nova Scotia, province of origin","Northwest Territories including Nunavut, province of destination",19,847511,0.0022,45446,0.0418
"1979-01-01 00:00:00","Nova Scotia, province of origin","Ontario, province of destination",1156,847511,0.1364,8619239,0.0134
"1979-01-01 00:00:00","Nova Scotia, province of origin","Prince Edward Island, province of destination",124,847511,0.0146,122104,0.1016
"1979-01-01 00:00:00","Nova Scotia, province of origin","Quebec, province of destination",196,847511,0.0231,6446529,0.0030
"1979-01-01 00:00:00","Nova Scotia, province of origin","Saskatchewan, province of destination",54,847511,0.0064,955552,0.0057
"1979-01-01 00:00:00","Nova Scotia, province of origin","Yukon, province of destination",0,847511,0.0000,22845,0.0000
"1979-01-01 00:00:00","Ontario, province of origin","Alberta, province of destination",4557,8619239,0.0529,2064776,0.2207
"1979-01-01 00:00:00","Ontario, province of origin","British Columbia, province of destination",3205,8619239,0.0372,2641872,0.1213
"1979-01-01 00:00:00","Ontario, province of origin","Manitoba, province of destination",1152,8619239,0.0134,1037449,0.1110
"1979-01-01 00:00:00","Ontario, province of origin","New Brunswick, province of destination",898,8619239,0.0104,700237,0.1282
"1979-01-01 00:00:00","Ontario, province of origin","Newfoundland and Labrador, province of destination",622,8619239,0.0072,568329,0.1094
"1979-01-01 00:00:00","Ontario, province of origin","Northwest Territories including Nunavut, province of destination",154,8619239,0.0018,45446,0.3389
"1979-01-01 00:00:00","Ontario, province of origin","Nova Scotia, province of destination",1159,8619239,0.0134,847511,0.1368
"1979-01-01 00:00:00","Ontario, province of origin","Prince Edward Island, province of destination",159,8619239,0.0018,122104,0.1302
"1979-01-01 00:00:00","Ontario, province of origin","Quebec, province of destination",2866,8619239,0.0333,6446529,0.0445
"1979-01-01 00:00:00","Ontario, province of origin","Saskatchewan, province of destination",599,8619239,0.0069,955552,0.0627
"1979-01-01 00:00:00","Ontario, province of origin","Yukon, province of destination",71,8619239,0.0008,22845,0.3108
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Alberta, province of destination",75,122104,0.0614,2064776,0.0036
"1979-01-01 00:00:00","Prince Edward Island, province of origin","British Columbia, province of destination",32,122104,0.0262,2641872,0.0012
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Manitoba, province of destination",15,122104,0.0123,1037449,0.0014
"1979-01-01 00:00:00","Prince Edward Island, province of origin","New Brunswick, province of destination",133,122104,0.1089,700237,0.0190
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Newfoundland and Labrador, province of destination",15,122104,0.0123,568329,0.0026
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Northwest Territories including Nunavut, province of destination",6,122104,0.0049,45446,0.0132
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Nova Scotia, province of destination",178,122104,0.1458,847511,0.0210
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Ontario, province of destination",131,122104,0.1073,8619239,0.0015
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Quebec, province of destination",15,122104,0.0123,6446529,0.0002
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Saskatchewan, province of destination",2,122104,0.0016,955552,0.0002
"1979-01-01 00:00:00","Prince Edward Island, province of origin","Yukon, province of destination",0,122104,0.0000,22845,0.0000
"1979-01-01 00:00:00","Quebec, province of origin","Alberta, province of destination",976,6446529,0.0151,2064776,0.0473
"1979-01-01 00:00:00","Quebec, province of origin","British Columbia, province of destination",705,6446529,0.0109,2641872,0.0267
"1979-01-01 00:00:00","Quebec, province of origin","Manitoba, province of destination",156,6446529,0.0024,1037449,0.0150
"1979-01-01 00:00:00","Quebec, province of origin","New Brunswick, province of destination",397,6446529,0.0062,700237,0.0567
"1979-01-01 00:00:00","Quebec, province of origin","Newfoundland and Labrador, province of destination",88,6446529,0.0014,568329,0.0155
"1979-01-01 00:00:00","Quebec, province of origin","Northwest Territories including Nunavut, province of destination",44,6446529,0.0007,45446,0.0968
"1979-01-01 00:00:00","Quebec, province of origin","Nova Scotia, province of destination",205,6446529,0.0032,847511,0.0242
"1979-01-01 00:00:00","Quebec, province of origin","Ontario, province of destination",6865,6446529,0.1065,8619239,0.0796
"1979-01-01 00:00:00","Quebec, province of origin","Prince Edward Island, province of destination",28,6446529,0.0004,122104,0.0229
"1979-01-01 00:00:00","Quebec, province of origin","Saskatchewan, province of destination",77,6446529,0.0012,955552,0.0081
"1979-01-01 00:00:00","Quebec, province of origin","Yukon, province of destination",0,6446529,0.0000,22845,0.0000
"1979-01-01 00:00:00","Saskatchewan, province of origin","Alberta, province of destination",2034,955552,0.2129,2064776,0.0985
"1979-01-01 00:00:00","Saskatchewan, province of origin","British Columbia, province of destination",994,955552,0.1040,2641872,0.0376
