ref_date,region,destination,num_people,region_pop,percent_of_region_pop,destination_pop,percent_of_destination_pop
"2001-07-01 00:00:00","Quebec, province of origin","Saskatchewan, province of destination",61,7396014,0.0008,1000307,0.0061
"2001-07-01 00:00:00","Quebec, province of origin","Yukon, province of destination",0,7396014,0.0000,30160,0.0000
"2001-07-01 00:00:00","Saskatchewan, province of origin","Alberta, province of destination",4257,1000307,0.4256,3058554,0.1392
"2001-07-01 00:00:00","Saskatchewan, province of origin","British Columbia, province of destination",1165,1000307,0.1165,4076896,0.0286
"2001-07-01 00:00:00","Saskatchewan, province of origin","Manitoba, province of destination",749,1000307,0.0749,1151451,0.0650
"2001-07-01 00:00:00","Saskatchewan, province of origin","New Brunswick, province of destination",23,1000307,0.0023,749823,0.0031
"2001-07-01 00:00:00","Saskatchewan, province of origin","Newfoundland and Labrador, province of destination",45,1000307,0.0045,522043,0.0086
"2001-07-01 00:00:00","Saskatchewan, province of origin","Northwest Territories, province of destination",20,1000307,0.0020,40850,0.0490
"2001-07-01 00:00:00","Saskatchewan, province of origin","Nova Scotia, province of destination",97,1000307,0.0097,932483,0.0104
"2001-07-01 00:00:00","Saskatchewan, province of origin","Nunavut, province of destination",33,1000307,0.0033,28134,0.1173
"2001-07-01 00:00:00","Saskatchewan, province of origin","Ontario, province of destination",630,1000307,0.0630,11897473,0.0053
"2001-07-01 00:00:00","Saskatchewan, province of origin","Prince Edward Island, province of destination",24,1000307,0.0024,136667,0.0176
"2001-07-01 00:00:00","Saskatchewan, province of origin","Quebec, province of destination",93,1000307,0.0093,7396014,0.0013
"2001-07-01 00:00:00","Saskatchewan, province of origin","Yukon, province of destination",37,1000307,0.0037,30160,0.1227
"2001-07-01 00:00:00","Yukon, province of origin","Alberta, province of destination",146,30160,0.4841,3058554,0.0048
"2001-07-01 00:00:00","Yukon, province of origin","British Columbia, province of destination",219,30160,0.7261,4076896,0.0054
"2001-07-01 00:00:00","Yukon, province of origin","Manitoba, province of destination",23,30160,0.0763,1151451,0.0020
"2001-07-01 00:00:00","Yukon, province of origin","New Brunswick, province of destination",10,30160,0.0332,749823,0.0013
"2001-07-01 00:00:00","Yukon, province of origin","Newfoundland and Labrador, province of destination",0,30160,0.0000,522043,0.0000
"2001-07-01 00:00:00","Yukon, province of origin","Northwest Territories, province of destination",26,30160,0.0862,40850,0.0636
"2001-07-01 00:00:00","Yukon, province of origin","Nova Scotia, province of destination",17,30160,0.0564,932483,0.0018
"2001-07-01 00:00:00","Yukon, province of origin","Nunavut, province of destination",9,30160,0.0298,28134,0.0320
"2001-07-01 00:00:00","Yukon, province of origin","Ontario, province of destination",60,30160,0.1989,11897473,0.0005
"2001-07-01 00:00:00","Yukon, province of origin","Prince Edward Island, province of destination",0,30160,0.0000,136667,0.0000
"2001-07-01 00:00:00","Yukon, province of origin","Quebec, province of destination",0,30160,0.0000,7396014,0.0000
"2001-07-01 00:00:00","Yukon, province of origin","Saskatchewan, province of destination",12,30160,0.0398,1000307,0.0012
"2001-10-01 00:00:00","Alberta, province of origin","British Columbia, province of destination",3563,3078756,0.1157,4085595,0.0872
"2001-10-01 00:00:00","Alberta, province of origin","Manitoba, province of destination",657,3078756,0.0213,1152144,0.0570
"2001-10-01 00:00:00","Alberta, province of origin","New Brunswick, province of destination",195,3078756,0.0063,749298,0.0260
"2001-10-01 00:00:00","Alberta, province of origin","Newfoundland and Labrador, province of destination",323,3078756,0.0105,521583,0.0619
"2001-10-01 00:00:00","Alberta, province of origin","Northwest Territories, province of destination",112,3078756,0.0036,41175,0.2720
"2001-10-01 00:00:00","Alberta, province of origin","Nova Scotia, province of destination",334,3078756,0.0108,933318,0.0358
"2001-10-01 00:00:00","Alberta, province of origin","Nunavut, province of destination",10,3078756,0.0003,28178,0.0355
"2001-10-01 00:00:00","Alberta, province of origin","Ontario, province of destination",1945,3078756,0.0632,11961546,0.0163
"2001-10-01 00:00:00","Alberta, province of origin","Prince Edward Island, province of destination",55,3078756,0.0018,136876,0.0402
"2001-10-01 00:00:00","Alberta, province of origin","Quebec, province of destination",480,3078756,0.0156,7411084,0.0065
"2001-10-01 00:00:00","Alberta, province of origin","Saskatchewan, province of destination",1380,3078756,0.0448,999241,0.1381
"2001-10-01 00:00:00","Alberta, province of origin","Yukon, province of destination",83,3078756,0.0027,30079,0.2759
"2001-10-01 00:00:00","British Columbia, province of origin","Alberta, province of destination",5477,4085595,0.1341,3078756,0.1779
"2001-10-01 00:00:00","British Columbia, province of origin","Manitoba, province of destination",397,4085595,0.0097,1152144,0.0345
"2001-10-01 00:00:00","British Columbia, province of origin","New Brunswick, province of destination",84,4085595,0.0021,749298,0.0112
"2001-10-01 00:00:00","British Columbia, province of origin","Newfoundland and Labrador, province of destination",97,4085595,0.0024,521583,0.0186
"2001-10-01 00:00:00","British Columbia, province of origin","Northwest Territories, province of destination",27,4085595,0.0007,41175,0.0656
"2001-10-01 00:00:00","British Columbia, province of origin","Nova Scotia, province of destination",386,4085595,0.0094,933318,0.0414
"2001-10-01 00:00:00","British Columbia, province of origin","Nunavut, province of destination",24,4085595,0.0006,28178,0.0852
"2001-10-01 00:00:00","British Columbia, province of origin","Ontario, province of destination",2628,4085595,0.0643,11961546,0.0220
"2001-10-01 00:00:00","British Columbia, province of origin","Prince Edward Island, province of destination",11,4085595,0.0003,136876,0.0080
"2001-10-01 00:00:00","British Columbia, province of origin","Quebec, province of destination",442,4085595,0.0108,7411084,0.0060
"2001-10-01 00:00:00","British Columbia, province of origin","Saskatchewan, province of destination",476,4085595,0.0117,999241,0.0476
"2001-10-01 00:00:00","British Columbia, province of origin","Yukon, province of destination",103,4085595,0.0025,30079,0.3424
"2001-10-01 00:00:00","Manitoba, province of origin","Alberta, province of destination",1295,1152144,0.1124,3078756,0.0421
"2001-10-01 00:00:00","Manitoba, province of origin","British Columbia, province of destination",590,1152144,0.0512,4085595,0.0144
"2001-10-01 00:00:00","Manitoba, province of origin","New Brunswick, province of destination",48,1152144,0.0042,749298,0.0064
"2001-10-01 00:00:00","Manitoba, province of origin","Newfoundland and Labrador, province of destination",8,1152144,0.0007,521583,0.0015
"2001-10-01 00:00:00","Manitoba, province of origin","Northwest Territories, province of destination",44,1152144,0.0038,41175,0.1069
"2001-10-01 00:00:00","Manitoba, province of origin","Nova Scotia, province of destination",103,1152144,0.0089,933318,0.0110
"2001-10-01 00:00:00","Manitoba, province of origin","Nunavut, province of destination",29,1152144,0.0025,28178,0.1029
"2001-10-01 00:00:00","Manitoba, province of origin","Ontario, province of destination",783,1152144,0.0680,11961546,0.0065
"2001-10-01 00:00:00","Manitoba, province of origin","Prince Edward Island, province of destination",2,1152144,0.0002,136876,0.0015
"2001-10-01 00:00:00","Manitoba, province of origin","Quebec, province of destination",63,1152144,0.0055,7411084,0.0009
"2001-10-01 00:00:00","Manitoba, province of origin","Saskatchewan, province of destination",446,1152144,0.0387,999241,0.0446
"2001-10-01 00:00:00","Manitoba, province of origin","Yukon, province of destination",0,1152144,0.0000,30079,0.0000
"2001-10-01 00:00:00","New Brunswick, province of origin","Alberta, province of destination",549,749298,0.0733,3078756,0.0178
"2001-10-01 00:00:00","New Brunswick, province of origin","British Columbia, province of destination",112,749298,0.0149,4085595,0.0027
"2001-10-01 00:00:00","New Brunswick, province of origin","Manitoba, province of destination",12,749298,0.0016,1152144,0.0010
"2001-10-01 00:00:00","New Brunswick, province of origin","Newfoundland and Labrador, province of destination",90,749298,0.0120,521583,0.0173
"2001-10-01 00:00:00","New Brunswick, province of origin","Northwest Territories, province of destination",0,749298,0.0000,41175,0.0000
"2001-10-01 00:00:00","New Brunswick, province of origin","Nova Scotia, province of destination",378,749298,0.0504,933318,0.0405
"2001-10-01 00:00:00","New Brunswick, province of origin","Nunavut, province of destination",0,749298,0.0000,28178,0.0000
"2001-10-01 00:00:00","New Brunswick, province of origin","Ontario, province of destination",628,749298,0.0838,11961546,0.0053
"2001-10-01 00:00:00","New Brunswick, province of origin","Prince Edward Island, province of destination",99,749298,0.0132,136876,0.0723
"2001-10-01 00:00:00","New Brunswick, province of origin","Quebec, province of destination",404,749298,0.0539,7411084,0.0055
"2001-10-01 00:00:00","New Brunswick, province of origin","Saskatchewan, province of destination",13,749298,0.0017,999241,0.0013
"2001-10-01 00:00:00","New Brunswick, province of origin","Yukon, province of destination",5,749298,0.0007,30079,0.0166
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Alberta, province of destination",564,521583,0.1081,3078756,0.0183
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","British Columbia, province of destination",75,521583,0.0144,4085595,0.0018
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Manitoba, province of destination",33,521583,0.0063,1152144,0.0029
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","New Brunswick, province of destination",86,521583,0.0165,749298,0.0115
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Northwest Territories, province of destination",0,521583,0.0000,41175,0.0000
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Nova Scotia, province of destination",334,521583,0.0640,933318,0.0358
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Nunavut, province of destination",56,521583,0.0107,28178,0.1987
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Ontario, province of destination",562,521583,0.1077,11961546,0.0047
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Prince Edward Island, province of destination",0,521583,0.0000,136876,0.0000
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Quebec, province of destination",12,521583,0.0023,7411084,0.0002
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Saskatchewan, province of destination",4,521583,0.0008,999241,0.0004
"2001-10-01 00:00:00","Newfoundland and Labrador, province of origin","Yukon, province of destination",0,521583,0.0000,30079,0.0000
"2001-10-01 00:00:00","Northwest Territories, province of origin","Alberta, province of destination",262,41175,0.6363,3078756,0.0085
"2001-10-01 00:00:00","Northwest Territories, province of origin","British Columbia, province of destination",111,41175,0.2696,4085595,0.0027
"2001-10-01 00:00:00","Northwest Territories, province of origin","Manitoba, province of destination",0,41175,0.0000,1152144,0.0000
"2001-10-01 00:00:00","Northwest Territories, province of origin","New Brunswick, province of destination",24,41175,0.0583,749298,0.0032
"2001-10-01 00:00:00","Northwest Territories, province of origin","Newfoundland and Labrador, province of destination",0,41175,0.0000,521583,0.0000
"2001-10-01 00:00:00","Northwest Territories, province of origin","Nova Scotia, province of destination",20,41175,0.0486,933318,0.0021
"2001-10-01 00:00:00","Northwest Territories, province of origin","Nunavut, province of destination",4,41175,0.0097,28178,0.0142
"2001-10-01 00:00:00","Northwest Territories, province of origin","Ontario, province of destination",57,41175,0.1384,11961546,0.0005
"2001-10-01 00:00:00","Northwest Territories, province of origin","Prince Edward Island, province of destination",3,41175,0.0073,136876,0.0022
"2001-10-01 00:00:00","Northwest Territories, province of origin","Quebec, province of destination",0,41175,0.0000,7411084,0.0000
"2001-10-01 00:00:00","Northwest Territories, province of origin","Saskatchewan, province of destination",12,41175,0.0291,999241,0.0012
"2001-10-01 00:00:00","Northwest Territories, province of origin","Yukon, province of destination",6,41175,0.0146,30079,0.0199
"2001-10-01 00:00:00","Nova Scotia, province of origin","Alberta, province of destination",689,933318,0.0738,3078756,0.0224
"2001-10-01 00:00:00","Nova Scotia, province of origin","British Columbia, province of destination",385,933318,0.0413,4085595,0.0094
"2001-10-01 00:00:00","Nova Scotia, province of origin","Manitoba, province of destination",81,933318,0.0087,1152144,0.0070
"2001-10-01 00:00:00","Nova Scotia, province of origin","New Brunswick, province of destination",390,933318,0.0418,749298,0.0520
"2001-10-01 00:00:00","Nova Scotia, province of origin","Newfoundland and Labrador, province of destination",196,933318,0.0210,521583,0.0376
"2001-10-01 00:00:00","Nova Scotia, province of origin","Northwest Territories, province of destination",0,933318,0.0000,41175,0.0000
"2001-10-01 00:00:00","Nova Scotia, province of origin","Nunavut, province of destination",0,933318,0.0000,28178,0.0000
"2001-10-01 00:00:00","Nova Scotia, province of origin","Ontario, province of destination",982,933318,0.1052,11961546,0.0082
"2001-10-01 00:00:00","Nova Scotia, province of origin","Prince Edward Island, province of destination",104,933318,0.0111,136876,0.0760
"2001-10-01 00:00:00","Nova Scotia, province of origin","Quebec, province of destination",71,933318,0.0076,7411084,0.0010
"2001-10-01 00:00:00","Nova Scotia, province of origin","Saskatchewan, province of destination",24,933318,0.0026,999241,0.0024
"2001-10-01 00:00:00","Nova Scotia, province of origin","Yukon, province of destination",0,933318,0.0000,30079,0.0000
"2001-10-01 00:00:00","Nunavut, province of origin","Alberta, province of destination",21,28178,0.0745,3078756,0.0007
"2001-10-01 00:00:00","Nunavut, province of origin","British Columbia, province of destination",0,28178,0.0000,4085595,0.0000
"2001-10-01 00:00:00","Nunavut, province of origin","Manitoba, province of destination",21,28178,0.0745,1152144,0.0018
"2001-10-01 00:00:00","Nunavut, province of origin","New Brunswick, province of destination",0,28178,0.0000,749298,0.0000
"2001-10-01 00:00:00","Nunavut, province of origin","Newfoundland and Labrador, province of destination",17,28178,0.0603,521583,0.0033
"2001-10-01 00:00:00","Nunavut, province of origin","Northwest Territories, province of destination",11,28178,0.0390,41175,0.0267
"2001-10-01 00:00:00","Nunavut, province of origin","Nova Scotia, province of destination",30,28178,0.1065,933318,0.0032
"2001-10-01 00:00:00","Nunavut, province of origin","Ontario, province of destination",52,28178,0.1845,11961546,0.0004
"2001-10-01 00:00:00","Nunavut, province of origin","Prince Edward Island, province of destination",3,28178,0.0106,136876,0.0022
"2001-10-01 00:00:00","Nunavut, province of origin","Quebec, province of destination",26,28178,0.0923,7411084,0.0004
"2001-10-01 00:00:00","Nunavut, province of origin","Saskatchewan, province of destination",20,28178,0.0710,999241,0.0020
"2001-10-01 00:00:00","Nunavut, province of origin","Yukon, province of destination",0,28178,0.0000,30079,0.0000
"2001-10-01 00:00:00","Ontario, province of origin","Alberta, province of destination",2438,11961546,0.0204,3078756,0.0792
"2001-10-01 00:00:00","Ontario, province of origin","British Columbia, province of destination",2317,11961546,0.0194,4085595,0.0567
"2001-10-01 00:00:00","Ontario, province of origin","Manitoba, province of destination",852,11961546,0.0071,1152144,0.0739
"2001-10-01 00:00:00","Ontario, province of origin","New Brunswick, province of destination",602,11961546,0.0050,749298,0.0803
"2001-10-01 00:00:00","Ontario, province of origin","Newfoundland and Labrador, province of destination",698,11961546,0.0058,521583,0.1338
"2001-10-01 00:00:00","Ontario, province of origin","Northwest Territories, province of destination",56,11961546,0.0005,41175,0.1360
"2001-10-01 00:00:00","Ontario, province of origin","Nova Scotia, province of destination",1053,11961546,0.0088,933318,0.1128
"2001-10-01 00:00:00","Ontario, province of origin","Nunavut, province of destination",47,11961546,0.0004,28178,0.1668
"2001-10-01 00:00:00","Ontario, province of origin","Prince Edward Island, province of destination",105,11961546,0.0009,136876,0.0767
"2001-10-01 00:00:00","Ontario, province of origin","Quebec, province of destination",2785,11961546,0.0233,7411084,0.0376
"2001-10-01 00:00:00","Ontario, province of origin","Saskatchewan, province of destination",318,11961546,0.0027,999241,0.0318
"2001-10-01 00:00:00","Ontario, province of origin","Yukon, province of destination",31,11961546,0.0003,30079,0.1031
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Alberta, province of destination",73,136876,0.0533,3078756,0.0024
"2001-10-01 00:00:00","Prince Edward Island, province of origin","British Columbia, province of destination",22,136876,0.0161,4085595,0.0005
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Manitoba, province of destination",3,136876,0.0022,1152144,0.0003
"2001-10-01 00:00:00","Prince Edward Island, province of origin","New Brunswick, province of destination",109,136876,0.0796,749298,0.0145
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Newfoundland and Labrador, province of destination",31,136876,0.0226,521583,0.0059
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Northwest Territories, province of destination",3,136876,0.0022,41175,0.0073
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Nova Scotia, province of destination",55,136876,0.0402,933318,0.0059
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Nunavut, province of destination",2,136876,0.0015,28178,0.0071
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Ontario, province of destination",93,136876,0.0679,11961546,0.0008
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Quebec, province of destination",12,136876,0.0088,7411084,0.0002
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Saskatchewan, province of destination",0,136876,0.0000,999241,0.0000
"2001-10-01 00:00:00","Prince Edward Island, province of origin","Yukon, province of destination",0,136876,0.0000,30079,0.0000
"2001-10-01 00:00:00","Quebec, province of origin","Alberta, province of destination",408,7411084,0.0055,3078756,0.0133
"2001-10-01 00:00:00","Quebec, province of origin","British Columbia, province of destination",398,7411084,0.0054,4085595,0.0097
"2001-10-01 00:00:00","Quebec, province of origin","Manitoba, province of destination",51,7411084,0.0007,1152144,0.0044
"2001-10-01 00:00:00","Quebec, province of origin","New Brunswick, province of destination",234,7411084,0.0032,749298,0.0312
"2001-10-01 00:00:00","Quebec, province of origin","Newfoundland and Labrador, province of destination",30,7411084,0.0004,521583,0.0058
"2001-10-01 00:00:00","Quebec, province of origin","Northwest Territories, province of destination",14,7411084,0.0002,41175,0.0340
"2001-10-01 00:00:00","Quebec, province of origin","Nova Scotia, province of destination",169,7411084,0.0023,933318,0.0181
"2001-10-01 00:00:00","Quebec, province of origin","Nunavut, province of destination",19,7411084,0.0003,28178,0.0674
"2001-10-01 00:00:00","Quebec, province of origin","Ontario, province of destination",3124,7411084,0.0422,11961546,0.0261
"2001-10-01 00:00:00","Quebec, province of origin","Prince Edward Island, province of destination",11,7411084,0.0001,136876,0.0080
"2001-10-01 00:00:00","Quebec, province of origin","Saskatchewan, province of destination",12,7411084,0.0002,999241,0.0012
"2001-10-01 00:00:00","Quebec, province of origin","Yukon, province of destination",24,7411084,0.0003,30079,0.0798
"2001-10-01 00:00:00","Saskatchewan, province of origin","Alberta, province of destination",2650,999241,0.2652,3078756,0.0861
"2001-10-01 00:00:00","Saskatchewan, province of origin","British Columbia, province of destination",704,999241,0.0705,4085595,0.0172
"2001-10-01 00:00:00","Saskatchewan, province of origin","Manitoba, province of destination",375,999241,0.0375,1152144,0.0325
"2001-10-01 00:00:00","Saskatchewan, province of origin","New Brunswick, province of destination",47,999241,0.0047,749298,0.0063
"2001-10-01 00:00:00","Saskatchewan, province of origin","Newfoundland and Labrador, province of destination",9,999241,0.0009,521583,0.0017
"2001-10-01 00:00:00","Saskatchewan, province of origin","Northwest Territories, province of destination",74,999241,0.0074,41175,0.1797
"2001-10-01 00:00:00","Saskatchewan, province of origin","Nova Scotia, province of destination",33,999241,0.0033,933318,0.0035
"2001-10-01 00:00:00","Saskatchewan, province of origin","Nunavut, province of destination",0,999241,0.0000,28178,0.0000
"2001-10-01 00:00:00","Saskatchewan, province of origin","Ontario, province of destination",293,999241,0.0293,11961546,0.0024
"2001-10-01 00:00:00","Saskatchewan, province of origin","Prince Edward Island, province of destination",0,999241,0.0000,136876,0.0000
"2001-10-01 00:00:00","Saskatchewan, province of origin","Quebec, province of destination",31,999241,0.0031,7411084,0.0004
"2001-10-01 00:00:00","Saskatchewan, province of origin","Yukon, province of destination",0,999241,0.0000,30079,0.0000
"2001-10-01 00:00:00","Yukon, province of origin","Alberta, province of destination",60,30079,0.1995,3078756,0.0019
"2001-10-01 00:00:00","Yukon, province of origin","British Columbia, province of destination",88,30079,0.2926,4085595,0.0022
"2001-10-01 00:00:00","Yukon, province of origin","Manitoba, province of destination",0,30079,0.0000,1152144,0.0000
"2001-10-01 00:00:00","Yukon, province of origin","New Brunswick, province of destination",0,30079,0.0000,749298,0.0000
"2001-10-01 00:00:00","Yukon, province of origin","Newfoundland and Labrador, province of destination",9,30079,0.0299,521583,0.0017
"2001-10-01 00:00:00","Yukon, province of origin","Northwest Territories, province of destination",8,30079,0.0266,41175,0.0194
"2001-10-01 00:00:00","Yukon, province of origin","Nova Scotia, province of destination",17,30079,0.0565,933318,0.0018
"2001-10-01 00:00:00","Yukon, province of origin","Nunavut, province of destination",0,30079,0.0000,28178,0.0000
"2001-10-01 00:00:00","Yukon, province of origin","Ontario, province of destination",30,30079,0.0997,11961546,0.0003
"2001-10-01 00:00:00","Yukon, province of origin","Prince Edward Island, province of destination",0,30079,0.0000,136876,0.0000
"2001-10-01 00:00:00","Yukon, province of origin","Quebec, province of destination",0,30079,0.0000,7411084,0.0000
"2001-10-01 00:00:00","Yukon, province of origin","Saskatchewan, province of destination",8,30079,0.0266,999241,0.0008
"2002-01-01 00:00:00","Alberta, province of origin","British Columbia, province of destination",3890,3092506,0.1258,4087124,0.0952
"2002-01-01 00:00:00","Alberta, province of origin","Manitoba, province of destination",607,3092506,0.0196,1152828,0.0527
"2002-01-01 00:00:00","Alberta, province of origin","New Brunswick, province of destination",243,3092506,0.0079,748639,0.0325
"2002-01-01 00:00:00","Alberta, province of origin","Newfoundland and Labrador, province of destination",302,3092506,0.0098,521414,0.0579
"2002-01-01 00:00:00","Alberta, province of origin","Northwest Territories, province of destination",163,3092506,0.0053,41176,0.3959
"2002-01-01 00:00:00","Alberta, province of origin","Nova Scotia, province of destination",461,3092506,0.0149,933757,0.0494
"2002-01-01 00:00:00","Alberta, province of origin","Nunavut, province of destination",23,3092506,0.0007,28334,0.0812
"2002-01-01 00:00:00","Alberta, province of origin","Ontario, province of destination",2315,3092506,0.0749,11979906,0.0193
"2002-01-01 00:00:00","Alberta, province of origin","Prince Edward Island, province of destination",35,3092506,0.0011,136858,0.0256
"2002-01-01 00:00:00","Alberta, province of origin","Quebec, province of destination",334,3092506,0.0108,7417456,0.0045
"2002-01-01 00:00:00","Alberta, province of origin","Saskatchewan, province of destination",1424,3092506,0.0460,998742,0.1426
"2002-01-01 00:00:00","Alberta, province of origin","Yukon, province of destination",35,3092506,0.0011,30156,0.1161
"2002-01-01 00:00:00","British Columbia, province of origin","Alberta, province of destination",6196,4087124,0.1516,3092506,0.2004
"2002-01-01 00:00:00","British Columbia, province of origin","Manitoba, province of destination",526,4087124,0.0129,1152828,0.0456
"2002-01-01 00:00:00","British Columbia, province of origin","New Brunswick, province of destination",193,4087124,0.0047,748639,0.0258
"2002-01-01 00:00:00","British Columbia, province of origin","Newfoundland and Labrador, province of destination",104,4087124,0.0025,521414,0.0199
"2002-01-01 00:00:00","British Columbia, province of origin","Northwest Territories, province of destination",91,4087124,0.0022,41176,0.2210
"2002-01-01 00:00:00","British Columbia, province of origin","Nova Scotia, province of destination",244,4087124,0.0060,933757,0.0261
"2002-01-01 00:00:00","British Columbia, province of origin","Nunavut, province of destination",8,4087124,0.0002,28334,0.0282
"2002-01-01 00:00:00","British Columbia, province of origin","Ontario, province of destination",2951,4087124,0.0722,11979906,0.0246
"2002-01-01 00:00:00","British Columbia, province of origin","Prince Edward Island, province of destination",16,4087124,0.0004,136858,0.0117
"2002-01-01 00:00:00","British Columbia, province of origin","Quebec, province of destination",413,4087124,0.0101,7417456,0.0056
"2002-01-01 00:00:00","British Columbia, province of origin","Saskatchewan, province of destination",630,4087124,0.0154,998742,0.0631
"2002-01-01 00:00:00","British Columbia, province of origin","Yukon, province of destination",144,4087124,0.0035,30156,0.4775
"2002-01-01 00:00:00","Manitoba, province of origin","Alberta, province of destination",1004,1152828,0.0871,3092506,0.0325
"2002-01-01 00:00:00","Manitoba, province of origin","British Columbia, province of destination",651,1152828,0.0565,4087124,0.0159
"2002-01-01 00:00:00","Manitoba, province of origin","New Brunswick, province of destination",9,1152828,0.0008,748639,0.0012
"2002-01-01 00:00:00","Manitoba, province of origin","Newfoundland and Labrador, province of destination",38,1152828,0.0033,521414,0.0073
"2002-01-01 00:00:00","Manitoba, province of origin","Northwest Territories, province of destination",44,1152828,0.0038,41176,0.1069
"2002-01-01 00:00:00","Manitoba, province of origin","Nova Scotia, province of destination",57,1152828,0.0049,933757,0.0061
"2002-01-01 00:00:00","Manitoba, province of origin","Nunavut, province of destination",15,1152828,0.0013,28334,0.0529
"2002-01-01 00:00:00","Manitoba, province of origin","Ontario, province of destination",1133,1152828,0.0983,11979906,0.0095
"2002-01-01 00:00:00","Manitoba, province of origin","Prince Edward Island, province of destination",0,1152828,0.0000,136858,0.0000
"2002-01-01 00:00:00","Manitoba, province of origin","Quebec, province of destination",74,1152828,0.0064,7417456,0.0010
"2002-01-01 00:00:00","Manitoba, province of origin","Saskatchewan, province of destination",495,1152828,0.0429,998742,0.0496
"2002-01-01 00:00:00","Manitoba, province of origin","Yukon, province of destination",0,1152828,0.0000,30156,0.0000
"2002-01-01 00:00:00","New Brunswick, province of origin","Alberta, province of destination",428,748639,0.0572,3092506,0.0138
"2002-01-01 00:00:00","New Brunswick, province of origin","British Columbia, province of destination",138,748639,0.0184,4087124,0.0034
"2002-01-01 00:00:00","New Brunswick, province of origin","Manitoba, province of destination",42,748639,0.0056,1152828,0.0036
"2002-01-01 00:00:00","New Brunswick, province of origin","Newfoundland and Labrador, province of destination",104,748639,0.0139,521414,0.0199
"2002-01-01 00:00:00","New Brunswick, province of origin","Northwest Territories, province of destination",23,748639,0.0031,41176,0.0559
"2002-01-01 00:00:00","New Brunswick, province of origin","Nova Scotia, province of destination",536,748639,0.0716,933757,0.0574
"2002-01-01 00:00:00","New Brunswick, province of origin","Nunavut, province of destination",0,748639,0.0000,28334,0.0000
"2002-01-01 00:00:00","New Brunswick, province of origin","Ontario, province of destination",920,748639,0.1229,11979906,0.0077
"2002-01-01 00:00:00","New Brunswick, province of origin","Prince Edward Island, province of destination",92,748639,0.0123,136858,0.0672
"2002-01-01 00:00:00","New Brunswick, province of origin","Quebec, province of destination",341,748639,0.0455,7417456,0.0046
"2002-01-01 00:00:00","New Brunswick, province of origin","Saskatchewan, province of destination",20,748639,0.0027,998742,0.0020
"2002-01-01 00:00:00","New Brunswick, province of origin","Yukon, province of destination",18,748639,0.0024,30156,0.0597
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Alberta, province of destination",758,521414,0.1454,3092506,0.0245
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","British Columbia, province of destination",83,521414,0.0159,4087124,0.0020
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Manitoba, province of destination",34,521414,0.0065,1152828,0.0029
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","New Brunswick, province of destination",199,521414,0.0382,748639,0.0266
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Northwest Territories, province of destination",79,521414,0.0152,41176,0.1919
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Nova Scotia, province of destination",503,521414,0.0965,933757,0.0539
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Nunavut, province of destination",67,521414,0.0128,28334,0.2365
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Ontario, province of destination",1359,521414,0.2606,11979906,0.0113
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Prince Edward Island, province of destination",90,521414,0.0173,136858,0.0658
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Quebec, province of destination",30,521414,0.0058,7417456,0.0004
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Saskatchewan, province of destination",60,521414,0.0115,998742,0.0060
"2002-01-01 00:00:00","Newfoundland and Labrador, province of origin","Yukon, province of destination",0,521414,0.0000,30156,0.0000
"2002-01-01 00:00:00","Northwest Territories, province of origin","Alberta, province of destination",303,41176,0.7359,3092506,0.0098
"2002-01-01 00:00:00","Northwest Territories, province of origin","British Columbia, province of destination",145,41176,0.3521,4087124,0.0035
"2002-01-01 00:00:00","Northwest Territories, province of origin","Manitoba, province of destination",19,41176,0.0461,1152828,0.0016
