city,geo_code,age,total_num,num_men,num_women,total_percent,percent_men,percent_women,total_pop
"Abbotsford - Mission",932,"55 to 59 years",12500,6255,6245,6.4,6.4,6.4,195730
"Abbotsford - Mission",932,"Median age of the population",40,38,40,39.6,38.4,40.4,195730
"Abbotsford - Mission",932,"Average age of the population",41,40,42,40.5,39.5,41.5,195730
"Abbotsford - Mission",932,"100 years and over",50,10,40,0,0,0,195730
"Abbotsford - Mission",932,"95 to 99 years",360,95,270,0.2,0.1,0.3,195730
"Abbotsford - Mission",932,"90 to 94 years",1380,485,895,0.7,0.5,0.9,195730
"Abbotsford - Mission",932,"85 to 89 years",2565,1095,1470,1.3,1.1,1.5,195730
"Abbotsford - Mission",932,"85 years and over",4360,1680,2680,2.2,1.7,2.7,195730
"Abbotsford - Mission",932,"80 to 84 years",4305,1910,2400,2.2,2,2.4,195730
"Abbotsford - Mission",932,"75 to 79 years",6180,2950,3230,3.2,3,3.3,195730
"Abbotsford - Mission",932,"70 to 74 years",9160,4245,4915,4.7,4.4,5,195730
"Abbotsford - Mission",932,"65 to 69 years",10750,5080,5670,5.5,5.2,5.8,195730
"Abbotsford - Mission",932,"65 years and over",34760,15870,18895,17.8,16.3,19.2,195730
"Abbotsford - Mission",932,"60 to 64 years",12245,5950,6295,6.3,6.1,6.4,195730
"Abbotsford - Mission",932,"50 to 54 years",11960,5980,5980,6.1,6.1,6.1,195730
"Abbotsford - Mission",932,"45 to 49 years",12085,6015,6070,6.2,6.2,6.2,195730
"Abbotsford - Mission",932,"40 to 44 years",12885,6425,6465,6.6,6.6,6.6,195730
"Abbotsford - Mission",932,"35 to 39 years",14175,7070,7105,7.2,7.3,7.2,195730
"Abbotsford - Mission",932,"30 to 34 years",13690,6980,6715,7,7.2,6.8,195730
"Abbotsford - Mission",932,"25 to 29 years",12680,6440,6245,6.5,6.6,6.4,195730
"Abbotsford - Mission",932,"20 to 24 years",12395,6470,5930,6.3,6.6,6,195730
"Abbotsford - Mission",932,"15 to 19 years",11785,6170,5615,6,6.3,5.7,195730
"Abbotsford - Mission",932,"15 to 64 years",126410,63750,62655,64.6,65.4,63.8,195730
"Abbotsford - Mission",932,"10 to 14 years",12225,6365,5860,6.2,6.5,6,195730
"Abbotsford - Mission",932,"5 to 9 years",11910,6140,5775,6.1,6.3,5.9,195730
"Abbotsford - Mission",932,"0 to 4 years",10425,5360,5065,5.3,5.5,5.2,195730
"Abbotsford - Mission",932,"0 to 14 years",34560,17860,16695,17.7,18.3,17,195730
Alma,410,"65 to 69 years",2405,1195,1210,7.9,8,7.9,30330
Alma,410,"70 to 74 years",1790,865,930,5.9,5.8,6.1,30330
Alma,410,"75 to 79 years",1440,630,810,4.7,4.2,5.3,30330
Alma,410,"80 to 84 years",960,380,575,3.2,2.5,3.7,30330
Alma,410,"85 years and over",975,335,640,3.2,2.2,4.2,30330
Alma,410,"85 to 89 years",565,215,350,1.9,1.4,2.3,30330
Alma,410,"90 to 94 years",330,100,235,1.1,0.7,1.5,30330
Alma,410,"95 to 99 years",60,20,40,0.2,0.1,0.3,30330
Alma,410,"100 years and over",20,0,15,0.1,0,0.1,30330
Alma,410,"Average age of the population",46,44,47,45.6,44.4,46.7,30330
Alma,410,"Median age of the population",48,46,50,48,46.4,49.6,30330
Alma,410,"65 years and over",7570,3410,4160,25,22.8,27.1,30330
Alma,410,"0 to 14 years",4645,2370,2270,15.3,15.8,14.8,30330
Alma,410,"0 to 4 years",1330,670,660,4.4,4.5,4.3,30330
Alma,410,"5 to 9 years",1540,810,735,5.1,5.4,4.8,30330
Alma,410,"10 to 14 years",1775,895,885,5.9,6,5.8,30330
Alma,410,"15 to 64 years",18115,9180,8940,59.7,61.4,58.2,30330
Alma,410,"15 to 19 years",1585,785,795,5.2,5.2,5.2,30330
Alma,410,"20 to 24 years",1390,730,660,4.6,4.9,4.3,30330
Alma,410,"25 to 29 years",1445,750,700,4.8,5,4.6,30330
Alma,410,"30 to 34 years",1510,760,750,5,5.1,4.9,30330
Alma,410,"35 to 39 years",1700,865,835,5.6,5.8,5.4,30330
Alma,410,"40 to 44 years",1910,970,935,6.3,6.5,6.1,30330
Alma,410,"45 to 49 years",1620,830,790,5.3,5.5,5.1,30330
Alma,410,"50 to 54 years",1610,830,775,5.3,5.5,5,30330
Alma,410,"55 to 59 years",2480,1230,1250,8.2,8.2,8.1,30330
Alma,410,"60 to 64 years",2870,1425,1445,9.5,9.5,9.4,30330
Amos,481,"100 years and over",0,0,0,0,0,0,18880
Amos,481,"50 to 54 years",1070,555,515,5.7,5.8,5.5,18880
Amos,481,"55 to 59 years",1410,695,715,7.5,7.3,7.6,18880
Amos,481,"60 to 64 years",1515,765,750,8,8,8,18880
Amos,481,"65 years and over",3835,1835,1995,20.3,19.3,21.3,18880
Amos,481,"65 to 69 years",1315,680,635,7,7.2,6.8,18880
Amos,481,"70 to 74 years",1060,510,550,5.6,5.4,5.9,18880
Amos,481,"75 to 79 years",705,340,370,3.7,3.6,3.9,18880
Amos,481,"80 to 84 years",420,175,240,2.2,1.8,2.6,18880
Amos,481,"85 years and over",335,130,200,1.8,1.4,2.1,18880
Amos,481,"85 to 89 years",225,95,130,1.2,1,1.4,18880
Amos,481,"90 to 94 years",80,30,55,0.4,0.3,0.6,18880
Amos,481,"95 to 99 years",20,5,20,0.1,0.1,0.2,18880
Amos,481,"40 to 44 years",1255,630,620,6.6,6.6,6.6,18880
Amos,481,"Average age of the population",42,42,43,42.3,41.8,42.8,18880
Amos,481,"Median age of the population",43,42,44,42.8,42.4,43.6,18880
Amos,481,"35 to 39 years",1155,590,565,6.1,6.2,6,18880
Amos,481,"30 to 34 years",1110,580,530,5.9,6.1,5.7,18880
Amos,481,"25 to 29 years",1105,590,505,5.9,6.2,5.4,18880
Amos,481,"20 to 24 years",990,525,465,5.2,5.5,5,18880
Amos,481,"15 to 19 years",1045,540,510,5.5,5.7,5.4,18880
Amos,481,"15 to 64 years",11755,6035,5715,62.3,63.5,61,18880
Amos,481,"10 to 14 years",1185,585,600,6.3,6.2,6.4,18880
Amos,481,"5 to 9 years",1145,560,585,6.1,5.9,6.2,18880
Amos,481,"0 to 4 years",955,485,470,5.1,5.1,5,18880
Amos,481,"0 to 14 years",3290,1630,1655,17.4,17.1,17.7,18880
Amos,481,"45 to 49 years",1095,570,530,5.8,6,5.7,18880
Baie-Comeau,406,"5 to 9 years",1370,690,685,5.1,5.1,5.2,26640
Baie-Comeau,406,"65 years and over",6085,2990,3100,22.8,22.2,23.6,26640
Baie-Comeau,406,"60 to 64 years",2570,1350,1225,9.6,10,9.3,26640
Baie-Comeau,406,"55 to 59 years",2535,1295,1240,9.5,9.6,9.4,26640
Baie-Comeau,406,"50 to 54 years",1815,925,890,6.8,6.9,6.8,26640
Baie-Comeau,406,"45 to 49 years",1595,815,780,6,6,5.9,26640
Baie-Comeau,406,"40 to 44 years",1635,820,805,6.1,6.1,6.1,26640
Baie-Comeau,406,"35 to 39 years",1455,720,730,5.5,5.3,5.5,26640
Baie-Comeau,406,"30 to 34 years",1400,705,695,5.3,5.2,5.3,26640
Baie-Comeau,406,"25 to 29 years",1255,665,600,4.7,4.9,4.6,26640
Baie-Comeau,406,"20 to 24 years",1250,640,605,4.7,4.7,4.6,26640
Baie-Comeau,406,"15 to 19 years",1235,645,595,4.6,4.8,4.5,26640
Baie-Comeau,406,"15 to 64 years",16740,8580,8160,62.8,63.6,62,26640
Baie-Comeau,406,"10 to 14 years",1350,665,690,5.1,4.9,5.2,26640
Baie-Comeau,406,"0 to 4 years",1085,560,525,4.1,4.2,4,26640
Baie-Comeau,406,"0 to 14 years",3815,1915,1895,14.3,14.2,14.4,26640
Baie-Comeau,406,"Median age of the population",49,49,49,49.2,48.8,49.2,26640
Baie-Comeau,406,"Average age of the population",46,45,46,45.6,45.3,46,26640
Baie-Comeau,406,"100 years and over",5,0,5,0,0,0,26640
Baie-Comeau,406,"95 to 99 years",30,10,20,0.1,0.1,0.2,26640
Baie-Comeau,406,"90 to 94 years",125,35,90,0.5,0.3,0.7,26640
Baie-Comeau,406,"85 to 89 years",425,170,250,1.6,1.3,1.9,26640
Baie-Comeau,406,"85 years and over",585,220,370,2.2,1.6,2.8,26640
Baie-Comeau,406,"80 to 84 years",705,330,375,2.6,2.4,2.8,26640
Baie-Comeau,406,"75 to 79 years",1280,615,670,4.8,4.6,5.1,26640
Baie-Comeau,406,"70 to 74 years",1555,780,780,5.8,5.8,5.9,26640
Baie-Comeau,406,"65 to 69 years",1955,1040,910,7.3,7.7,6.9,26640
Barrie,568,"0 to 14 years",36200,18715,17485,17,17.8,16.2,212850
Barrie,568,"Median age of the population",40,39,42,40,38.8,41.6,212850
Barrie,568,"0 to 4 years",10830,5625,5205,5.1,5.4,4.8,212850
Barrie,568,"5 to 9 years",12245,6320,5930,5.8,6,5.5,212850
Barrie,568,"10 to 14 years",13125,6775,6350,6.2,6.4,5.9,212850
Barrie,568,"15 to 64 years",142210,70960,71255,66.8,67.5,66.1,212850
Barrie,568,"15 to 19 years",13070,6760,6310,6.1,6.4,5.9,212850
Barrie,568,"20 to 24 years",13330,7055,6270,6.3,6.7,5.8,212850
Barrie,568,"25 to 29 years",14160,7310,6855,6.7,7,6.4,212850
Barrie,568,"30 to 34 years",14720,7315,7405,6.9,7,6.9,212850
Barrie,568,"35 to 39 years",14455,7145,7310,6.8,6.8,6.8,212850
Barrie,568,"40 to 44 years",13960,6770,7190,6.6,6.4,6.7,212850
Barrie,568,"45 to 49 years",14110,6955,7155,6.6,6.6,6.6,212850
Barrie,568,"50 to 54 years",14330,7035,7295,6.7,6.7,6.8,212850
Barrie,568,"55 to 59 years",16150,7835,8315,7.6,7.5,7.7,212850
Barrie,568,"60 to 64 years",13930,6775,7155,6.5,6.4,6.6,212850
Barrie,568,"65 years and over",34440,15405,19030,16.2,14.7,17.7,212850
Barrie,568,"65 to 69 years",10660,5035,5625,5,4.8,5.2,212850
Barrie,568,"70 to 74 years",8835,4140,4695,4.2,3.9,4.4,212850
Barrie,568,"75 to 79 years",6165,2770,3395,2.9,2.6,3.2,212850
Barrie,568,"80 to 84 years",4235,1805,2430,2,1.7,2.3,212850
Barrie,568,"85 years and over",4540,1655,2885,2.1,1.6,2.7,212850
Barrie,568,"85 to 89 years",2745,1150,1600,1.3,1.1,1.5,212850
Barrie,568,"90 to 94 years",1395,415,985,0.7,0.4,0.9,212850
Barrie,568,"95 to 99 years",355,85,270,0.2,0.1,0.3,212850
Barrie,568,"100 years and over",40,10,35,0,0,0,212850
Barrie,568,"Average age of the population",41,39,42,40.5,39.4,41.6,212850
Bathurst,328,"65 years and over",8985,4255,4735,28.6,27.6,29.7,31390
Bathurst,328,"60 to 64 years",2965,1445,1515,9.4,9.4,9.5,31390
Bathurst,328,"55 to 59 years",2745,1340,1410,8.7,8.7,8.8,31390
Bathurst,328,"50 to 54 years",2305,1135,1175,7.3,7.4,7.4,31390
Bathurst,328,"45 to 49 years",1905,900,1005,6.1,5.8,6.3,31390
Bathurst,328,"40 to 44 years",1805,870,935,5.8,5.6,5.9,31390
Bathurst,328,"35 to 39 years",1475,735,740,4.7,4.8,4.6,31390
Bathurst,328,"30 to 34 years",1470,765,705,4.7,5,4.4,31390
Bathurst,328,"25 to 29 years",1445,765,680,4.6,5,4.3,31390
Bathurst,328,"20 to 24 years",1465,745,720,4.7,4.8,4.5,31390
Bathurst,328,"15 to 19 years",1350,690,660,4.3,4.5,4.1,31390
Bathurst,328,"15 to 64 years",18930,9390,9540,60.3,60.9,59.8,31390
Bathurst,328,"10 to 14 years",1295,660,635,4.1,4.3,4,31390
Bathurst,328,"0 to 14 years",3475,1790,1685,11.1,11.6,10.6,31390
Bathurst,328,"5 to 9 years",1145,580,555,3.6,3.8,3.5,31390
Bathurst,328,"0 to 4 years",1035,545,490,3.3,3.5,3.1,31390
Bathurst,328,"Median age of the population",53,52,54,52.8,52.4,53.6,31390
Bathurst,328,"Average age of the population",49,48,50,48.7,47.9,49.6,31390
Bathurst,328,"100 years and over",10,5,10,0,0,0.1,31390
Bathurst,328,"95 to 99 years",65,15,55,0.2,0.1,0.3,31390
Bathurst,328,"90 to 94 years",250,80,175,0.8,0.5,1.1,31390
Bathurst,328,"85 to 89 years",570,230,335,1.8,1.5,2.1,31390
Bathurst,328,"85 years and over",895,320,570,2.9,2.1,3.6,31390
Bathurst,328,"80 to 84 years",1100,525,570,3.5,3.4,3.6,31390
Bathurst,328,"75 to 79 years",1705,820,875,5.4,5.3,5.5,31390
Bathurst,328,"70 to 74 years",2490,1220,1265,7.9,7.9,7.9,31390
Bathurst,328,"65 to 69 years",2800,1355,1445,8.9,8.8,9.1,31390
"Belleville - Quinte West",522,"0 to 14 years",17265,8905,8360,15.5,16.3,14.8,111190
"Belleville - Quinte West",522,"0 to 4 years",5320,2815,2505,4.8,5.2,4.4,111190
"Belleville - Quinte West",522,"5 to 9 years",5870,2985,2890,5.3,5.5,5.1,111190
"Belleville - Quinte West",522,"10 to 14 years",6075,3105,2965,5.5,5.7,5.2,111190
"Belleville - Quinte West",522,"15 to 64 years",68680,34270,34410,61.8,62.7,60.9,111190
"Belleville - Quinte West",522,"15 to 19 years",5615,2880,2745,5.1,5.3,4.9,111190
"Belleville - Quinte West",522,"20 to 24 years",5755,3030,2725,5.2,5.5,4.8,111190
"Belleville - Quinte West",522,"25 to 29 years",6680,3445,3235,6,6.3,5.7,111190
"Belleville - Quinte West",522,"30 to 34 years",6905,3540,3365,6.2,6.5,6,111190
"Belleville - Quinte West",522,"35 to 39 years",6620,3380,3240,6,6.2,5.7,111190
"Belleville - Quinte West",522,"40 to 44 years",6345,3090,3255,5.7,5.7,5.8,111190
"Belleville - Quinte West",522,"Median age of the population",45,44,47,45.2,43.6,47.2,111190
"Belleville - Quinte West",522,"Average age of the population",44,43,45,44.1,42.9,45.3,111190
"Belleville - Quinte West",522,"100 years and over",35,5,30,0,0,0.1,111190
"Belleville - Quinte West",522,"95 to 99 years",285,65,220,0.3,0.1,0.4,111190
"Belleville - Quinte West",522,"90 to 94 years",960,315,645,0.9,0.6,1.1,111190
"Belleville - Quinte West",522,"85 to 89 years",1955,830,1125,1.8,1.5,2,111190
"Belleville - Quinte West",522,"85 years and over",3235,1220,2015,2.9,2.2,3.6,111190
"Belleville - Quinte West",522,"80 to 84 years",3160,1395,1760,2.8,2.6,3.1,111190
"Belleville - Quinte West",522,"75 to 79 years",4465,2050,2415,4,3.8,4.3,111190
"Belleville - Quinte West",522,"70 to 74 years",6665,3150,3510,6,5.8,6.2,111190
"Belleville - Quinte West",522,"65 to 69 years",7725,3645,4070,6.9,6.7,7.2,111190
"Belleville - Quinte West",522,"65 years and over",25245,11470,13775,22.7,21,24.4,111190
"Belleville - Quinte West",522,"60 to 64 years",9005,4370,4630,8.1,8,8.2,111190
"Belleville - Quinte West",522,"55 to 59 years",8975,4350,4625,8.1,8,8.2,111190
"Belleville - Quinte West",522,"50 to 54 years",6725,3225,3495,6,5.9,6.2,111190
"Belleville - Quinte West",522,"45 to 49 years",6055,2960,3095,5.4,5.4,5.5,111190
Brandon,610,"0 to 4 years",3160,1630,1535,5.8,6.1,5.6,54270
Brandon,610,"Average age of the population",39,38,40,39.1,37.7,40.4,54270
Brandon,610,"100 years and over",20,5,20,0,0,0.1,54270
Brandon,610,"95 to 99 years",105,25,80,0.2,0.1,0.3,54270
Brandon,610,"90 to 94 years",425,140,280,0.8,0.5,1,54270
Brandon,610,"85 to 89 years",760,275,475,1.4,1,1.7,54270
Brandon,610,"85 years and over",1310,445,865,2.4,1.7,3.1,54270
Brandon,610,"80 to 84 years",1230,500,730,2.3,1.9,2.6,54270
Brandon,610,"75 to 79 years",1475,615,870,2.7,2.3,3.2,54270
Brandon,610,"70 to 74 years",2240,990,1250,4.1,3.7,4.5,54270
Brandon,610,"65 to 69 years",2575,1240,1335,4.7,4.7,4.8,54270
Brandon,610,"65 years and over",8835,3790,5045,16.3,14.2,18.3,54270
Brandon,610,"60 to 64 years",3000,1420,1580,5.5,5.3,5.7,54270
Brandon,610,"55 to 59 years",3160,1500,1655,5.8,5.6,6,54270
Brandon,610,"0 to 14 years",10015,5175,4835,18.5,19.4,17.5,54270
Brandon,610,"50 to 54 years",2840,1410,1430,5.2,5.3,5.2,54270
Brandon,610,"45 to 49 years",3300,1675,1620,6.1,6.3,5.9,54270
Brandon,610,"40 to 44 years",3755,1855,1900,6.9,7,6.9,54270
Brandon,610,"35 to 39 years",4015,2035,1975,7.4,7.6,7.2,54270
Brandon,610,"30 to 34 years",4040,1985,2055,7.4,7.4,7.4,54270
Brandon,610,"25 to 29 years",3880,2010,1875,7.1,7.5,6.8,54270
Brandon,610,"20 to 24 years",4090,2095,2000,7.5,7.9,7.2,54270
Brandon,610,"15 to 19 years",3340,1705,1635,6.2,6.4,5.9,54270
Brandon,610,"15 to 64 years",35420,17695,17725,65.3,66.4,64.2,54270
Brandon,610,"10 to 14 years",3310,1715,1595,6.1,6.4,5.8,54270
Brandon,610,"5 to 9 years",3540,1835,1710,6.5,6.9,6.2,54270
Brandon,610,"Median age of the population",37,36,38,37.2,35.6,38.4,54270
Brantford,543,"0 to 14 years",24675,12660,12015,17.1,17.9,16.4,144160
Brantford,543,"0 to 4 years",7595,4010,3585,5.3,5.7,4.9,144160
Brantford,543,"5 to 9 years",8380,4205,4175,5.8,5.9,5.7,144160
Brantford,543,"10 to 14 years",8695,4445,4250,6,6.3,5.8,144160
Brantford,543,"15 to 64 years",91645,45565,46085,63.6,64.3,62.8,144160
Brantford,543,"15 to 19 years",8260,4285,3975,5.7,6,5.4,144160
Brantford,543,"20 to 24 years",8300,4340,3960,5.8,6.1,5.4,144160
Brantford,543,"25 to 29 years",9065,4555,4510,6.3,6.4,6.2,144160
Brantford,543,"30 to 34 years",9325,4580,4750,6.5,6.5,6.5,144160
Brantford,543,"35 to 39 years",9470,4645,4830,6.6,6.6,6.6,144160
Brantford,543,"40 to 44 years",9040,4475,4565,6.3,6.3,6.2,144160
Brantford,543,"45 to 49 years",8835,4365,4475,6.1,6.2,6.1,144160
Brantford,543,"Average age of the population",42,41,43,41.7,40.7,42.8,144160
Brantford,543,"100 years and over",40,10,30,0,0,0,144160
Brantford,543,"95 to 99 years",320,65,260,0.2,0.1,0.4,144160
Brantford,543,"90 to 94 years",1135,350,785,0.8,0.5,1.1,144160
Brantford,543,"85 to 89 years",2095,825,1275,1.5,1.2,1.7,144160
Brantford,543,"85 years and over",3595,1250,2345,2.5,1.8,3.2,144160
Brantford,543,"80 to 84 years",3255,1470,1790,2.3,2.1,2.4,144160
Brantford,543,"75 to 79 years",4915,2265,2655,3.4,3.2,3.6,144160
Brantford,543,"70 to 74 years",7330,3490,3840,5.1,4.9,5.2,144160
Brantford,543,"65 to 69 years",8745,4140,4600,6.1,5.8,6.3,144160
Brantford,543,"65 years and over",27840,12610,15230,19.3,17.8,20.8,144160
Brantford,543,"60 to 64 years",9935,4775,5160,6.9,6.7,7,144160
Brantford,543,"55 to 59 years",10400,5065,5335,7.2,7.2,7.3,144160
Brantford,543,"50 to 54 years",9005,4480,4520,6.2,6.3,6.2,144160
Brantford,543,"Median age of the population",42,40,43,41.6,40.4,42.8,144160
Brockville,512,"Average age of the population",48,46,49,47.8,46.3,49.1,31660
Brockville,512,"40 to 44 years",1565,760,805,4.9,5,4.9,31660
Brockville,512,"35 to 39 years",1510,745,765,4.8,4.9,4.6,31660
Brockville,512,"30 to 34 years",1655,860,795,5.2,5.7,4.8,31660
Brockville,512,"25 to 29 years",1615,810,805,5.1,5.4,4.9,31660
Brockville,512,"20 to 24 years",1600,825,775,5.1,5.5,4.7,31660
Brockville,512,"15 to 19 years",1585,785,795,5,5.2,4.8,31660
Brockville,512,"15 to 64 years",18715,9125,9590,59.1,60.5,57.8,31660
Brockville,512,"10 to 14 years",1465,735,735,4.6,4.9,4.4,31660
Brockville,512,"5 to 9 years",1305,680,625,4.1,4.5,3.8,31660
Brockville,512,"0 to 4 years",1175,585,585,3.7,3.9,3.5,31660
Brockville,512,"0 to 14 years",3945,2000,1945,12.5,13.3,11.7,31660
Brockville,512,"100 years and over",15,0,15,0,0,0.1,31660
Brockville,512,"95 to 99 years",80,20,60,0.3,0.1,0.4,31660
Brockville,512,"90 to 94 years",330,120,210,1,0.8,1.3,31660
Brockville,512,"85 to 89 years",775,285,490,2.4,1.9,3,31660
Brockville,512,"85 years and over",1200,420,775,3.8,2.8,4.7,31660
Brockville,512,"80 to 84 years",1295,525,770,4.1,3.5,4.6,31660
Brockville,512,"75 to 79 years",1645,755,890,5.2,5,5.4,31660
Brockville,512,"70 to 74 years",2375,1090,1285,7.5,7.2,7.7,31660
Brockville,512,"65 to 69 years",2485,1155,1325,7.8,7.7,8,31660
Brockville,512,"65 years and over",9000,3950,5050,28.4,26.2,30.4,31660
Brockville,512,"60 to 64 years",2795,1350,1445,8.8,9,8.7,31660
Brockville,512,"55 to 59 years",2610,1215,1395,8.2,8.1,8.4,31660
Brockville,512,"50 to 54 years",2015,965,1050,6.4,6.4,6.3,31660
Brockville,512,"45 to 49 years",1765,815,950,5.6,5.4,5.7,31660
Brockville,512,"Median age of the population",52,50,53,51.6,49.6,53.2,31660
Brooks,806,"80 to 84 years",185,85,105,1.2,1.1,1.5,14925
Brooks,806,"0 to 14 years",3410,1785,1630,22.8,23.2,22.6,14925
Brooks,806,"0 to 4 years",1020,540,485,6.8,7,6.7,14925
Brooks,806,"5 to 9 years",1180,645,535,7.9,8.4,7.4,14925
Brooks,806,"10 to 14 years",1205,600,610,8.1,7.8,8.4,14925
Brooks,806,"15 to 64 years",9840,5165,4670,65.9,67,64.7,14925
Brooks,806,"15 to 19 years",1085,520,565,7.3,6.7,7.8,14925
Brooks,806,"20 to 24 years",915,495,415,6.1,6.4,5.7,14925
Brooks,806,"25 to 29 years",855,450,405,5.7,5.8,5.6,14925
Brooks,806,"30 to 34 years",1005,525,480,6.7,6.8,6.6,14925
Brooks,806,"35 to 39 years",1265,680,585,8.5,8.8,8.1,14925
Brooks,806,"40 to 44 years",1300,680,620,8.7,8.8,8.6,14925
Brooks,806,"45 to 49 years",1105,585,515,7.4,7.6,7.1,14925
Brooks,806,"50 to 54 years",865,490,380,5.8,6.4,5.3,14925
Brooks,806,"55 to 59 years",765,390,375,5.1,5.1,5.2,14925
Brooks,806,"60 to 64 years",680,360,325,4.6,4.7,4.5,14925
Brooks,806,"65 years and over",1675,755,920,11.2,9.8,12.7,14925
Brooks,806,"65 to 69 years",545,265,280,3.7,3.4,3.9,14925
Brooks,806,"70 to 74 years",390,185,205,2.6,2.4,2.8,14925
Brooks,806,"75 to 79 years",295,135,160,2,1.8,2.2,14925
Brooks,806,"85 years and over",255,85,170,1.7,1.1,2.4,14925
Brooks,806,"85 to 89 years",130,45,85,0.9,0.6,1.2,14925
Brooks,806,"90 to 94 years",85,35,55,0.6,0.5,0.8,14925
Brooks,806,"95 to 99 years",40,5,30,0.3,0.1,0.4,14925
Brooks,806,"100 years and over",0,0,0,0,0,0,14925
Brooks,806,"Average age of the population",36,35,37,35.9,35.2,36.5,14925
Brooks,806,"Median age of the population",36,36,36,36,35.6,36,14925
Calgary,825,"65 to 69 years",70735,34700,36035,4.8,4.7,4.8,1481805
Calgary,825,"0 to 14 years",274190,140905,133295,18.5,19.1,17.9,1481805
Calgary,825,"0 to 4 years",84655,43455,41205,5.7,5.9,5.5,1481805
Calgary,825,"5 to 9 years",94065,48125,45940,6.3,6.5,6.2,1481805
Calgary,825,"10 to 14 years",95470,49320,46150,6.4,6.7,6.2,1481805
Calgary,825,"15 to 64 years",1007755,502405,505350,68,68.2,67.8,1481805
Calgary,825,"15 to 19 years",84790,43575,41215,5.7,5.9,5.5,1481805
Calgary,825,"20 to 24 years",86665,44680,41985,5.8,6.1,5.6,1481805
Calgary,825,"25 to 29 years",96745,48085,48665,6.5,6.5,6.5,1481805
Calgary,825,"30 to 34 years",117760,57610,60150,7.9,7.8,8.1,1481805
Calgary,825,"35 to 39 years",125330,61800,63535,8.5,8.4,8.5,1481805
Calgary,825,"40 to 44 years",114275,56480,57795,7.7,7.7,7.8,1481805
Calgary,825,"65 years and over",199860,92965,106895,13.5,12.6,14.3,1481805
Calgary,825,"60 to 64 years",88445,43645,44800,6,5.9,6,1481805
Calgary,825,"55 to 59 years",93675,46415,47260,6.3,6.3,6.3,1481805
Calgary,825,"50 to 54 years",96040,48280,47755,6.5,6.6,6.4,1481805
Calgary,825,"Median age of the population",38,38,39,38,37.6,38.8,1481805
Calgary,825,"Average age of the population",39,38,39,38.7,38.1,39.3,1481805
Calgary,825,"100 years and over",220,45,175,0,0,0,1481805
Calgary,825,"95 to 99 years",1500,415,1085,0.1,0.1,0.1,1481805
Calgary,825,"90 to 94 years",6890,2350,4540,0.5,0.3,0.6,1481805
Calgary,825,"85 to 89 years",13915,5585,8325,0.9,0.8,1.1,1481805
Calgary,825,"85 years and over",22520,8395,14120,1.5,1.1,1.9,1481805
Calgary,825,"80 to 84 years",21365,9235,12130,1.4,1.3,1.6,1481805
Calgary,825,"75 to 79 years",32545,15300,17245,2.2,2.1,2.3,1481805
Calgary,825,"45 to 49 years",104035,51840,52195,7,7,7,1481805
Calgary,825,"70 to 74 years",52690,25325,27365,3.6,3.4,3.7,1481805
"Campbell River",944,"Median age of the population",48,47,50,48.4,46.8,49.6,40700
"Campbell River",944,"Average age of the population",46,45,47,45.8,45,46.6,40700
"Campbell River",944,"100 years and over",10,5,5,0,0,0,40700
"Campbell River",944,"95 to 99 years",80,20,60,0.2,0.1,0.3,40700
"Campbell River",944,"90 to 94 years",320,125,195,0.8,0.6,0.9,40700
"Campbell River",944,"85 to 89 years",630,280,350,1.5,1.4,1.7,40700
"Campbell River",944,"85 years and over",1040,425,615,2.6,2.1,3,40700
"Campbell River",944,"80 to 84 years",1110,535,580,2.7,2.7,2.8,40700
"Campbell River",944,"75 to 79 years",1910,955,955,4.7,4.8,4.6,40700
"Campbell River",944,"70 to 74 years",2960,1460,1500,7.3,7.3,7.3,40700
"Campbell River",944,"65 to 69 years",3470,1655,1815,8.5,8.2,8.8,40700
"Campbell River",944,"65 years and over",10490,5030,5460,25.8,25,26.5,40700
"Campbell River",944,"60 to 64 years",3595,1750,1845,8.8,8.7,9,40700
"Campbell River",944,"55 to 59 years",3020,1420,1600,7.4,7.1,7.8,40700
"Campbell River",944,"50 to 54 years",2465,1190,1275,6.1,5.9,6.2,40700
"Campbell River",944,"0 to 4 years",1675,880,790,4.1,4.4,3.8,40700
"Campbell River",944,"5 to 9 years",2055,1070,985,5,5.3,4.8,40700
"Campbell River",944,"10 to 14 years",2195,1130,1065,5.4,5.6,5.2,40700
"Campbell River",944,"15 to 64 years",24290,11980,12305,59.7,59.6,59.7,40700
"Campbell River",944,"15 to 19 years",2020,1055,965,5,5.2,4.7,40700
"Campbell River",944,"20 to 24 years",1740,935,810,4.3,4.7,3.9,40700
"Campbell River",944,"25 to 29 years",1980,985,1000,4.9,4.9,4.9,40700
"Campbell River",944,"30 to 34 years",2305,1145,1160,5.7,5.7,5.6,40700
"Campbell River",944,"35 to 39 years",2450,1215,1235,6,6,6,40700
"Campbell River",944,"40 to 44 years",2455,1210,1245,6,6,6,40700
"Campbell River",944,"45 to 49 years",2255,1080,1170,5.5,5.4,5.7,40700
"Campbell River",944,"0 to 14 years",5920,3085,2840,14.5,15.3,13.8,40700
Campbellton,330,"20 to 24 years",570,290,275,4.3,4.5,4,13325
Campbellton,330,"0 to 14 years",1545,810,740,11.6,12.4,10.9,13325
Campbellton,330,"0 to 4 years",460,230,230,3.5,3.5,3.4,13325
Campbellton,330,"5 to 9 years",505,260,245,3.8,4,3.6,13325
