city,geo_code,age,total_num,num_men,num_women,total_percent,percent_men,percent_women,total_pop
"St. John's",1,"35 to 39 years",15020,7400,7625,7.1,7.2,7,212585
"St. John's",1,"40 to 44 years",14735,7065,7675,6.9,6.8,7,212585
"St. John's",1,"45 to 49 years",14490,7100,7390,6.8,6.9,6.8,212585
"St. John's",1,"65 years and over",38615,17280,21330,18.2,16.7,19.6,212585
"St. John's",1,"Median age of the population",42,41,44,42.4,40.8,43.6,212585
"St. John's",1,"Average age of the population",42,41,43,42.1,41,43.1,212585
"St. John's",1,"55 to 59 years",15570,7400,8170,7.3,7.2,7.5,212585
"St. John's",1,"0 to 4 years",9135,4715,4420,4.3,4.6,4.1,212585
"St. John's",1,"100 years and over",25,10,25,0,0,0,212585
"St. John's",1,"95 to 99 years",285,60,225,0.1,0.1,0.2,212585
"St. John's",1,"90 to 94 years",985,265,720,0.5,0.3,0.7,212585
"St. John's",1,"85 to 89 years",2280,875,1405,1.1,0.8,1.3,212585
"St. John's",1,"85 years and over",3585,1210,2380,1.7,1.2,2.2,212585
"St. John's",1,"80 to 84 years",4325,1835,2490,2,1.8,2.3,212585
"St. John's",1,"75 to 79 years",7185,3255,3935,3.4,3.1,3.6,212585
"St. John's",1,"70 to 74 years",10645,4875,5770,5,4.7,5.3,212585
"St. John's",1,"65 to 69 years",12870,6115,6760,6.1,5.9,6.2,212585
"St. John's",1,"50 to 54 years",14850,7140,7710,7,6.9,7.1,212585
Steinbach,605,"Median age of the population",36,34,38,36,34,37.6,17800
Steinbach,605,"Average age of the population",38,37,40,38.2,36.7,39.7,17800
Steinbach,605,"100 years and over",5,0,5,0,0,0.1,17800
Steinbach,605,"95 to 99 years",45,15,30,0.3,0.2,0.3,17800
Steinbach,605,"90 to 94 years",140,50,90,0.8,0.6,1,17800
Steinbach,605,"85 to 89 years",290,110,180,1.6,1.3,2,17800
Steinbach,605,"85 years and over",480,170,305,2.7,2,3.3,17800
Steinbach,605,"80 to 84 years",435,175,260,2.4,2,2.8,17800
Steinbach,605,"75 to 79 years",595,255,335,3.3,2.9,3.7,17800
Steinbach,605,"70 to 74 years",725,310,410,4.1,3.6,4.5,17800
Steinbach,605,"65 to 69 years",825,380,445,4.6,4.4,4.9,17800
Steinbach,605,"65 years and over",3055,1300,1760,17.2,15,19.3,17800
Steinbach,605,"60 to 64 years",835,405,425,4.7,4.7,4.6,17800
Steinbach,605,"55 to 59 years",945,430,510,5.3,5,5.6,17800
Steinbach,605,"0 to 14 years",3785,1965,1825,21.3,22.7,20,17800
Steinbach,605,"50 to 54 years",880,420,460,4.9,4.8,5,17800
Steinbach,605,"45 to 49 years",1000,485,515,5.6,5.6,5.6,17800
Steinbach,605,"40 to 44 years",1130,565,565,6.3,6.5,6.2,17800
Steinbach,605,"35 to 39 years",1275,615,660,7.2,7.1,7.2,17800
Steinbach,605,"30 to 34 years",1225,615,605,6.9,7.1,6.6,17800
Steinbach,605,"25 to 29 years",1260,655,605,7.1,7.6,6.6,17800
Steinbach,605,"20 to 24 years",1330,665,660,7.5,7.7,7.2,17800
Steinbach,605,"15 to 19 years",1090,545,540,6.1,6.3,5.9,17800
Steinbach,605,"15 to 64 years",10960,5405,5560,61.6,62.4,60.8,17800
Steinbach,605,"10 to 14 years",1230,665,565,6.9,7.7,6.2,17800
Steinbach,605,"5 to 9 years",1295,650,645,7.3,7.5,7.1,17800
Steinbach,605,"0 to 4 years",1265,655,610,7.1,7.6,6.7,17800
Stratford,553,"45 to 49 years",1960,960,1000,5.9,6,5.8,33230
Stratford,553,"50 to 54 years",1995,945,1050,6,5.9,6.1,33230
Stratford,553,"40 to 44 years",1900,920,975,5.7,5.7,5.7,33230
Stratford,553,"35 to 39 years",2100,1010,1085,6.3,6.3,6.3,33230
Stratford,553,"30 to 34 years",2040,1060,980,6.1,6.6,5.7,33230
Stratford,553,"25 to 29 years",1965,1025,940,5.9,6.4,5.5,33230
Stratford,553,"20 to 24 years",1680,870,810,5.1,5.4,4.7,33230
Stratford,553,"15 to 19 years",1705,880,820,5.1,5.5,4.8,33230
Stratford,553,"15 to 64 years",20490,10130,10365,61.7,63.1,60.4,33230
Stratford,553,"10 to 14 years",1695,930,760,5.1,5.8,4.4,33230
Stratford,553,"5 to 9 years",1580,805,770,4.8,5,4.5,33230
Stratford,553,"0 to 4 years",1530,755,775,4.6,4.7,4.5,33230
Stratford,553,"0 to 14 years",4800,2490,2305,14.4,15.5,13.4,33230
Stratford,553,"100 years and over",10,5,10,0,0,0.1,33230
Stratford,553,"95 to 99 years",105,25,85,0.3,0.2,0.5,33230
Stratford,553,"90 to 94 years",350,115,230,1.1,0.7,1.3,33230
Stratford,553,"85 to 89 years",625,240,390,1.9,1.5,2.3,33230
Stratford,553,"85 years and over",1095,380,715,3.3,2.4,4.2,33230
Stratford,553,"80 to 84 years",1000,430,570,3,2.7,3.3,33230
Stratford,553,"75 to 79 years",1400,635,770,4.2,4,4.5,33230
Stratford,553,"70 to 74 years",2015,905,1115,6.1,5.6,6.5,33230
Stratford,553,"65 to 69 years",2425,1090,1335,7.3,6.8,7.8,33230
Stratford,553,"65 years and over",7940,3435,4505,23.9,21.4,26.2,33230
Stratford,553,"60 to 64 years",2625,1255,1370,7.9,7.8,8,33230
Stratford,553,"Median age of the population",46,44,48,46,43.6,48.4,33230
Stratford,553,"55 to 59 years",2530,1195,1335,7.6,7.4,7.8,33230
Stratford,553,"Average age of the population",45,43,46,44.8,43.2,46.4,33230
Strathmore,826,"0 to 4 years",745,370,375,5.2,5.3,5.1,14340
Strathmore,826,"5 to 9 years",1005,510,495,7,7.3,6.7,14340
Strathmore,826,"10 to 14 years",1080,555,525,7.5,8,7.1,14340
Strathmore,826,"15 to 64 years",8965,4400,4560,62.5,63,62,14340
Strathmore,826,"15 to 19 years",980,500,475,6.8,7.2,6.5,14340
Strathmore,826,"20 to 24 years",670,355,315,4.7,5.1,4.3,14340
Strathmore,826,"25 to 29 years",725,375,360,5.1,5.4,4.9,14340
Strathmore,826,"30 to 34 years",925,440,480,6.5,6.3,6.5,14340
Strathmore,826,"35 to 39 years",1015,495,525,7.1,7.1,7.1,14340
Strathmore,826,"40 to 44 years",1000,460,540,7,6.6,7.3,14340
Strathmore,826,"45 to 49 years",990,505,485,6.9,7.2,6.6,14340
Strathmore,826,"50 to 54 years",940,460,480,6.6,6.6,6.5,14340
Strathmore,826,"55 to 59 years",905,460,440,6.3,6.6,6,14340
Strathmore,826,"60 to 64 years",815,360,450,5.7,5.2,6.1,14340
Strathmore,826,"65 years and over",2545,1145,1400,17.8,16.4,19,14340
Strathmore,826,"65 to 69 years",785,365,420,5.5,5.2,5.7,14340
Strathmore,826,"70 to 74 years",690,315,380,4.8,4.5,5.2,14340
Strathmore,826,"75 to 79 years",465,215,250,3.2,3.1,3.4,14340
Strathmore,826,"80 to 84 years",325,130,195,2.3,1.9,2.7,14340
Strathmore,826,"85 years and over",280,120,160,2,1.7,2.2,14340
Strathmore,826,"85 to 89 years",175,85,95,1.2,1.2,1.3,14340
Strathmore,826,"90 to 94 years",85,35,50,0.6,0.5,0.7,14340
Strathmore,826,"95 to 99 years",10,0,15,0.1,0,0.2,14340
Strathmore,826,"100 years and over",5,0,0,0,0,0,14340
Strathmore,826,"Average age of the population",40,39,41,40.1,39.2,41.1,14340
Strathmore,826,"Median age of the population",40,39,41,40,39.2,41.2,14340
Strathmore,826,"0 to 14 years",2830,1435,1395,19.7,20.6,19,14340
Summerside,110,"45 to 49 years",1135,540,595,6.3,6.2,6.3,18155
Summerside,110,"Median age of the population",46,44,48,46.4,44,48.4,18155
Summerside,110,"50 to 54 years",1140,535,600,6.3,6.2,6.3,18155
Summerside,110,"55 to 59 years",1440,675,765,7.9,7.8,8.1,18155
Summerside,110,"60 to 64 years",1365,595,765,7.5,6.9,8.1,18155
Summerside,110,"65 years and over",4295,1875,2420,23.7,21.6,25.5,18155
Summerside,110,"65 to 69 years",1240,575,665,6.8,6.6,7,18155
Summerside,110,"70 to 74 years",1145,530,615,6.3,6.1,6.5,18155
Summerside,110,"75 to 79 years",775,315,460,4.3,3.6,4.9,18155
Summerside,110,"80 to 84 years",575,240,340,3.2,2.8,3.6,18155
Summerside,110,"85 years and over",560,215,345,3.1,2.5,3.6,18155
Summerside,110,"85 to 89 years",380,150,235,2.1,1.7,2.5,18155
Summerside,110,"90 to 94 years",125,40,85,0.7,0.5,0.9,18155
Summerside,110,"95 to 99 years",45,20,25,0.2,0.2,0.3,18155
Summerside,110,"Average age of the population",45,43,46,44.6,42.8,46.2,18155
Summerside,110,"100 years and over",5,0,5,0,0,0.1,18155
Summerside,110,"0 to 14 years",2700,1410,1290,14.9,16.2,13.6,18155
Summerside,110,"0 to 4 years",745,395,355,4.1,4.6,3.7,18155
Summerside,110,"5 to 9 years",955,505,455,5.3,5.8,4.8,18155
Summerside,110,"10 to 14 years",1005,520,485,5.5,6,5.1,18155
Summerside,110,"15 to 64 years",11160,5390,5765,61.5,62.1,60.8,18155
Summerside,110,"15 to 19 years",995,500,495,5.5,5.8,5.2,18155
Summerside,110,"20 to 24 years",1175,640,530,6.5,7.4,5.6,18155
Summerside,110,"25 to 29 years",915,480,435,5,5.5,4.6,18155
Summerside,110,"30 to 34 years",970,485,495,5.3,5.6,5.2,18155
Summerside,110,"35 to 39 years",1010,460,550,5.6,5.3,5.8,18155
Summerside,110,"40 to 44 years",1010,475,535,5.6,5.5,5.6,18155
"Swift Current",720,"0 to 14 years",3125,1590,1535,16.7,17.4,15.9,18740
"Swift Current",720,"65 years and over",4070,1755,2320,21.7,19.2,24.1,18740
"Swift Current",720,"Median age of the population",42,40,44,42,40.4,44,18740
"Swift Current",720,"Average age of the population",43,41,44,42.9,41.4,44.3,18740
"Swift Current",720,"100 years and over",15,5,10,0.1,0.1,0.1,18740
"Swift Current",720,"95 to 99 years",85,25,60,0.5,0.3,0.6,18740
"Swift Current",720,"90 to 94 years",260,90,175,1.4,1,1.8,18740
"Swift Current",720,"85 to 89 years",415,165,250,2.2,1.8,2.6,18740
"Swift Current",720,"85 years and over",775,280,490,4.1,3.1,5.1,18740
"Swift Current",720,"80 to 84 years",565,230,330,3,2.5,3.4,18740
"Swift Current",720,"75 to 79 years",675,300,375,3.6,3.3,3.9,18740
"Swift Current",720,"70 to 74 years",925,425,500,4.9,4.7,5.2,18740
"Swift Current",720,"65 to 69 years",1140,510,625,6.1,5.6,6.5,18740
"Swift Current",720,"60 to 64 years",1295,645,650,6.9,7.1,6.8,18740
"Swift Current",720,"55 to 59 years",1265,615,645,6.7,6.7,6.7,18740
"Swift Current",720,"50 to 54 years",1060,515,545,5.7,5.6,5.7,18740
"Swift Current",720,"45 to 49 years",1060,520,545,5.7,5.7,5.7,18740
"Swift Current",720,"40 to 44 years",1100,550,545,5.9,6,5.7,18740
"Swift Current",720,"35 to 39 years",1315,650,665,7,7.1,6.9,18740
"Swift Current",720,"30 to 34 years",1210,610,605,6.5,6.7,6.3,18740
"Swift Current",720,"25 to 29 years",1085,545,540,5.8,6,5.6,18740
"Swift Current",720,"20 to 24 years",1050,545,500,5.6,6,5.2,18740
"Swift Current",720,"15 to 19 years",1115,580,535,5.9,6.4,5.6,18740
"Swift Current",720,"15 to 64 years",11545,5780,5775,61.6,63.4,60,18740
"Swift Current",720,"10 to 14 years",1060,535,530,5.7,5.9,5.5,18740
"Swift Current",720,"5 to 9 years",1120,550,565,6,6,5.9,18740
"Swift Current",720,"0 to 4 years",945,510,435,5,5.6,4.5,18740
"Sylvan Lake",831,"Median age of the population",36,35,37,36,35.2,37.2,16520
"Sylvan Lake",831,"Average age of the population",37,36,38,36.7,35.9,37.5,16520
"Sylvan Lake",831,"100 years and over",5,0,0,0,0,0,16520
"Sylvan Lake",831,"95 to 99 years",5,0,5,0,0,0.1,16520
"Sylvan Lake",831,"90 to 94 years",30,10,20,0.2,0.1,0.2,16520
"Sylvan Lake",831,"85 to 89 years",75,30,45,0.5,0.4,0.5,16520
"Sylvan Lake",831,"85 years and over",115,40,70,0.7,0.5,0.8,16520
"Sylvan Lake",831,"80 to 84 years",185,80,105,1.1,1,1.3,16520
"Sylvan Lake",831,"75 to 79 years",275,120,160,1.7,1.5,1.9,16520
"Sylvan Lake",831,"70 to 74 years",545,285,265,3.3,3.5,3.2,16520
"Sylvan Lake",831,"65 to 69 years",775,355,420,4.7,4.4,5,16520
"Sylvan Lake",831,"65 years and over",1905,880,1020,11.5,10.8,12.2,16520
"Sylvan Lake",831,"60 to 64 years",980,465,515,5.9,5.7,6.2,16520
"Sylvan Lake",831,"55 to 59 years",1015,465,550,6.1,5.7,6.6,16520
"Sylvan Lake",831,"0 to 4 years",1010,530,490,6.1,6.5,5.9,16520
"Sylvan Lake",831,"50 to 54 years",995,470,520,6,5.8,6.2,16520
"Sylvan Lake",831,"45 to 49 years",1085,530,555,6.6,6.5,6.6,16520
"Sylvan Lake",831,"40 to 44 years",1260,645,615,7.6,7.9,7.4,16520
"Sylvan Lake",831,"35 to 39 years",1405,680,720,8.5,8.3,8.6,16520
"Sylvan Lake",831,"30 to 34 years",1265,655,610,7.7,8,7.3,16520
"Sylvan Lake",831,"25 to 29 years",1090,550,545,6.6,6.7,6.5,16520
"Sylvan Lake",831,"20 to 24 years",950,485,465,5.8,5.9,5.6,16520
"Sylvan Lake",831,"15 to 19 years",1085,535,550,6.6,6.6,6.6,16520
"Sylvan Lake",831,"15 to 64 years",11115,5475,5640,67.3,67.1,67.5,16520
"Sylvan Lake",831,"10 to 14 years",1265,645,625,7.7,7.9,7.5,16520
"Sylvan Lake",831,"5 to 9 years",1215,635,580,7.4,7.8,6.9,16520
"Sylvan Lake",831,"0 to 14 years",3500,1800,1695,21.2,22.1,20.3,16520
Terrace,965,"100 years and over",0,0,0,0,0,0,19600
Terrace,965,"95 to 99 years",20,0,10,0.1,0,0.1,19600
Terrace,965,"90 to 94 years",55,20,35,0.3,0.2,0.4,19600
Terrace,965,"85 to 89 years",170,80,90,0.9,0.8,0.9,19600
Terrace,965,"85 years and over",250,110,140,1.3,1.1,1.4,19600
Terrace,965,"80 to 84 years",340,165,175,1.7,1.7,1.8,19600
Terrace,965,"75 to 79 years",585,285,300,3,2.9,3.1,19600
Terrace,965,"70 to 74 years",910,445,465,4.6,4.5,4.8,19600
Terrace,965,"65 to 69 years",1125,595,535,5.7,6,5.5,19600
Terrace,965,"65 years and over",3210,1595,1620,16.4,16.2,16.6,19600
Terrace,965,"60 to 64 years",1360,670,690,6.9,6.8,7.1,19600
Terrace,965,"55 to 59 years",1380,705,675,7,7.1,6.9,19600
Terrace,965,"50 to 54 years",1355,660,695,6.9,6.7,7.1,19600
Terrace,965,"45 to 49 years",1155,560,595,5.9,5.7,6.1,19600
Terrace,965,"40 to 44 years",1210,610,600,6.2,6.2,6.2,19600
Terrace,965,"35 to 39 years",1340,690,645,6.8,7,6.6,19600
Terrace,965,"30 to 34 years",1455,725,725,7.4,7.3,7.4,19600
Terrace,965,"25 to 29 years",1415,750,665,7.2,7.6,6.8,19600
Terrace,965,"20 to 24 years",1115,580,535,5.7,5.9,5.5,19600
Terrace,965,"15 to 19 years",1085,565,520,5.5,5.7,5.3,19600
Terrace,965,"15 to 64 years",12865,6515,6350,65.6,66,65.2,19600
Terrace,965,"10 to 14 years",1195,610,590,6.1,6.2,6.1,19600
Terrace,965,"5 to 9 years",1185,580,600,6,5.9,6.2,19600
Terrace,965,"0 to 4 years",1145,570,580,5.8,5.8,6,19600
Terrace,965,"0 to 14 years",3525,1760,1770,18,17.8,18.2,19600
Terrace,965,"Average age of the population",40,40,40,40.1,39.8,40.3,19600
Terrace,965,"Median age of the population",40,39,40,39.6,39.2,40,19600
"Thetford Mines",430,"Average age of the population",49,47,51,49.2,47.4,50.9,28285
"Thetford Mines",430,"100 years and over",15,5,15,0.1,0,0.1,28285
"Thetford Mines",430,"95 to 99 years",110,40,70,0.4,0.3,0.5,28285
"Thetford Mines",430,"90 to 94 years",530,110,425,1.9,0.8,2.9,28285
"Thetford Mines",430,"85 to 89 years",895,360,540,3.2,2.6,3.7,28285
"Thetford Mines",430,"85 years and over",1560,515,1045,5.5,3.7,7.2,28285
"Thetford Mines",430,"80 to 84 years",1230,485,745,4.3,3.5,5.1,28285
"Thetford Mines",430,"75 to 79 years",1745,805,945,6.2,5.8,6.5,28285
"Thetford Mines",430,"70 to 74 years",2270,1095,1175,8,7.9,8.1,28285
"Thetford Mines",430,"65 to 69 years",2400,1195,1205,8.5,8.7,8.3,28285
"Thetford Mines",430,"65 years and over",9200,4085,5110,32.5,29.7,35.2,28285
"Thetford Mines",430,"60 to 64 years",2425,1175,1250,8.6,8.5,8.6,28285
"Thetford Mines",430,"55 to 59 years",2065,1000,1065,7.3,7.3,7.3,28285
"Thetford Mines",430,"50 to 54 years",1485,735,755,5.2,5.3,5.2,28285
"Thetford Mines",430,"45 to 49 years",1345,700,650,4.8,5.1,4.5,28285
"Thetford Mines",430,"40 to 44 years",1640,825,815,5.8,6,5.6,28285
"Thetford Mines",430,"35 to 39 years",1395,730,660,4.9,5.3,4.5,28285
"Thetford Mines",430,"30 to 34 years",1305,690,620,4.6,5,4.3,28285
"Thetford Mines",430,"25 to 29 years",1290,675,605,4.6,4.9,4.2,28285
"Thetford Mines",430,"20 to 24 years",1145,565,580,4,4.1,4,28285
"Thetford Mines",430,"15 to 19 years",1160,615,550,4.1,4.5,3.8,28285
"Thetford Mines",430,"15 to 64 years",15245,7705,7540,53.9,55.9,51.9,28285
"Thetford Mines",430,"10 to 14 years",1430,730,700,5.1,5.3,4.8,28285
"Thetford Mines",430,"5 to 9 years",1305,675,630,4.6,4.9,4.3,28285
"Thetford Mines",430,"0 to 4 years",1100,575,530,3.9,4.2,3.7,28285
"Thetford Mines",430,"0 to 14 years",3840,1980,1860,13.6,14.4,12.8,28285
"Thetford Mines",430,"Median age of the population",54,51,56,53.6,50.8,56,28285
Thompson,640,"90 to 94 years",5,5,5,0,0.1,0.1,13030
Thompson,640,"Median age of the population",31,31,31,31,31.2,31,13030
Thompson,640,"0 to 14 years",3360,1705,1655,25.8,26,25.6,13030
Thompson,640,"0 to 4 years",1095,565,530,8.4,8.6,8.2,13030
Thompson,640,"5 to 9 years",1135,580,555,8.7,8.8,8.6,13030
Thompson,640,"10 to 14 years",1140,560,575,8.7,8.5,8.9,13030
Thompson,640,"15 to 64 years",8700,4370,4330,66.7,66.6,66.9,13030
Thompson,640,"15 to 19 years",905,460,445,6.9,7,6.9,13030
Thompson,640,"20 to 24 years",925,475,450,7.1,7.2,7,13030
Thompson,640,"25 to 29 years",1070,510,560,8.2,7.8,8.7,13030
Thompson,640,"30 to 34 years",1075,545,535,8.2,8.3,8.3,13030
Thompson,640,"35 to 39 years",905,445,460,6.9,6.8,7.1,13030
Thompson,640,"40 to 44 years",900,425,475,6.9,6.5,7.3,13030
Thompson,640,"45 to 49 years",770,380,390,5.9,5.8,6,13030
Thompson,640,"50 to 54 years",785,395,395,6,6,6.1,13030
Thompson,640,"55 to 59 years",795,430,360,6.1,6.5,5.6,13030
Thompson,640,"60 to 64 years",570,315,260,4.4,4.8,4,13030
Thompson,640,"65 years and over",970,485,485,7.4,7.4,7.5,13030
Thompson,640,"65 to 69 years",400,215,185,3.1,3.3,2.9,13030
Thompson,640,"70 to 74 years",270,140,130,2.1,2.1,2,13030
Thompson,640,"75 to 79 years",170,85,85,1.3,1.3,1.3,13030
Thompson,640,"80 to 84 years",90,35,50,0.7,0.5,0.8,13030
Thompson,640,"85 years and over",40,10,30,0.3,0.2,0.5,13030
Thompson,640,"85 to 89 years",30,10,20,0.2,0.2,0.3,13030
Thompson,640,"95 to 99 years",5,0,5,0,0,0.1,13030
Thompson,640,"100 years and over",0,0,0,0,0,0,13030
Thompson,640,"Average age of the population",33,33,33,32.9,32.9,32.8,13030
"Thunder Bay",595,"Median age of the population",44,43,46,44.4,42.8,46,123260
"Thunder Bay",595,"0 to 4 years",5550,2825,2720,4.5,4.6,4.4,123260
"Thunder Bay",595,"5 to 9 years",5965,3135,2830,4.8,5.1,4.5,123260
"Thunder Bay",595,"10 to 14 years",6145,3140,3005,5,5.2,4.8,123260
"Thunder Bay",595,"15 to 64 years",78555,39235,39320,63.7,64.4,63.1,123260
"Thunder Bay",595,"15 to 19 years",6125,3145,2980,5,5.2,4.8,123260
"Thunder Bay",595,"20 to 24 years",7975,4235,3740,6.5,7,6,123260
"Thunder Bay",595,"25 to 29 years",8735,4490,4240,7.1,7.4,6.8,123260
"Thunder Bay",595,"30 to 34 years",7780,3970,3810,6.3,6.5,6.1,123260
"Thunder Bay",595,"35 to 39 years",7280,3640,3640,5.9,6,5.8,123260
"Thunder Bay",595,"40 to 44 years",6740,3295,3445,5.5,5.4,5.5,123260
"Thunder Bay",595,"45 to 49 years",7085,3475,3615,5.7,5.7,5.8,123260
"Thunder Bay",595,"50 to 54 years",7815,3790,4025,6.3,6.2,6.5,123260
"Thunder Bay",595,"55 to 59 years",9235,4480,4755,7.5,7.4,7.6,123260
"Thunder Bay",595,"60 to 64 years",9780,4720,5065,7.9,7.7,8.1,123260
"Thunder Bay",595,"65 years and over",27045,12580,14465,21.9,20.7,23.2,123260
"Thunder Bay",595,"65 to 69 years",8450,4155,4295,6.9,6.8,6.9,123260
"Thunder Bay",595,"70 to 74 years",7235,3495,3740,5.9,5.7,6,123260
"Thunder Bay",595,"75 to 79 years",4615,2170,2445,3.7,3.6,3.9,123260
"Thunder Bay",595,"80 to 84 years",3230,1400,1830,2.6,2.3,2.9,123260
"Thunder Bay",595,"85 years and over",3520,1355,2165,2.9,2.2,3.5,123260
"Thunder Bay",595,"85 to 89 years",2135,905,1230,1.7,1.5,2,123260
"Thunder Bay",595,"90 to 94 years",1070,375,695,0.9,0.6,1.1,123260
"Thunder Bay",595,"95 to 99 years",280,70,210,0.2,0.1,0.3,123260
"Thunder Bay",595,"100 years and over",25,0,25,0,0,0,123260
"Thunder Bay",595,"Average age of the population",44,43,45,43.8,42.7,44.8,123260
"Thunder Bay",595,"0 to 14 years",17660,9100,8560,14.3,14.9,13.7,123260
Tillsonburg,546,"50 to 54 years",1095,555,540,5.9,6.3,5.5,18615
Tillsonburg,546,"55 to 59 years",1280,590,690,6.9,6.6,7.1,18615
Tillsonburg,546,"60 to 64 years",1365,610,760,7.3,6.9,7.8,18615
Tillsonburg,546,"65 years and over",5450,2395,3055,29.3,27,31.4,18615
Tillsonburg,546,"65 to 69 years",1405,635,775,7.5,7.2,8,18615
Tillsonburg,546,"70 to 74 years",1390,630,760,7.5,7.1,7.8,18615
Tillsonburg,546,"75 to 79 years",1080,475,605,5.8,5.3,6.2,18615
Tillsonburg,546,"80 to 84 years",750,350,400,4,3.9,4.1,18615
Tillsonburg,546,"85 years and over",820,305,515,4.4,3.4,5.3,18615
Tillsonburg,546,"85 to 89 years",540,205,335,2.9,2.3,3.4,18615
Tillsonburg,546,"90 to 94 years",195,70,125,1,0.8,1.3,18615
Tillsonburg,546,"95 to 99 years",75,25,50,0.4,0.3,0.5,18615
Tillsonburg,546,"100 years and over",10,5,10,0.1,0.1,0.1,18615
Tillsonburg,546,"Average age of the population",47,45,48,46.9,45.4,48.2,18615
Tillsonburg,546,"45 to 49 years",980,505,475,5.3,5.7,4.9,18615
Tillsonburg,546,"Median age of the population",49,47,52,49.2,47.2,51.6,18615
Tillsonburg,546,"0 to 14 years",2630,1330,1300,14.1,15,13.4,18615
Tillsonburg,546,"0 to 4 years",885,445,440,4.8,5,4.5,18615
Tillsonburg,546,"5 to 9 years",860,435,425,4.6,4.9,4.4,18615
Tillsonburg,546,"10 to 14 years",885,455,435,4.8,5.1,4.5,18615
Tillsonburg,546,"15 to 64 years",10535,5155,5380,56.6,58.1,55.3,18615
Tillsonburg,546,"15 to 19 years",965,475,490,5.2,5.3,5,18615
Tillsonburg,546,"20 to 24 years",895,480,415,4.8,5.4,4.3,18615
Tillsonburg,546,"25 to 29 years",970,490,480,5.2,5.5,4.9,18615
Tillsonburg,546,"30 to 34 years",1010,495,520,5.4,5.6,5.3,18615
Tillsonburg,546,"35 to 39 years",990,495,495,5.3,5.6,5.1,18615
Tillsonburg,546,"40 to 44 years",990,460,530,5.3,5.2,5.4,18615
Timmins,586,"0 to 14 years",6655,3390,3270,16.2,16.5,15.9,41145
Timmins,586,"Median age of the population",42,41,43,42,40.8,43.2,41145
Timmins,586,"0 to 4 years",1950,970,980,4.7,4.7,4.8,41145
Timmins,586,"5 to 9 years",2285,1190,1095,5.6,5.8,5.3,41145
Timmins,586,"10 to 14 years",2420,1230,1190,5.9,6,5.8,41145
Timmins,586,"15 to 64 years",27040,13685,13360,65.7,66.6,64.9,41145
Timmins,586,"15 to 19 years",2270,1195,1080,5.5,5.8,5.2,41145
Timmins,586,"20 to 24 years",2580,1400,1180,6.3,6.8,5.7,41145
Timmins,586,"25 to 29 years",2720,1400,1315,6.6,6.8,6.4,41145
Timmins,586,"30 to 34 years",2815,1420,1395,6.8,6.9,6.8,41145
Timmins,586,"35 to 39 years",2545,1260,1290,6.2,6.1,6.3,41145
Timmins,586,"40 to 44 years",2500,1210,1295,6.1,5.9,6.3,41145
Timmins,586,"45 to 49 years",2580,1285,1295,6.3,6.3,6.3,41145
Timmins,586,"50 to 54 years",2680,1330,1345,6.5,6.5,6.5,41145
Timmins,586,"55 to 59 years",3220,1595,1625,7.8,7.8,7.9,41145
Timmins,586,"60 to 64 years",3130,1590,1540,7.6,7.7,7.5,41145
Timmins,586,"65 years and over",7450,3480,3970,18.1,16.9,19.3,41145
Timmins,586,"65 to 69 years",2525,1270,1260,6.1,6.2,6.1,41145
Timmins,586,"70 to 74 years",1905,960,940,4.6,4.7,4.6,41145
Timmins,586,"75 to 79 years",1305,590,710,3.2,2.9,3.4,41145
Timmins,586,"80 to 84 years",910,370,540,2.2,1.8,2.6,41145
Timmins,586,"85 years and over",805,290,515,2,1.4,2.5,41145
Timmins,586,"85 to 89 years",520,215,310,1.3,1,1.5,41145
Timmins,586,"90 to 94 years",225,55,160,0.5,0.3,0.8,41145
Timmins,586,"95 to 99 years",45,15,35,0.1,0.1,0.2,41145
Timmins,586,"100 years and over",10,0,10,0,0,0,41145
Timmins,586,"Average age of the population",42,41,43,41.8,40.9,42.6,41145
Toronto,535,"0 to 4 years",289425,148160,141265,4.7,4.9,4.4,6202220
Toronto,535,"Median age of the population",40,38,41,39.6,38.4,41.2,6202220
Toronto,535,"Average age of the population",41,40,42,40.7,39.6,41.7,6202220
Toronto,535,"100 years and over",1490,335,1165,0,0,0,6202220
Toronto,535,"95 to 99 years",10895,2970,7925,0.2,0.1,0.2,6202220
Toronto,535,"90 to 94 years",39855,13900,25955,0.6,0.5,0.8,6202220
Toronto,535,"85 to 89 years",80910,33120,47790,1.3,1.1,1.5,6202220
Toronto,535,"85 years and over",133155,50320,82830,2.1,1.7,2.6,6202220
Toronto,535,"80 to 84 years",126985,54905,72080,2,1.8,2.3,6202220
Toronto,535,"75 to 79 years",175000,79385,95625,2.8,2.6,3,6202220
Toronto,535,"70 to 74 years",258975,119630,139340,4.2,4,4.4,6202220
Toronto,535,"65 to 69 years",308525,144820,163705,5,4.8,5.2,6202220
Toronto,535,"65 years and over",1002640,449055,553585,16.2,14.8,17.4,6202220
Toronto,535,"60 to 64 years",381715,184900,196815,6.2,6.1,6.2,6202220
Toronto,535,"55 to 59 years",438475,214010,224465,7.1,7.1,7.1,6202220
Toronto,535,"50 to 54 years",431180,206050,225130,7,6.8,7.1,6202220
Toronto,535,"45 to 49 years",414990,195950,219040,6.7,6.5,6.9,6202220
Toronto,535,"40 to 44 years",414950,195575,219375,6.7,6.5,6.9,6202220
