CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,TNR_SF,TNR_LF,DATA_QUALITY_FLAG,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,CHARACTERISTIC_NOTE,C1_COUNT_TOTAL,SYMBOL,C2_COUNT_MEN+,SYMBOL,C3_COUNT_WOMEN+,SYMBOL,C10_RATE_TOTAL,SYMBOL,C11_RATE_MEN+,SYMBOL,C12_RATE_WOMEN+,SYMBOL
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1590,    Syria,89,2415,,1265,,1155,,3.4,,3.6,,3.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1591,    Turkey,,315,,180,,135,,0.4,,0.5,,0.4,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1592,    China,90,4320,,1995,,2330,,6,,5.6,,6.4,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1593,    Hong Kong,91,355,,145,,205,,0.5,,0.4,,0.6,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1594,"    Korea, South",92,1220,,540,,685,,1.7,,1.5,,1.9,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1595,    Taiwan,,180,,75,,100,,0.3,,0.2,,0.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1596,    Philippines,,4760,,2040,,2715,,6.7,,5.8,,7.5,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1597,    Viet Nam,,675,,325,,350,,0.9,,0.9,,1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1598,    Bangladesh,,540,,280,,260,,0.8,,0.8,,0.7,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1599,    India,,5605,,2950,,2655,,7.8,,8.3,,7.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1600,    Pakistan,,900,,480,,420,,1.3,,1.4,,1.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1601,    Sri Lanka,,375,,190,,185,,0.5,,0.5,,0.5,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1602,    Other places of birth in Asia,,4100,,1975,,2125,,5.7,,5.6,,5.9,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1603,  Oceania and other places of birth,93,605,,335,,270,,0.8,,0.9,,0.7,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1604,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,21385,,11045,,10340,,100,,100,,100,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1605,  Americas,,2110,,1155,,955,,9.9,,10.5,,9.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1606,    Brazil,,265,,135,,125,,1.2,,1.2,,1.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1607,    Colombia,,45,,25,,20,,0.2,,0.2,,0.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1608,    Haiti,,0,,0,,0,,0,,0,,0,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1609,    Jamaica,,325,,170,,160,,1.5,,1.5,,1.5,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1610,    Mexico,,85,,60,,25,,0.4,,0.5,,0.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1611,    United States of America,,880,,475,,400,,4.1,,4.3,,3.9,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1612,    Venezuela,95,25,,15,,10,,0.1,,0.1,,0.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1613,    Other places of birth in Americas,,490,,280,,210,,2.3,,2.5,,2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1614,  Europe,,2145,,1205,,945,,10,,10.9,,9.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1615,    France,,80,,45,,35,,0.4,,0.4,,0.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1616,    Germany,,185,,105,,80,,0.9,,1,,0.8,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1617,    Ireland,96,115,,70,,40,,0.5,,0.6,,0.4,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1618,    Italy,,40,,25,,15,,0.2,,0.2,,0.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1619,    Russian Federation,,205,,100,,105,,1,,0.9,,1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1620,    Ukraine,,265,,145,,120,,1.2,,1.3,,1.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1621,    United Kingdom,87,735,,455,,275,,3.4,,4.1,,2.7,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1622,    Other places of birth in Europe,,530,,260,,270,,2.5,,2.4,,2.6,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1623,  Africa,,3395,,1830,,1570,,15.9,,16.6,,15.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1624,    Algeria,,30,,15,,10,,0.1,,0.1,,0.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1625,    Burundi,,20,,15,,0,,0.1,,0.1,,0,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1626,    Cameroon,,20,,0,,15,,0.1,,0,,0.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1627,"    Congo, Democratic Republic of the",,160,,85,,75,,0.7,,0.8,,0.7,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1628,    Cote d'Ivoire,,40,,15,,25,,0.2,,0.1,,0.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1629,    Egypt,,375,,215,,160,,1.8,,1.9,,1.5,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1630,    Eritrea,,50,,45,,0,,0.2,,0.4,,0,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1631,    Ethiopia,,100,,55,,40,,0.5,,0.5,,0.4,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1632,    Morocco,,45,,25,,25,,0.2,,0.2,,0.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1633,    Nigeria,,1440,,705,,735,,6.7,,6.4,,7.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1634,    Somalia,,95,,65,,30,,0.4,,0.6,,0.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1635,"    South Africa, Republic of",,220,,115,,110,,1,,1,,1.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1636,    Sudan,97,155,,110,,50,,0.7,,1,,0.5,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1637,    Tunisia,,25,,15,,10,,0.1,,0.1,,0.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1638,    Other places of birth in Africa,,615,,350,,270,,2.9,,3.2,,2.6,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1639,  Asia,,13620,,6770,,6850,,63.7,,61.3,,66.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1640,    Afghanistan,,30,,20,,10,,0.1,,0.2,,0.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1641,    Bangladesh,,350,,185,,165,,1.6,,1.7,,1.6,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1642,    China,90,2045,,985,,1055,,9.6,,8.9,,10.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1643,    Hong Kong,91,45,,30,,20,,0.2,,0.3,,0.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1644,    India,,3665,,1915,,1755,,17.1,,17.3,,17,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1645,    Iran,88,220,,105,,115,,1,,1,,1.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1646,    Iraq,,95,,30,,65,,0.4,,0.3,,0.6,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1647,    Israel,,180,,80,,100,,0.8,,0.7,,1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1648,    Japan,,40,,0,,35,,0.2,,0,,0.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1649,    Jordan,,170,,85,,85,,0.8,,0.8,,0.8,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1650,"    Korea, South",92,580,,240,,340,,2.7,,2.2,,3.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1651,    Lebanon,,170,,95,,80,,0.8,,0.9,,0.8,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1652,    Nepal,,65,,35,,30,,0.3,,0.3,,0.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1653,    Pakistan,,370,,220,,150,,1.7,,2,,1.5,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1654,    Philippines,,2325,,1080,,1245,,10.9,,9.8,,12,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1655,    Saudi Arabia,,225,,125,,100,,1.1,,1.1,,1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1656,    Sri Lanka,,60,,20,,35,,0.3,,0.2,,0.3,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1657,    Syria,89,2140,,1125,,1015,,10,,10.2,,9.8,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1658,    Turkey,,110,,55,,55,,0.5,,0.5,,0.5,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1659,    United Arab Emirates,,110,,40,,75,,0.5,,0.4,,0.7,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1660,    Viet Nam,,205,,105,,100,,1,,1,,1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1661,    Other places of birth in Asia,,410,,190,,220,,1.9,,1.7,,2.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1662,  Oceania and other,93,110,,85,,25,,0.5,,0.8,,0.2,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1663,    Australia,,75,,55,,15,,0.4,,0.5,,0.1,
2021,2021A000212,12,Province,Nova Scotia,2.9,3.9,0,1664,    Other places of birth,98,40,,30,,10,,0.2,,0.3,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1545,  Americas,,9535,,4230,,5300,,21.6,,19.7,,23.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1546,    Brazil,,240,,115,,125,,0.5,,0.5,,0.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1547,    Colombia,,250,,110,,135,,0.6,,0.5,,0.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1548,    El Salvador,,70,,30,,35,,0.2,,0.1,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1549,    Guyana,,110,,40,,70,,0.2,,0.2,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1550,    Haiti,,260,,110,,150,,0.6,,0.5,,0.7,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1551,    Jamaica,,395,,150,,245,,0.9,,0.7,,1.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1552,    Mexico,,345,,140,,205,,0.8,,0.7,,0.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1553,    Peru,,85,,30,,55,,0.2,,0.1,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1554,    Trinidad and Tobago,,155,,80,,75,,0.4,,0.4,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1555,    United States of America,,6475,,2855,,3625,,14.7,,13.3,,16,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1556,    Other places of birth in Americas,,1150,,570,,580,,2.6,,2.7,,2.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1557,  Europe,,12295,,6060,,6230,,27.9,,28.2,,27.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1558,    Bosnia and Herzegovina,,95,,45,,50,,0.2,,0.2,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1559,    Croatia,,75,,45,,35,,0.2,,0.2,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1560,    France,,1070,,530,,540,,2.4,,2.5,,2.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1561,    Germany,,1400,,610,,790,,3.2,,2.8,,3.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1562,    Greece,,70,,40,,25,,0.2,,0.2,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1563,    Hungary,,115,,55,,60,,0.3,,0.3,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1564,    Italy,,305,,170,,135,,0.7,,0.8,,0.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1565,    Netherlands,,740,,410,,325,,1.7,,1.9,,1.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1566,    Poland,,215,,100,,110,,0.5,,0.5,,0.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1567,    Portugal,,140,,105,,35,,0.3,,0.5,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1568,    Romania,,440,,200,,235,,1,,0.9,,1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1569,    Russian Federation,,465,,215,,245,,1.1,,1,,1.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1570,    Serbia,86,120,,70,,50,,0.3,,0.3,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1571,    Ukraine,,710,,340,,370,,1.6,,1.6,,1.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1572,    United Kingdom,87,4910,,2450,,2460,,11.1,,11.4,,10.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1573,    Other places of birth in Europe,,1425,,670,,750,,3.2,,3.1,,3.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1574,  Africa,,5600,,2985,,2615,,12.7,,13.9,,11.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1575,    Algeria,,230,,120,,110,,0.5,,0.6,,0.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1576,"    Congo, Democratic Republic of the",,615,,275,,345,,1.4,,1.3,,1.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1577,    Egypt,,610,,355,,255,,1.4,,1.7,,1.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1578,    Eritrea,,65,,45,,25,,0.1,,0.2,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1579,    Ethiopia,,75,,30,,45,,0.2,,0.1,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1580,    Morocco,,460,,265,,195,,1,,1.2,,0.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1581,    Nigeria,,975,,510,,470,,2.2,,2.4,,2.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1582,    Somalia,,70,,40,,35,,0.2,,0.2,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1583,"    South Africa, Republic of",,300,,145,,160,,0.7,,0.7,,0.7,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1584,    Other places of birth in Africa,,2190,,1205,,985,,5,,5.6,,4.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1585,  Asia,,16375,,8050,,8325,,37.1,,37.5,,36.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1586,    Afghanistan,,30,,10,,15,,0.1,,0,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1587,    Iran,88,520,,295,,225,,1.2,,1.4,,1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1588,    Iraq,,150,,85,,65,,0.3,,0.4,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1589,    Lebanon,,500,,275,,230,,1.1,,1.3,,1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1590,    Syria,89,1890,,1015,,870,,4.3,,4.7,,3.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1591,    Turkey,,135,,85,,50,,0.3,,0.4,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1592,    China,90,2125,,1025,,1105,,4.8,,4.8,,4.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1593,    Hong Kong,91,155,,100,,50,,0.4,,0.5,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1594,"    Korea, South",92,1180,,575,,605,,2.7,,2.7,,2.7,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1595,    Taiwan,,50,,10,,40,,0.1,,0,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1596,    Philippines,,3780,,1575,,2210,,8.6,,7.3,,9.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1597,    Viet Nam,,710,,370,,345,,1.6,,1.7,,1.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1598,    Bangladesh,,310,,170,,140,,0.7,,0.8,,0.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1599,    India,,2265,,1250,,1020,,5.1,,5.8,,4.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1600,    Pakistan,,520,,270,,250,,1.2,,1.3,,1.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1601,    Sri Lanka,,145,,90,,60,,0.3,,0.4,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1602,    Other places of birth in Asia,,1900,,855,,1050,,4.3,,4,,4.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1603,  Oceania and other places of birth,93,325,,165,,165,,0.7,,0.8,,0.7,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1604,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,16040,,8220,,7825,,100,,100,,100,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1605,  Americas,,1640,,790,,850,,10.2,,9.6,,10.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1606,    Brazil,,160,,80,,75,,1,,1,,1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1607,    Colombia,,30,,25,,10,,0.2,,0.3,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1608,    Haiti,,75,,35,,40,,0.5,,0.4,,0.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1609,    Jamaica,,205,,85,,120,,1.3,,1,,1.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1610,    Mexico,,200,,80,,120,,1.2,,1,,1.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1611,    United States of America,,610,,320,,285,,3.8,,3.9,,3.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1612,    Venezuela,95,70,,30,,35,,0.4,,0.4,,0.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1613,    Other places of birth in Americas,,295,,135,,155,,1.8,,1.6,,2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1614,  Europe,,1955,,1015,,935,,12.2,,12.3,,11.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1615,    France,,390,,195,,200,,2.4,,2.4,,2.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1616,    Germany,,65,,30,,30,,0.4,,0.4,,0.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1617,    Ireland,96,10,,0,,0,,0.1,,0,,0,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1618,    Italy,,40,,25,,10,,0.2,,0.3,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1619,    Russian Federation,,190,,90,,95,,1.2,,1.1,,1.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1620,    Ukraine,,475,,250,,225,,3,,3,,2.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1621,    United Kingdom,87,255,,160,,95,,1.6,,1.9,,1.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1622,    Other places of birth in Europe,,535,,260,,270,,3.3,,3.2,,3.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1623,  Africa,,3500,,1850,,1650,,21.8,,22.5,,21.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1624,    Algeria,,145,,60,,80,,0.9,,0.7,,1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1625,    Burundi,,95,,55,,35,,0.6,,0.7,,0.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1626,    Cameroon,,130,,65,,60,,0.8,,0.8,,0.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1627,"    Congo, Democratic Republic of the",,365,,150,,220,,2.3,,1.8,,2.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1628,    Cote d'Ivoire,,85,,40,,45,,0.5,,0.5,,0.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1629,    Egypt,,440,,250,,190,,2.7,,3,,2.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1630,    Eritrea,,35,,20,,10,,0.2,,0.2,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1631,    Ethiopia,,25,,15,,10,,0.2,,0.2,,0.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1632,    Morocco,,275,,155,,120,,1.7,,1.9,,1.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1633,    Nigeria,,905,,465,,440,,5.6,,5.7,,5.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1634,    Somalia,,50,,20,,25,,0.3,,0.2,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1635,"    South Africa, Republic of",,100,,40,,60,,0.6,,0.5,,0.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1636,    Sudan,97,155,,90,,70,,1,,1.1,,0.9,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1637,    Tunisia,,110,,70,,40,,0.7,,0.9,,0.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1638,    Other places of birth in Africa,,595,,350,,245,,3.7,,4.3,,3.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1639,  Asia,,8880,,4545,,4335,,55.4,,55.3,,55.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1640,    Afghanistan,,0,,0,,0,,0,,0,,0,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1641,    Bangladesh,,195,,95,,95,,1.2,,1.2,,1.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1642,    China,90,970,,505,,470,,6,,6.1,,6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1643,    Hong Kong,91,0,,0,,0,,0,,0,,0,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1644,    India,,1370,,805,,560,,8.5,,9.8,,7.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1645,    Iran,88,165,,90,,75,,1,,1.1,,1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1646,    Iraq,,55,,30,,20,,0.3,,0.4,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1647,    Israel,,185,,100,,85,,1.2,,1.2,,1.1,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1648,    Japan,,20,,0,,15,,0.1,,0,,0.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1649,    Jordan,,140,,80,,60,,0.9,,1,,0.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1650,"    Korea, South",92,255,,135,,120,,1.6,,1.6,,1.5,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1651,    Lebanon,,130,,65,,60,,0.8,,0.8,,0.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1652,    Nepal,,115,,50,,65,,0.7,,0.6,,0.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1653,    Pakistan,,225,,110,,110,,1.4,,1.3,,1.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1654,    Philippines,,2330,,1080,,1250,,14.5,,13.1,,16,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1655,    Saudi Arabia,,110,,50,,60,,0.7,,0.6,,0.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1656,    Sri Lanka,,60,,35,,25,,0.4,,0.4,,0.3,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1657,    Syria,89,1705,,910,,795,,10.6,,11.1,,10.2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1658,    Turkey,,60,,30,,30,,0.4,,0.4,,0.4,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1659,    United Arab Emirates,,245,,105,,140,,1.5,,1.3,,1.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1660,    Viet Nam,,315,,160,,155,,2,,1.9,,2,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1661,    Other places of birth in Asia,,240,,100,,140,,1.5,,1.2,,1.8,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1662,  Oceania and other,93,65,,20,,50,,0.4,,0.2,,0.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1663,    Australia,,60,,10,,50,,0.4,,0.1,,0.6,
2021,2021A000213,13,Province,New Brunswick,3.2,4.3,0,1664,    Other places of birth,98,0,,0,,0,,0,,0,,0,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1545,  Americas,,264885,,121740,,143145,,21.9,,20.7,,23,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1546,    Brazil,,9705,,4520,,5180,,0.8,,0.8,,0.8,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1547,    Colombia,,29670,,13540,,16125,,2.5,,2.3,,2.6,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1548,    El Salvador,,11515,,5780,,5730,,1,,1,,0.9,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1549,    Guyana,,2350,,1090,,1260,,0.2,,0.2,,0.2,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1550,    Haiti,,86105,,38285,,47820,,7.1,,6.5,,7.7,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1551,    Jamaica,,4485,,1900,,2590,,0.4,,0.3,,0.4,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1552,    Mexico,,17390,,7935,,9455,,1.4,,1.3,,1.5,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1553,    Peru,,13885,,6295,,7595,,1.1,,1.1,,1.2,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1554,    Trinidad and Tobago,,3820,,1660,,2160,,0.3,,0.3,,0.3,
2021,2021A000224,24,Province,Quebec,2.9,3.7,20000,1555,    United States of America,,24945,,12195,,12745,,2.1,,2.1,,2.1,
