CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,TNR_SF,TNR_LF,DATA_QUALITY_FLAG,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,CHARACTERISTIC_NOTE,C1_COUNT_TOTAL,SYMBOL,C2_COUNT_MEN+,SYMBOL,C3_COUNT_WOMEN+,SYMBOL,C10_RATE_TOTAL,SYMBOL,C11_RATE_MEN+,SYMBOL,C12_RATE_WOMEN+,SYMBOL
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1655,    Saudi Arabia,,6110,,3300,,2805,,1,,1.2,,0.9,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1656,    Sri Lanka,,5895,,2770,,3120,,1,,1,,1,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1657,    Syria,89,30180,,15370,,14805,,5.2,,5.4,,4.9,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1658,    Turkey,,7060,,3835,,3225,,1.2,,1.3,,1.1,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1659,    United Arab Emirates,,5310,,2785,,2520,,0.9,,1,,0.8,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1660,    Viet Nam,,6020,,2205,,3815,,1,,0.8,,1.3,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1661,    Other places of birth in Asia,,14075,,6380,,7700,,2.4,,2.2,,2.6,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1662,  Oceania and other,93,2090,,1230,,855,,0.4,,0.4,,0.3,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1663,    Australia,,1620,,985,,640,,0.3,,0.3,,0.2,
2021,2021A000235,35,Province,Ontario,2.8,3.8,20000,1664,    Other places of birth,98,470,,250,,220,,0.1,,0.1,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1545,  Americas,,32020,,15230,,16795,,12.4,,12.1,,12.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1546,    Brazil,,1810,,905,,900,,0.7,,0.7,,0.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1547,    Colombia,,1140,,565,,575,,0.4,,0.5,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1548,    El Salvador,,2575,,1350,,1230,,1,,1.1,,0.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1549,    Guyana,,1190,,505,,685,,0.5,,0.4,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1550,    Haiti,,190,,95,,100,,0.1,,0.1,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1551,    Jamaica,,2110,,995,,1115,,0.8,,0.8,,0.8,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1552,    Mexico,,5845,,2825,,3025,,2.3,,2.3,,2.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1553,    Peru,,250,,110,,140,,0.1,,0.1,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1554,    Trinidad and Tobago,,1630,,800,,835,,0.6,,0.6,,0.6,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1555,    United States of America,,6705,,2875,,3830,,2.6,,2.3,,2.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1556,    Other places of birth in Americas,,8570,,4205,,4365,,3.3,,3.4,,3.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1557,  Europe,,53125,,26140,,26980,,20.6,,20.8,,20.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1558,    Bosnia and Herzegovina,,940,,495,,450,,0.4,,0.4,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1559,    Croatia,,765,,365,,400,,0.3,,0.3,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1560,    France,,975,,535,,440,,0.4,,0.4,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1561,    Germany,,9360,,4805,,4560,,3.6,,3.8,,3.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1562,    Greece,,770,,440,,335,,0.3,,0.4,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1563,    Hungary,,625,,300,,330,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1564,    Italy,,2470,,1225,,1245,,1,,1,,0.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1565,    Netherlands,,2055,,1055,,995,,0.8,,0.8,,0.8,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1566,    Poland,,4395,,1995,,2405,,1.7,,1.6,,1.8,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1567,    Portugal,,4040,,1965,,2075,,1.6,,1.6,,1.6,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1568,    Romania,,615,,310,,305,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1569,    Russian Federation,,4235,,1910,,2320,,1.6,,1.5,,1.8,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1570,    Serbia,86,405,,190,,220,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1571,    Ukraine,,5370,,2580,,2785,,2.1,,2.1,,2.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1572,    United Kingdom,87,10995,,5390,,5605,,4.3,,4.3,,4.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1573,    Other places of birth in Europe,,5105,,2585,,2520,,2,,2.1,,1.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1574,  Africa,,27150,,13605,,13545,,10.5,,10.9,,10.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1575,    Algeria,,345,,145,,200,,0.1,,0.1,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1576,"    Congo, Democratic Republic of the",,1425,,750,,675,,0.6,,0.6,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1577,    Egypt,,1315,,690,,630,,0.5,,0.6,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1578,    Eritrea,,2940,,1550,,1390,,1.1,,1.2,,1.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1579,    Ethiopia,,2945,,1380,,1565,,1.1,,1.1,,1.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1580,    Morocco,,480,,250,,230,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1581,    Nigeria,,8550,,4420,,4125,,3.3,,3.5,,3.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1582,    Somalia,,880,,350,,530,,0.3,,0.3,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1583,"    South Africa, Republic of",,1180,,615,,565,,0.5,,0.5,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1584,    Other places of birth in Africa,,7090,,3465,,3625,,2.8,,2.8,,2.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1585,  Asia,,144495,,69980,,74515,,56.1,,55.8,,56.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1586,    Afghanistan,,845,,395,,450,,0.3,,0.3,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1587,    Iran,88,1105,,630,,475,,0.4,,0.5,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1588,    Iraq,,1295,,650,,645,,0.5,,0.5,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1589,    Lebanon,,345,,190,,150,,0.1,,0.2,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1590,    Syria,89,1905,,1020,,880,,0.7,,0.8,,0.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1591,    Turkey,,255,,145,,110,,0.1,,0.1,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1592,    China,90,10250,,4760,,5490,,4,,3.8,,4.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1593,    Hong Kong,91,1255,,640,,620,,0.5,,0.5,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1594,"    Korea, South",92,2955,,1440,,1515,,1.1,,1.1,,1.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1595,    Taiwan,,285,,105,,180,,0.1,,0.1,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1596,    Philippines,,70265,,32770,,37500,,27.3,,26.1,,28.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1597,    Viet Nam,,4575,,2120,,2455,,1.8,,1.7,,1.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1598,    Bangladesh,,1295,,655,,640,,0.5,,0.5,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1599,    India,,32155,,16625,,15535,,12.5,,13.3,,11.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1600,    Pakistan,,4170,,2155,,2015,,1.6,,1.7,,1.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1601,    Sri Lanka,,1125,,535,,585,,0.4,,0.4,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1602,    Other places of birth in Asia,,10410,,5145,,5265,,4,,4.1,,4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1603,  Oceania and other places of birth,93,830,,430,,395,,0.3,,0.3,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1604,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,58370,,28890,,29480,,100,,100,,100,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1605,  Americas,,5285,,2610,,2675,,9.1,,9,,9.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1606,    Brazil,,1435,,740,,695,,2.5,,2.6,,2.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1607,    Colombia,,290,,145,,150,,0.5,,0.5,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1608,    Haiti,,50,,30,,20,,0.1,,0.1,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1609,    Jamaica,,435,,230,,205,,0.7,,0.8,,0.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1610,    Mexico,,660,,325,,335,,1.1,,1.1,,1.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1611,    United States of America,,1035,,520,,515,,1.8,,1.8,,1.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1612,    Venezuela,95,45,,10,,30,,0.1,,0,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1613,    Other places of birth in Americas,,1340,,615,,725,,2.3,,2.1,,2.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1614,  Europe,,4380,,2200,,2175,,7.5,,7.6,,7.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1615,    France,,160,,95,,70,,0.3,,0.3,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1616,    Germany,,565,,275,,290,,1,,1,,1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1617,    Ireland,96,155,,95,,55,,0.3,,0.3,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1618,    Italy,,130,,70,,65,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1619,    Russian Federation,,655,,320,,335,,1.1,,1.1,,1.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1620,    Ukraine,,1305,,610,,695,,2.2,,2.1,,2.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1621,    United Kingdom,87,405,,235,,165,,0.7,,0.8,,0.6,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1622,    Other places of birth in Europe,,1010,,510,,500,,1.7,,1.8,,1.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1623,  Africa,,11065,,5545,,5525,,19,,19.2,,18.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1624,    Algeria,,250,,85,,160,,0.4,,0.3,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1625,    Burundi,,90,,60,,35,,0.2,,0.2,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1626,    Cameroon,,100,,50,,50,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1627,"    Congo, Democratic Republic of the",,445,,235,,210,,0.8,,0.8,,0.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1628,    Cote d'Ivoire,,75,,20,,50,,0.1,,0.1,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1629,    Egypt,,280,,140,,140,,0.5,,0.5,,0.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1630,    Eritrea,,1445,,755,,685,,2.5,,2.6,,2.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1631,    Ethiopia,,680,,280,,405,,1.2,,1,,1.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1632,    Morocco,,220,,115,,105,,0.4,,0.4,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1633,    Nigeria,,5105,,2660,,2445,,8.7,,9.2,,8.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1634,    Somalia,,385,,155,,230,,0.7,,0.5,,0.8,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1635,"    South Africa, Republic of",,270,,150,,120,,0.5,,0.5,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1636,    Sudan,97,390,,185,,200,,0.7,,0.6,,0.7,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1637,    Tunisia,,100,,75,,30,,0.2,,0.3,,0.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1638,    Other places of birth in Africa,,1235,,580,,655,,2.1,,2,,2.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1639,  Asia,,37420,,18415,,19005,,64.1,,63.7,,64.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1640,    Afghanistan,,135,,55,,75,,0.2,,0.2,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1641,    Bangladesh,,580,,265,,315,,1,,0.9,,1.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1642,    China,90,3585,,1670,,1915,,6.1,,5.8,,6.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1643,    Hong Kong,91,210,,100,,115,,0.4,,0.3,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1644,    India,,13340,,6785,,6550,,22.9,,23.5,,22.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1645,    Iran,88,265,,150,,120,,0.5,,0.5,,0.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1646,    Iraq,,655,,305,,355,,1.1,,1.1,,1.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1647,    Israel,,505,,250,,255,,0.9,,0.9,,0.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1648,    Japan,,80,,25,,60,,0.1,,0.1,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1649,    Jordan,,145,,60,,85,,0.2,,0.2,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1650,"    Korea, South",92,870,,440,,425,,1.5,,1.5,,1.4,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1651,    Lebanon,,180,,105,,75,,0.3,,0.4,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1652,    Nepal,,100,,55,,45,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1653,    Pakistan,,1210,,640,,570,,2.1,,2.2,,1.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1654,    Philippines,,11705,,5535,,6165,,20.1,,19.2,,20.9,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1655,    Saudi Arabia,,130,,70,,65,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1656,    Sri Lanka,,190,,95,,100,,0.3,,0.3,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1657,    Syria,89,1575,,855,,725,,2.7,,3,,2.5,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1658,    Turkey,,120,,65,,60,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1659,    United Arab Emirates,,175,,95,,80,,0.3,,0.3,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1660,    Viet Nam,,580,,250,,335,,1,,0.9,,1.1,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1661,    Other places of birth in Asia,,1075,,545,,530,,1.8,,1.9,,1.8,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1662,  Oceania and other,93,215,,120,,100,,0.4,,0.4,,0.3,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1663,    Australia,,105,,50,,50,,0.2,,0.2,,0.2,
2021,2021A000246,46,Province,Manitoba,3.5,5.6,20000,1664,    Other places of birth,98,115,,65,,45,,0.2,,0.2,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1545,  Americas,,12580,,5910,,6675,,9.1,,8.7,,9.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1546,    Brazil,,380,,150,,230,,0.3,,0.2,,0.3,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1547,    Colombia,,665,,315,,350,,0.5,,0.5,,0.5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1548,    El Salvador,,620,,280,,345,,0.5,,0.4,,0.5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1549,    Guyana,,165,,65,,95,,0.1,,0.1,,0.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1550,    Haiti,,60,,35,,25,,0,,0.1,,0,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1551,    Jamaica,,1360,,660,,700,,1,,1,,1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1552,    Mexico,,1720,,870,,850,,1.2,,1.3,,1.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1553,    Peru,,160,,45,,120,,0.1,,0.1,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1554,    Trinidad and Tobago,,200,,65,,135,,0.1,,0.1,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1555,    United States of America,,5215,,2375,,2835,,3.8,,3.5,,4.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1556,    Other places of birth in Americas,,2030,,1040,,995,,1.5,,1.5,,1.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1557,  Europe,,21710,,10705,,11010,,15.8,,15.8,,15.8,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1558,    Bosnia and Herzegovina,,500,,250,,250,,0.4,,0.4,,0.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1559,    Croatia,,415,,245,,170,,0.3,,0.4,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1560,    France,,310,,115,,190,,0.2,,0.2,,0.3,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1561,    Germany,,2100,,980,,1115,,1.5,,1.4,,1.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1562,    Greece,,500,,290,,210,,0.4,,0.4,,0.3,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1563,    Hungary,,325,,175,,145,,0.2,,0.3,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1564,    Italy,,585,,300,,280,,0.4,,0.4,,0.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1565,    Netherlands,,965,,560,,400,,0.7,,0.8,,0.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1566,    Poland,,1080,,455,,625,,0.8,,0.7,,0.9,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1567,    Portugal,,200,,95,,110,,0.1,,0.1,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1568,    Romania,,660,,330,,335,,0.5,,0.5,,0.5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1569,    Russian Federation,,650,,270,,385,,0.5,,0.4,,0.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1570,    Serbia,86,530,,250,,285,,0.4,,0.4,,0.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1571,    Ukraine,,3165,,1505,,1665,,2.3,,2.2,,2.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1572,    United Kingdom,87,6785,,3420,,3365,,4.9,,5,,4.8,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1573,    Other places of birth in Europe,,2940,,1455,,1490,,2.1,,2.1,,2.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1574,  Africa,,16080,,8440,,7640,,11.7,,12.4,,11,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1575,    Algeria,,20,,15,,10,,0,,0,,0,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1576,"    Congo, Democratic Republic of the",,665,,335,,330,,0.5,,0.5,,0.5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1577,    Egypt,,805,,415,,385,,0.6,,0.6,,0.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1578,    Eritrea,,1025,,535,,490,,0.7,,0.8,,0.7,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1579,    Ethiopia,,775,,380,,400,,0.6,,0.6,,0.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1580,    Morocco,,190,,110,,80,,0.1,,0.2,,0.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1581,    Nigeria,,5030,,2620,,2410,,3.7,,3.9,,3.5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1582,    Somalia,,485,,240,,250,,0.4,,0.4,,0.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1583,"    South Africa, Republic of",,2075,,1070,,1005,,1.5,,1.6,,1.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1584,    Other places of birth in Africa,,5010,,2720,,2290,,3.6,,4,,3.3,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1585,  Asia,,86515,,42500,,44015,,62.9,,62.6,,63.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1586,    Afghanistan,,465,,230,,235,,0.3,,0.3,,0.3,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1587,    Iran,88,1040,,570,,470,,0.8,,0.8,,0.7,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1588,    Iraq,,1440,,740,,700,,1,,1.1,,1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1589,    Lebanon,,220,,155,,60,,0.2,,0.2,,0.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1590,    Syria,89,1405,,665,,740,,1,,1,,1.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1591,    Turkey,,280,,145,,135,,0.2,,0.2,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1592,    China,90,8650,,4065,,4585,,6.3,,6,,6.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1593,    Hong Kong,91,840,,415,,420,,0.6,,0.6,,0.6,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1594,"    Korea, South",92,1110,,560,,550,,0.8,,0.8,,0.8,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1595,    Taiwan,,175,,80,,95,,0.1,,0.1,,0.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1596,    Philippines,,35960,,17025,,18930,,26.1,,25.1,,27.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1597,    Viet Nam,,3245,,1555,,1690,,2.4,,2.3,,2.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1598,    Bangladesh,,3235,,1720,,1515,,2.4,,2.5,,2.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1599,    India,,15660,,8165,,7495,,11.4,,12,,10.8,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1600,    Pakistan,,7110,,3630,,3480,,5.2,,5.3,,5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1601,    Sri Lanka,,435,,220,,215,,0.3,,0.3,,0.3,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1602,    Other places of birth in Asia,,5245,,2555,,2695,,3.8,,3.8,,3.9,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1603,  Oceania and other places of birth,93,725,,350,,380,,0.5,,0.5,,0.5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1604,Total - Place of birth for the recent immigrant population in private households - 25% sample data,94,43115,,21470,,21650,,100,,100,,100,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1605,  Americas,,2830,,1420,,1410,,6.6,,6.6,,6.5,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1606,    Brazil,,170,,95,,75,,0.4,,0.4,,0.3,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1607,    Colombia,,90,,40,,50,,0.2,,0.2,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1608,    Haiti,,0,,0,,0,,0,,0,,0,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1609,    Jamaica,,560,,295,,265,,1.3,,1.4,,1.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1610,    Mexico,,560,,315,,250,,1.3,,1.5,,1.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1611,    United States of America,,990,,465,,520,,2.3,,2.2,,2.4,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1612,    Venezuela,95,70,,20,,45,,0.2,,0.1,,0.2,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1613,    Other places of birth in Americas,,385,,190,,195,,0.9,,0.9,,0.9,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1614,  Europe,,2695,,1435,,1260,,6.3,,6.7,,5.8,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1615,    France,,65,,30,,30,,0.2,,0.1,,0.1,
2021,2021A000247,47,Province,Saskatchewan,4.5,6.5,20000,1616,    Germany,,100,,40,,60,,0.2,,0.2,,0.3,
